"","MLS # Link","St","Area","Address","Subdivision/Complex","","List Price","Sale Price","#Beds","#FBaths","#HBaths","SqFt LA","Type of Property","Year Built","#Garage Spaces","Pool YN","Waterfront Property (Y/N)","Design","Lot SqFt"
"501","F10538874","CS","3600","1718 SE 14th St","LAUDERDALE HARBORS SECTIO ","","$1,850,000","$1,800,000","3","2","0","1,196","Single","1958","0","No","Yes","","7,700"
"501","F10479510","CS","3160","612 Bayshore Drive Unit#402","The Wave on Bayshore The Wave on Bayshore","","$1,845,000","$1,725,000","3","2","1","2,104","Condo","2020","2","","No","",""
"501","F10433205","CS","3170","701 N Fort Lauderdale Beach Blvd Unit#TH4","Paramount Paramount","","$1,845,000","$1,700,000","3","4","0","2,195","Townhouse","2017","2","","No","",""
"501","F10461985","CS","3800","100 E Las Olas Blvd Unit#3604","100 LAS OLAS 100 LAS OLAS","","$1,825,000","$1,710,000","2","3","0","1,867","Condo","2020","2","","Yes","",""
"501","A11930946","CS","3170","1344 Seabreeze Blvd","HARBOR BEACH ","","$1,800,000","$1,635,000","4","4","0","¤2,605","Single","1974","4","Yes","No","Detached","¤12,815"
"501","F10467312","CS","3250","2625 NE 28th St","Coral Ridge Galt Add 1 ","","$1,800,000","$1,750,000","4","3","0","2,750","Single","1956","2","Yes","No","","12,096"
"501","F10452262","CS","3260","2660 NE 26th Ter","Coral Ridge Galt Add 1 ","","$1,800,000","$1,640,000","4","3","0","2,720","Single","1959","0","Yes","No","","10,901"
"501","A11881482","CS","3270","1606 NE 6th St","Victoria park Victoria Park","","$1,800,000","$1,750,000","3","3","1","¤1,608","Townhouse","2025","1","","No","",""
"501","A11831520","CS","3270","1608 NE 6th St","Victoria Park Victoria Park","","$1,800,000","$1,725,000","3","3","1","¤2,645","Townhouse","2026","2","","No","",""
"501","F10503034","CS","3370","619 NE 21st Ct","Wilton Manors ","","$1,800,000","$1,740,000","3","3","1","2,407","Single","2018","2","Yes","No","","7,181"
"501","F10513518","CS","3600","904 SE 11th Court","Rio Vista Isles ","","$1,800,000","$1,750,000","3","3","0","2,213","Single","1947","0","No","No","","12,366"
"501","F10487820","CS","3600","24 Port Side Dr Unit#24A","Portside Yacht Club Portside Yacht Club","","$1,800,000","$1,800,000","3","4","0","2,813","Condo","1981","2","","Yes","",""
"501","F10486931","CS","3170","2200 S Ocean Ln Unit#1604","Point of Americas II Point of Americas II","","$1,799,999","$1,600,000","2","2","0","2,011","Condo","1971","2","","Yes","",""
"501","F10542714","CS","3470","626 SW 12th Avenue","RIVERSIDE ADD AMEN PLAT ","","$1,799,999","$1,750,000","5","4","0","2,714","Single","2022","1","Yes","No","","6,190"
"501","A11513774","CS","3160","3501 Vista Park","LAUDERDALE BEACH ","","$1,799,990","$1,760,000","3","3","0","¤2,318","Single","1950","1","No","No","Detached","¤8,282"
"501","F10549804","CS","3160","153 N Seabreeze Unit#1803-S","Selene Selene","","$1,799,000","$1,625,000","2","2","1","1,416","Condo","2025","1","","Yes","",""
"501","F10517479","CS","3250","2743 NE 20th Ct","CORAL RIDGE NORTH CORAL RIDGE NORTH","","$1,799,000","$1,720,000","5","4","0","3,842","Townhouse","2008","2","","No","",""
"501","A11937261","CS","3260","2808 NE 27th St","CORAL RIDGE GALT ADD NO 1 ","","$1,799,000","$1,650,000","3","3","1","¤2,298","Single","1964","2","Yes","Yes","Detached","¤10,930"
"501","A11936019","CS","3260","2728 NE 19th St","CORAL RIDGE NORTH ADD ","","$1,799,000","$1,800,000","3","3","0","","Single","1993","1","Yes","No","Detached","¤10,001"
"501","F10520512","CS","3260","2425 NE 26th Ave","Coral Ridge Galt ","","$1,799,000","$1,799,000","3","3","0","2,332","Single","1954","2","Yes","No","","10,000"
"501","F10460594","CS","3270","222 NE 15th Ave","THE ISLAND ENCLAVE THE ISLAND ENCLAVE","","$1,799,000","$1,656,000","4","4","0","3,262","Townhouse","2006","2","","No","",""
"501","A11914953","CS","3280","1601 SE 1st St","COLEE HAMMOCK ","","$1,799,000","$1,700,000","4","3","0","¤2,196","Single","1997","2","Yes","No","Detached","¤6,250"
"501","A11620664","CS","3270","824 N Victoria Park Rd","Progresso ","","$1,796,000","$1,670,000","4","4","0","¤1,997","Single","1952","0","Yes","No","Attached","¤10,125"
"501","A11965695","CS","3160","301 N Birch Rd Unit#8N","BIRCH POINTE CONDO Birch Pointe","","$1,795,000","$1,670,000","3","3","1","¤3,300","Condo","1997","2","","Yes","",""
"501","F10511677","CS","3160","101 S FORT LAUDERDALE BEACH BLVD Unit#1907","LAS OLAS BEACH CLUB LAS OLAS BEACH CLUB","","$1,795,000","$1,725,000","2","2","0","1,905","Condo","2007","1","","Yes","",""
"501","F10429275","CS","3170","101 S Fort Lauderdale Beach Blvd Unit#902","LAS OLAS BEACH CLUB LAS OLAS BEACH CLUB","","$1,795,000","$1,584,000","3","3","0","2,380","Condo","2006","1","","Yes","",""
"501","F10509288","CS","3260","2806 NE 15th St","Parc View Townhomes Parc View Townhomes","","$1,795,000","$1,675,000","3","3","0","2,604","Townhouse","1989","2","","Yes","",""
"501","F10446038","CS","3260","2457 Bayview Dr","CORAL RIDGE ","","$1,795,000","$1,635,000","4","3","0","2,399","Single","1954","2","Yes","No","","11,473"
"501","R11055847","CS","3270","736 NE 17th Way","VICTORIA HIGHLANDS ","","$1,795,000","$1,712,500","4","3","1","3,011","Single","2008","2","Yes","No","","5,840"
"501","F10438660","CS","3270","537 NE 13th Ave","Victoria Park ","","$1,795,000","$1,700,000","3","3","1","2,759","Single","1959","1","Yes","No","","6,500"
"501","A11919524","CS","3380","1522 NE 17th Way","PROGRESSO ","","$1,795,000","$1,720,000","4","3","0","¤2,533","Single","2021","1","Yes","No","Attached","¤7,692"
"501","F10423171","CS","3380","1500 NE 16th Ave","POINSETTIA HEIGHTS ","","$1,795,000","$1,880,475","3","2","1","2,286","Single","2024","2","Yes","No","","8,099"
"501","F10452896","CS","3600","1111 Ponce De Leon Dr","Rio Vista Isles ","","$1,795,000","$1,659,725","2","2","0","1,590","Single","1953","2","No","Yes","","8,304"
"501","F10437473","CS","3600","1532 SE 12th Street Unit#204","Vela Vista Vela Vista","","$1,795,000","$1,700,000","3","3","1","2,067","Condo","2016","2","","Yes","",""
"501","F10491032","CS","3170","101 S FORT LAUDERDALE BEACH BLVD Unit#1807","LAS OLAS BEACH CLUB LAS OLAS BEACH CLUB","","$1,790,000","$1,740,000","2","2","0","1,905","Condo","2007","1","","Yes","",""
"501","A11727045","CS","3270","726 NE 17th Way","VICTORIA HIGHLANDS AMD PL ","","$1,790,000","$1,775,000","4","2","1","¤2,010","Single","1952","0","Yes","No","Attached","¤9,240"
"501","F10469761","CS","3370","2157 Coral Gardens Dr","Coral Gardens 30-7 B ","","$1,790,000","$1,700,000","3","3","0","2,009","Single","1955","0","Yes","Yes","","7,501"
"501","F10522935","CS","3470","1304 Orange Isle","CITRUS ISLES ","","$1,790,000","$1,700,000","4","3","0","2,208","Single","1960","1","Yes","Yes","","9,675"
"501","A11868566","CS","3480","1004 Guava Isle","SOUTH NEW RIVER ISLES SEC ","","$1,788,000","$1,700,000","3","2","","¤1,944","Single","2025","2","Yes","Yes","Attached","¤7,950"
"501","A11912566","CS","3620","1814 Middle River Dr","LIVERMORE ESTATES 1800 Middle River Dr","","$1,785,000","$1,700,000","3","3","2","¤2,526","Townhouse","2024","2","","No","",""
"501","A11963501","CS","3260","1372 Bayview Dr","GRANDEUR Grandeur","","$1,780,000","$1,725,000","3","3","1","¤2,825","Townhouse","2007","2","","Yes","",""
"501","F10531761","CS","3160","615 Bayshore Dr Unit#105","LA CASCADE LA CASCADE","","$1,778,000","$1,700,000","3","3","1","2,710","Condo","2003","2","","Yes","",""
"501","F10461348","CS","3260","920 Intracoastal Drive Unit#702","AquaBlu AquaBlu","","$1,775,000","$1,650,000","2","2","0","2,136","Condo","2018","2","","Yes","",""
"501","A11561424","CS","3280","85 Hendricks Isle","VICTORIA ISLES Casa Las Olas","","$1,775,000","$1,600,000","3","2","1","¤2,162","Townhouse","1999","2","","Yes","",""
"501","A11496910","CS","3470","613 SW 12th St","CROISSANT PARK RIVER SEC ","","$1,765,000","$1,700,000","4","4","","2,815","Single","2024","2","Yes","Yes","Attached","¤5,208"
"501","F10481347","CS","3170","101 S Fort Lauderdale Beach Blvd Unit#2507","LAS OLAS BEACH CLUB LAS OLAS BEACH CLUB","","$1,755,000","$1,600,000","2","2","0","1,905","Condo","2006","1","","Yes","",""
"501","F10473379","CS","3170","2200 S Ocean Ln Unit#1406","Point of Americas II Point of Americas II","","$1,750,000","$1,695,000","2","2","1","2,071","Condo","1971","1","","Yes","",""
"501","B26025892","CS","3270","616 NE 16th Terrace","VICTORIA PARK ","","$1,750,000","$1,674,000","4","3","0","1,962","Single","1946","1","Yes","No","Ranch, Substantially Remodeled",""
"501","A11899882","CS","3270","734 NE 14th Ave","Victoria Park ","","$1,750,000","$1,645,000","4","4","","¤2,505","Single","2025","2","Yes","No","Attached","¤5,062"
"501","F10479219","CS","3280","161 Isle Of Venice Dr Unit#301","Palms On Venice Palms On Venice","","$1,750,000","$1,710,000","3","3","1","2,128","Condo","2016","2","","Yes","",""
"501","R11037562","CS","3280","1612 SE 2nd Street","COLEE HAMMOCK ","","$1,750,000","$1,600,000","4","3","0","2,186","Single","1928","0","No","No","Garden Apartment","5,663"
"501","F10444304","CS","3280","1616 SE 2ND ST","COLEE HAMMOCK 1-17 B ","","$1,750,000","$1,610,000","3","3","0","2,056","Single","1918","0","Yes","No","","5,750"
"501","R11040294","CS","3370","2201 NE 19th Avenue","MIDDLE RIVER MANOR ","","$1,750,000","$1,660,000","4","3","1","2,400","Single","2023","0","Yes","Yes","Ranch","7,003"
"501","F10537775","CS","3470","620 SW 12th Ave","Riverside Add Amd 1-13 B ","","$1,750,000","$1,750,000","4","4","0","2,714","Single","2022","1","Yes","No","","6,547"
"501","F10533077","CS","3480","921 SW 17th St","Citrus Isles ","","$1,750,000","$1,650,000","6","4","0","3,123","Single","1990","1","No","Yes","","8,101"
"501","A11882612","CS","3270","736 NE 14th Ave","Victoria Park ","","$1,749,000","$1,675,000","4","4","","2,505","Single","2025","2","Yes","No","Attached","¤5,062"
"501","A11769476","CS","3270","1635 E Broward Blvd","VICTORIA PARK CORR AMEN P NA","","$1,749,000","$1,600,000","3","2","2","3,074","Townhouse","2023","2","","No","",""
"501","F10490488","CS","3800","100 E Las Olas Blvd Unit#2604","100 LAS OLAS 100 LAS OLAS","","$1,749,000","$1,600,000","2","3","0","1,867","Condo","2020","2","","Yes","",""
"501","F10477859","CS","3270","540 NE 10th Ave","Halls Add 1-134 D ","","$1,745,000","$1,625,000","4","3","0","2,258","Single","1940","2","Yes","No","","7,800"
"501","F10468654","CS","3600","1108 N RIO VISTA BL","RIO VISTA C J HECTORS RE ","","$1,745,000","$1,525,000","3","3","0","2,582","Single","1974","1","Yes","No","","6,000"
"501","F10546307","CS","3170","2506 Barbara Drive","Harbor Beach Ext 31-13 B ","","$1,738,000","$1,580,000","3","3","1","3,087","Single","1954","0","Yes","No","","13,654"
"501","F10447936","CS","3280","216 SE 10th Ter Unit#216","Venetian Landing Venetian Landing","","$1,729,900","$1,665,000","4","3","1","3,540","Townhouse","2004","2","","Yes","",""
"501","B26014689","CS","3170","1601 Seabreeze Boulevard","HARBOR BEACH ","","$1,725,000","$1,650,000","3","3","0","1,997","Single","1964","2","Yes","No","","14,195"
"501","F10519842","CS","3260","2524 NE 26th Terrace","Coral Ridge Galt Add 27-4 ","","$1,725,000","$1,550,000","4","4","0","3,020","Single","1957","","Yes","No","","10,285"
"501","F10453061","CS","3260","2404 NE 28th Ave","Coral Ridge Galt Add 27-4 ","","$1,725,000","$1,620,000","3","2","0","1,697","Single","1954","1","Yes","Yes","","9,059"
"501","F10529950","CS","3270","459 NE 15th Ave","Las Olas Park Corr 6-12 B ","","$1,725,000","$1,700,000","4","3","1","3,301","Single","1939","2","Yes","No","","12,366"
"501","F10428680","CS","3280","411 N New River Dr Unit#1406","LAS OLAS GRAND LAS OLAS GRAND","","$1,725,000","$1,650,000","3","3","1","2,635","Condo","2005","2","","Yes","",""
"501","F10493331","CS","3370","2626 NE 5th Ter","Sunset Manors Amd 27-26 B ","","$1,725,000","$1,585,000","3","2","0","1,984","Single","2017","2","Yes","No","","10,261"
"501","A11793903","CS","3800","333 Las Olas Way Unit#2209","LAS OLAS RIVER HOUSE COND Las Olas River House","","$1,725,000","$1,600,000","2","2","1","¤2,141","Condo","2004","1","","Yes","",""
"501","F10486231","CS","3260","2416 NE 22nd Ter","North Bal Harbour 45-3 B ","","$1,719,000","$1,665,000","4","3","1","3,343","Single","1959","1","Yes","Yes","","9,154"
"501","F10532723","CS","3160","2212 NE 32nd Avenue","Lauderdale Beach Ext 27-4 ","","$1,700,000","$1,650,000","4","3","0","2,184","Single","1955","1","Yes","No","","8,801"
"501","F10476322","CS","3160","3008 Center Ave","lauderdale Beach ","","$1,700,000","$1,400,000","3","2","0","1,700","Single","1951","0","No","No","",""
"501","F10470977","CS","3160","612 Bayshore Dr Unit#602","The Wave on Bayshore The Wave on Bayshore","","$1,700,000","$1,525,000","3","2","1","2,104","Condo","2020","2","","No","",""
"501","F10512123","CS","3260","2727 NE 20  CT","Fee simple townhome Fee simple townhome","","$1,700,000","$1,620,000","4","4","2","3,736","Townhouse","2006","2","","No","",""
"501","F10556401","CS","3270","509 NE 13 Avenue","Victoria Park ","","$1,700,000","$1,760,000","4","3","1","3,236","Single","2005","2","Yes","No","","6,500"
"501","A11676310","CS","3380","1609 NE 18th Ave","Progresso 2-18 D ","","$1,700,000","$1,680,000","4","3","1","¤2,621","Single","2013","2","Yes","No","Detached","¤6,753"
"501","F10480365","CS","3470","1200 Mango Isle","South New River Isles Sec ","","$1,700,000","$1,658,000","3","2","0","1,728","Single","1954","1","No","Yes","","6,890"
"501","A11955407","CS","3800","333 Las Olas Way Unit#3106","LAS OLAS RIVER HOUSE COND Las Olas River House","","$1,700,000","$1,450,000","2","2","1","¤1,869","Condo","2005","1","","Yes","",""
"501","F10517960","CS","3800","121 Rose Dr","PLACIDENA FIRST UNIT ","","$1,700,000","$1,500,000","3","2","0","3,681","Single","1929","2","No","Yes","","37,406"
"501","F10491446","CS","3260","1849 NE 26th Ave Unit#4","CORAL RIDGE TOWNHOUSE CORAL RIDGE TOWNHOUSE","","$1,699,999","$1,595,000","3","3","1","3,505","Townhouse","2008","2","","No","",""
"501","A12035780","CS","3800","333 Las Olas Way Unit#3503","LAS OLAS RIVER HOUSE COND Las Olas River House","","$1,699,999","$1,600,000","2","2","1","¤1,869","Condo","2004","1","","Yes","",""
"501","A11737667","CS","3170","1800 S Ocean Dr Unit#114","TOWNHOUSES AT HARBOR BEAC Townhouses at Harbor Beac","","$1,699,000","$1,600,000","3","2","1","¤1,750","Townhouse","1979","0","","Yes","",""
"501","F10512039","CS","3280","2612 Alamanda Ct","Idlewyld 1-19 B ","","$1,699,000","$1,650,000","4","3","0","2,306","Single","1940","1","Yes","No","","7,500"
"501","F10505336","CS","3270","220 NE 15th Avenue Unit#220","The Island Enclave The Island Enclave","","$1,698,000","$1,605,000","3","4","0","3,548","Townhouse","2006","2","","No","",""
"501","F10527103","CS","3170","301 N Birch Road Unit#6n","BIRCH POINTE BIRCH POINTE","","$1,695,000","$1,500,000","3","3","1","3,305","Condo","1996","2","No","Yes","","0"
"501","F10516280","CS","3170","1925 SE 25th Ave","HARBOUR HEIGHTS ADD ","","$1,695,000","$1,500,000","4","3","0","2,253","Single","1966","2","Yes","No","","9,641"
"501","F10546282","CS","3260","2464 NE 22nd Terrace","Bal Harbour ","","$1,695,000","$1,425,000","3","2","0","1,554","Single","1961","1","Yes","Yes","","9,377"
"501","F10470353","CS","3260","2540 NE 22nd Ter","North Bal Harbour 45-3 B ","","$1,695,000","$1,550,000","3","2","1","1,956","Single","1959","0","Yes","Yes","","8,908"
"501","A11777801","CS","3270","207 NE 13th Ave Unit#207","STRANAHANS SUB Four Corners Townhouse","","$1,695,000","$1,600,000","4","4","1","¤3,240","Townhouse","2017","2","","No","",""
"501","F10482964","CS","3280","411 N New River Dr Unit#2503","LAS OLAS GRAND LAS OLAS GRAND","","$1,695,000","$1,590,000","2","2","1","2,110","Condo","2005","2","","Yes","",""
"501","F10460370","CS","3280","411 N New River Dr Unit#806","LAS OLAS GRAND LAS OLAS GRAND","","$1,695,000","$1,185,000","3","3","0","2,635","Condo","2005","3","","Yes","",""
"501","F10538676","CS","3370","2131 NE 15th Terrace","EDGEWATER ESTATES ","","$1,695,000","$1,620,000","3","2","0","1,988","Single","1987","2","Yes","Yes","","7,623"
"501","F10420112","CS","3370","2017 NE 24th St","Coral Point 31-27 B ","","$1,695,000","$1,320,000","3","3","0","2,292","Single","2000","2","Yes","Yes","","7,002"
"501","A11550369","CS","3380","1919 NE 21st St","NORTH RIDGE ","","$1,695,000","$1,650,000","3","4","0","¤2,517","Single","1955","2","Yes","Yes","Detached","¤7,364"
"501","R10995847","CS","3600","1113 SE 11th Street","Rio Vista Isles ","","$1,695,000","$1,550,000","3","2","0","1,669","Single","1946","1","Yes","No","Garden Apartment","5,500"
"501","A11641255","CS","3800","100 E Las Olas Blvd Unit#3804","100 Las Olas Condo 100 Las Olas","","$1,695,000","$1,600,000","2","3","0","¤1,867","Condo","2020","1","","Yes","",""
"501","F10496764","CS","3280","324 Riviera Isle Dr","Idlewyld, Riviera Isle ","","$1,694,000","$1,478,000","3","2","1","2,446","Single","1985","0","Yes","No","","5,250"
"501","F10475427","CS","3170","3055 Harbor Dr Unit#603","Harborage Place Harborage Place","","$1,690,000","$1,600,000","3","3","1","3,368","Condo","1998","2","","Yes","",""
"501","A11607863","CS","3270","445 NE 10th Ave","HOLMBERG & MC KEES ","","$1,690,000","$1,653,500","4","3","0","¤2,420","Single","1941","0","Yes","No","Detached","¤8,100"
"501","F10535176","CS","3280","411 N New River Dr Unit#2805","Las Olas Grand Condo Las Olas Grand Condo","","$1,690,000","$1,500,000","2","2","0","1,630","Condo","2005","1","","Yes","",""
"501","R11100326","CS","3600","1116 SE 11th Street","Rio Vista ","","$1,690,000","$1,535,000","3","2","0","1,450","Single","1951","0","Yes","No","","6,250"
"501","A11730294","CS","3270","729 NE 17th Ter","VICTORIA COURTS ","","$1,689,999","$1,635,000","4","4","0","¤2,126","Single","1957","0","No","No","Attached","¤5,577"
"501","F10530698","CS","3170","153 N Seabreeze Blv Unit#S-704","SELENE OCEANFRONT RESIDEN SELENE OCEANFRONT RESIDEN","","$1,689,000","$1,450,000","2","2","1","1,707","Condo","2025","1","","","",""
"501","F10453217","CS","3260","2627 NE 14th St","Coral Ridge 21-50 B ","","$1,685,000","$1,400,000","3","4","0","2,400","Single","1952","0","Yes","No","","15,049"
"501","F10473302","CS","3270","619 NE 13th Ave","VICTORIA PARK ","","$1,685,000","$1,600,000","3","3","2","3,708","Single","1998","0","Yes","No","","6,750"
"501","F10554500","CS","3160","153 N Seabreeze Boulevard Unit#1204","Selene Oceanfront Residenc The Selene Residences","","$1,675,000","$1,625,000","2","2","1","1,707","Condo","2025","1","","No","","0"
"501","F10544430","CS","3170","1530 Seabreeze Boulevard","HARBOR BEACH ","","$1,675,000","$1,635,000","3","2","0","2,106","Single","1952","2","Yes","No","","16,180"
"501","F10496694","CS","3170","2200 S Ocean Ln Unit#1208","Point of Americas II Point of Americas II","","$1,675,000","$1,600,000","2","2","0","2,005","Condo","1971","1","","Yes","",""
"501","F10538433","CS","3260","1624 Middle River Dr","Coral Ridge 21-50 B ","","$1,675,000","$1,530,000","4","3","1","2,552","Single","1949","2","Yes","No","","11,946"
"501","F10499649","CS","3260","2832 NE 22nd St","CORAL RIDGE NORTH ","","$1,675,000","$1,575,000","4","3","1","2,207","Single","1955","2","Yes","No","","10,000"
"501","F10537442","CS","3270","1406 NE 5TH ST","VICTORIA PARK VICTORIA PARK","","$1,675,000","$1,635,000","3","3","1","2,512","Townhouse","2025","1","","No","",""
"501","F10507094","CS","3270","1404 NE 5TH St","VICTORIA PARK VICTORIA PARK","","$1,675,000","$1,650,000","3","3","1","2,512","Townhouse","2025","1","","No","",""
"501","F10526121","CS","3280","161 Isle Of Venice Dr Unit#303","The Palms on Venice The Palms on Venice","","$1,675,000","$1,650,000","3","3","1","2,053","Condo","2017","2","","Yes","",""
"501","F10464090","CS","3280","516 Hendricks Isle Unit#4A","Aria Aria","","$1,675,000","$1,675,000","3","4","1","3,246","Condo","2006","2","","Yes","",""
"501","F10538619","CS","3370","1129 NE 18 Court Unit#1129","Contemporary Middle River Contemporary Middle River","","$1,675,000","$1,675,000","4","3","1","2,704","","2025","2","","Yes","",""
"501","A11373189","CS","3470","605 SW 12th St","CROISSANT PARK RIVER SEC ","","$1,675,000","$1,625,000","4","4","","","Single","2024","2","Yes","Yes","Attached","¤4,743"
"501","F10549267","CS","3600","924 SE 6th Street","Rio Vista C J Hectors Res ","","$1,675,000","$1,600,000","3","2","0","1,950","Single","1957","1","Yes","No","","5,874"
"501","F10542482","CS","3600","33 Port Side Drive Unit#33C","PORTSIDE YACHT CLUB PORTSIDE YACHT CLUB","","$1,669,999","$1,500,000","2","2","1","2,226","Townhouse","1981","1","","Yes","",""
"501","F10472177","CS","3600","1010 N Rio Vista Blvd","Rio Vista ","","$1,669,000","$1,450,000","3","3","0","2,208","Single","1939","0","Yes","No","","6,001"
"501","A11773586","CS","3270","1408 NE 5th St Unit#A","LAS OLAS PARK CORR PLAT Victoria Park","","$1,655,000","$1,570,000","3","3","1","¤2,316","Townhouse","2025","1","","No","",""
"501","R11066418","CS","3112","3030 NE 19th Street","DOLPHIN ISLES; LAUDERDALE ","","$1,650,000","$1,595,000","3","3","0","2,145","Single","1962","2","No","No","","9,344"
"501","F10512091","CS","3160","101 S FORT LAUDERDALE BEACH BLVD Unit#2107","LAS OLAS BEACH CLUB LAS OLAS BEACH CLUB","","$1,650,000","$1,536,179","2","2","0","1,905","Condo","2007","1","","Yes","",""
"501","F10484838","CS","3160","510 N Birch Rd Unit#510","Marbella Townhomes Marbella Townhomes","","$1,650,000","$1,500,000","3","3","1","2,706","Townhouse","2007","2","","No","",""
"501","F10555191","CS","3260","2740 NE 21st Court","CORAL RIDGE GALT 27-4 ","","$1,650,000","$1,400,000","4","2","0","2,162","Single","1955","2","Yes","No","","9,743"
"501","A11746832","CS","3260","2709 NE 15th St","CORAL RIDGE Bayview Town Houses","","$1,650,000","$1,575,000","3","3","1","¤2,856","Townhouse","2005","2","","Yes","",""
"501","F10439317","CS","3260","2525 NE 22nd St","Old Coral Ridge ","","$1,650,000","$1,612,000","4","3","0","1,956","Single","1953","0","Yes","No","","10,003"
"501","F10555712","CS","3270","430 NE 8th Avenue","Holmberg & Mc Kees Sub 1- ","","$1,650,000","$1,630,000","3","3","0","1,968","Single","1940","0","Yes","No","","8,100"
"501","A11988645","CS","3280","347 N New River Dr E Unit#PH2","WATERGARDEN CONDO WaterGarden Condo","","$1,650,000","$1,550,000","2","2","1","¤1,919","Condo","2004","2","","Yes","",""
"501","A11716783","CS","3280","1512 SE 1st St","COLEE HAMMOCK ","","$1,650,000","$1,650,000","5","4","0","¤3,066","Single","2021","2","No","No","Attached","¤3,227"
"501","F10476528","CS","3280","161 Isle Of Venice Dr Unit#204","Palms on Venice Palms on Venice","","$1,650,000","$1,650,000","3","3","1","2,128","Condo","2016","2","","Yes","",""
"501","F10462579","CS","3480","1113 Tangelo Isle","SOUTH NEW RIVER ISLES SEC ","","$1,650,000","$1,500,000","3","3","0","2,044","Single","1957","1","Yes","Yes","","6,890"
"501","F10533939","CS","3600","1414 SE 12th Street Unit#2a","Hemingway Landing Hemingway Landing","","$1,650,000","$1,525,000","3","3","1","2,107","Condo","2009","2","","Yes","","0"
"501","F10455449","CS","3800","100 E Las Olas Blvd Unit#1701","100 E Las Olas 100 E Las Olas","","$1,650,000","$1,625,000","3","2","1","2,395","Condo","2020","2","","No","",""
"501","F10465918","CS","3270","818 NE 2nd Street","8Hundred North 8Hundred North","","$1,649,000","$1,649,000","3","3","1","2,667","Townhouse","2024","2","","No","",""
"501","A11804995","CS","3460","1112 Mandarin Isle","SOUTH NEW RIVER ISLES SEC ","","$1,649,000","$1,570,000","3","2","0","¤1,642","Single","1956","1","Yes","Yes","Attached","¤6,890"
"501","F10361075","CS","3480","619 SW 15th St","The Oaks The Oaks","","$1,649,000","$1,649,000","4","4","1","3,500","Townhouse","2023","2","","No","",""
"501","F10325709","CS","3480","621 SW 15","The Oaks The Oaks","","$1,649,000","$1,625,000","4","4","1","3,500","Townhouse","2023","2","","No","",""
"501","F10439422","CS","3600","26 Portside Dr","PORTSIDE YACHT CLUB PORTSIDE YACHT CLUB","","$1,649,000","$1,350,000","2","2","1","2,226","Townhouse","1981","1","","Yes","",""
"501","F10412583","CS","3170","1700 Marietta Dr","Harbor Beach Ext 31-13 B ","","$1,640,000","$1,640,000","3","2","0","2,070","Single","1956","2","Yes","Yes","","13,922"
"501","F10502482","CS","3270","808 NE 2nd Street Unit#808","8Hundred North 8Hundred North","","$1,629,000","$1,600,000","3","3","1","2,639","Townhouse","2024","2","","No","",""
"501","A11869881","CS","3270","810 NE 17th ter","Victoria Park Victoria Park","","$1,625,000","$1,600,000","3","3","1","¤2,484","Townhouse","2025","1","","No","",""
"501","A11855333","CS","3270","808 NE 17th Ter","PROGRESSO Victoria Park","","$1,625,000","$1,600,000","3","3","1","¤2,484","Townhouse","2025","1","","No","",""
"501","B26008705","CS","","1520 SE 1st Street","COLEE HAMMOCK ","","$1,600,000","$1,300,000","3","3","0","2,048","Single","1941","","No","No","Substantially Remodeled","6,750"
"501","F10503192","CS","3260","2601 NE 27th Terrace","Coral Ridge Galt Add 1 ","","$1,600,000","$1,500,000","3","3","0","3,122","Single","1960","2","Yes","No","","11,469"
"501","A11501421","CS","3270","400 NE 11th Ave","VICTORIA PARK ","","$1,600,000","$1,400,000","5","4","1","¤2,612","Single","2007","2","Yes","No","Detached","¤7,800"
"501","F10494966","CS","3280","19 Hendricks Isle Unit#101","Reflections of Las Olas Reflections of Las Olas","","$1,600,000","$1,500,000","3","3","1","2,420","Townhouse","2000","2","","Yes","",""
"501","A11563405","CS","3280","2601 Acacia Ct","IDLEWYLD ","","$1,600,000","$1,500,000","3","2","","¤2,159","Single","1924","2","No","No","Detached","¤9,000"
"501","F10447714","CS","3380","1122 NE 13 Ave","1120 townHOMES 1120 townHOMES","","$1,600,000","$1,475,000","4","4","0","2,850","Townhouse","2024","2","","No","",""
"501","A11926737","CS","3600","1212 Cordova Rd","LAUDERDALE HARBORS ","","$1,600,000","$1,730,000","2","2","0","¤1,591","Single","1952","0","No","Yes","Attached","¤9,088"
"501","F10487881","CS","3280","115 SE 17th Ave","Colee Hammock ","","$1,599,900","$1,455,000","3","2","1","2,107","Single","1941","0","Yes","No","","6,000"
"501","F10526415","CS","3600","1022 SE 12th Way","Rio Vista Isles ","","$1,599,900","$1,500,000","3","2","0","2,590","Single","1945","1","No","No","","9,375"
"501","F10473156","CS","3160","2845 NE 9th St Unit#1003","LE CLUB LE CLUB","","$1,599,000","$1,450,000","3","3","1","2,630","Condo","2002","2","","Yes","",""
"501","B26037284","CS","3260","1705 NE 26th Avenue","CORAL RIDGE ","","$1,599,000","$1,450,000","3","2","0","2,069","Single","1951","2","Yes","No","Ranch","12,000"
"501","A11921511","CS","3260","936 Intracoastal Dr Unit#PH4","CORINTHIAN ON THE INTRACO Corinthian","","$1,599,000","$1,376,000","2","2","1","¤3,305","Condo","1974","2","","Yes","",""
"501","F10450984","CS","3260","1421 Coral Ridge Dr","Coral Ridge 21-50 B ","","$1,599,000","$1,515,000","4","2","0","2,492","Single","1947","0","Yes","No","","11,821"
