"","MLS # Link","St","Area","Address","Subdivision/Complex","","List Price","Sale Price","#Beds","#FBaths","#HBaths","SqFt LA","Type of Property","Year Built","#Garage Spaces","Pool YN","Waterfront Property (Y/N)","Design","Lot SqFt"
"1","F10483772","C","3280","347 N New River Dr Unit#PH 7","WATERGARDEN WATERGARDEN","","$2,590,000","","3","2","1","1,880","Condo","2004","3","","Yes","",""
"1","F10539885","C","3160","151 N Seabreeze Boulevard Unit#1803-E","Selene Selene","","$2,575,000","","2","3","0","1,680","Condo","2025","1","","Yes","",""
"1","A11752662","C","3260","1823 NE 26th Ave","LIVERMORE ESTATES THE VILLAS AT CORAL RIDGE","","$2,575,000","","4","4","0","","Townhouse","2025","1","","No","",""
"1","A11709534","C","3260","1823 NE 26th Ave Unit#B","LIVERMORE ESTATES THE VILLAS AT CORAL RIDGE","","$2,575,000","","4","4","1","","Townhouse","2025","1","","No","",""
"1","A11590411","C","3260","1823 NE 26th Ave Unit#B","LIVERMORE ESTATES THE VILLAS AT CORAL RIDGE","","$2,575,000","","4","4","1","¤3,984","Townhouse","2025","2","","No","",""
"1","A11822848","C","3380","1700 NE 18th St","PROGRESSO ","","$2,575,000","","5","4","0","","Single","2025","2","Yes","No","Attached","¤7,505"
"1","F10432887","C","3260","2516 NE 26th Ave","Coral Ridge Galt Add 27-4 ","","$2,570,000","","3","3","1","3,011","Single","1953","2","Yes","No","","10,334"
"1","A11807979","C","3170","101 S Fort Lauderdale Beach Blvd Unit#1001","LAS OLAS BEACH CLUB CONDO Las Olas Beach Club","","$2,550,000","","3","4","0","¤2,950","Condo","2007","2","","Yes","",""
"1","A11457663","C","3800","333 Las Olas Way Unit#3706","LAS OLAS RIVER HOUSE COND Las Olas River House","","$2,550,000","","3","3","1","¤3,189","Condo","2004","1","","Yes","",""
"1","A11732528","C","3600","501 SE 6th Avenue Unit#208","Sixth & Rio Sixth & Rio","","$2,515,000","","3","3","","¤2,076","Condo","2026","2","","Yes","",""
"1","F10477045","C","3370","208 NE 23rd Street","Wilton Manors ","","$2,500,000","","3","3","1","2,704","Single","2025","2","Yes","No","","9,372"
"1","F10476094","C","3370","317 NE 21st St","WILTON RESIDENTIAL ","","$2,500,000","","4","3","0","2,796","Single","2025","2","Yes","No","","9,373"
"1","F10451817","C","3170","1627 Seabreeze Blvd","Harbor Beach ","","$2,495,000","","4","3","0","2,540","Single","1953","1","Yes","No","","13,636"
"1","A11774445","C","3260","1825 NE 26th Ave Unit#C","LIVERMORE ESTATES THE VILLAS AT CORAL RIDGE","","$2,495,000","","4","4","1","¤3,486","Townhouse","2025","1","","No","",""
"1","A11759447","C","3260","1823 NE 26th Ave","LIVERMORE ESTATES ","","$2,495,000","","4","4","1","","Single","2025","1","Yes","No","Attached","4,500"
"1","F10489774","C","3260","1514 Middle River Dr","Coral Ridge 21-50 B ","","$2,495,000","","3","3","0","2,704","Single","1952","2","Yes","No","","11,821"
"1","F10479577","C","3260","2516 NE 26th Ave","Coral Ridge Galt Add 27-4 ","","$2,495,000","","3","3","1","3,011","Single","1953","2","Yes","No","","10,334"
"1","A11690252","C","3260","1825 NE 26th Ave Unit#C","LIVERMORE ESTATES THE VILLAS AT CORAL RIDGE","","$2,495,000","","4","4","1","","Townhouse","2025","1","","No","",""
"1","F10448117","C","3270","1418 NE 6th St Unit#1418","VICTORIA PARK VICTORIA PARK","","$2,495,000","","3","2","2","3,369","Townhouse","2024","1","","No","",""
"1","F10448096","C","3270","1416 NE 6th St Unit#1416","VICTORIA PARK VICTORIA PARK","","$2,495,000","","3","2","2","3,369","Townhouse","2024","1","","No","",""
"1","F10457555","C","3470","931 SW 8th St","Tarpon River ","","$2,495,000","","4","4","0","3,733","Single","2024","2","Yes","No","","6,549"
"1","F10478723","C","3700","505 NE 2nd Street Unit#43B","Viceroy Viceroy","","$2,495,000","","3","3","1","1,579","Condo","2029","1","","No","",""
"1","F10478711","C","3700","505 NE 2nd Street Unit#41C","Viceroy Viceroy","","$2,495,000","","3","3","0","1,582","Condo","2029","1","","No","",""
"1","F10431883","C","3800","333 Las Olas Way Unit#1610","LAS OLAS RIVERHOUSE LAS OLAS RIVERHOUSE","","$2,495,000","","3","3","1","3,239","Condo","2004","1","","Yes","",""
"1","F10339171","C","3800","350 SE 2nd St Unit#GPH-90","350 Las Olas Place 350 Las Olas Place","","$2,495,000","","3","2","1","3,280","Condo","2005","2","","No","",""
"1","F10535301","C","3270","600 N Victoria Terrace","Victoria Park Re-Amended ","","$2,490,000","","3","3","0","3,004","Single","1979","2","Yes","Yes","","7,174"
"1","A11957266","C","3240","1700 NE 18th St","PROGRESSO ","","$2,475,000","","5","4","","3,540","Single","2026","2","Yes","No","Attached","¤7,505"
"1","F10450212","C","3260","920 Intracoastal Drive Unit#801","AquaBlu AquaBlu","","$2,475,000","","3","3","1","3,196","Condo","2018","2","","Yes","",""
"1","F10496974","C","3170","2008 Admirals Way","Harbour Inlet ","","$2,450,000","","3","2","1","1,944","Single","1955","2","Yes","No","","9,375"
"1","R11048713","C","3800","333 Las Olas Way Unit#1210","LAS OLAS RIVER HOUSE COND ","","$2,450,000","","3","3","1","3,470","Condo","2004","1","No","Yes","",""
"1","F10454868","C","3280","41 Isle of Venice dr. Unit#402","Aquamar Las Olas Aquamar Las Olas","","$2,449,000","","3","3","0","2,531","Condo","2017","2","","Yes","",""
"1","F10430644","C","3800","333 Las Olas Way Unit#3803","Las Olas RiverHouse Las Olas RiverHouse","","$2,449,000","","3","3","1","3,189","Condo","2004","1","","Yes","",""
"1","F10467114","C","3160","3321 NE 16th Ct","LAS OLAS BY THE SEA EXT ","","$2,424,999","","3","2","0","1,896","Single","1954","0","Yes","No","","6,236"
"1","F10514252","C","3600","17 Port Side Dr Unit#17A","PORTSIDE YACHT CLUB PORTSIDE YACHT CLUB","","$2,400,000","","3","3","0","2,813","Townhouse","1981","2","","Yes","",""
"1","F10446858","C","3800","100 E Las Olas Blvd Unit#3303","100 Las Olas Condo 100 Las Olas Condo","","$2,400,000","","3","3","1","2,658","Condo","2020","2","","No","",""
"1","F10421538","C","3160","527 Orton Avenue Unit#603 C","The Terraces The Terraces","","$2,399,000","","3","3","0","2,027","Condo","2025","2","","No","",""
"1","A11497397","C","3170","701 N Fort Lauderdale Beach Boulevard Unit#405","PARAMOUNT FT LAUDERDALE C Paramount","","$2,399,000","","3","3","1","¤2,419","Condo","2017","2","","Yes","",""
"1","F10460198","C","3280","521 E Las Olas Blvd Unit#2004","ANDARE ANDARE","","$2,398,400","","3","3","1","2,182","Condo","2026","2","","No","",""
"1","F10495662","C","3170","701 N Fort Lauderdale Beach Blvd Unit#1704","Paramount Paramount","","$2,395,000","","2","2","1","1,910","Condo","2018","2","","Yes","",""
"1","F10415087","C","3260","920 Intracoastal Dr Unit#603","AQUABLU AQUABLU","","$2,395,000","","3","3","1","3,258","Condo","2018","2","","Yes","",""
"1","F10468858","C","3270","1416 NE 6th St Unit#1416","VICTORIA PARK VICTORIA PARK","","$2,395,000","","3","2","2","3,369","Townhouse","2024","1","","No","",""
"1","F10468867","C","3270","1418 NE 6th St Unit#1418","VICTORIA PARK VICTORIA PARK","","$2,395,000","","3","2","2","3,369","Townhouse","2024","1","","No","",""
"1","F10470046","C","3370","208 NE 23rd Street","Wilton Manors ","","$2,395,000","","3","3","1","2,704","Single","2025","2","Yes","No","","9,372"
"1","A11787963","C","3380","1733 NE 16th Ter","PROGRESSO ","","$2,395,000","","4","3","0","¤2,554","Single","2025","2","Yes","No","Detached","¤6,751"
"1","A11885861","C","3170","1236 E Lake Dr","HARBOR BEACH ","","$2,390,000","","4","2","1","¤2,400","Single","1960","1","No","No","Detached","¤13,050"
"1","F10520896","C","3170","209 N Birch Rd Unit#1002","ALhambra Place ALhambra Place","","$2,390,000","","3","4","1","3,910","Condo","2001","2","","Yes","",""
"1","F10478036","C","3280","220 Hendricks Isle","Victoria Isles Victoria Isles","","$2,375,000","","3","3","1","3,127","Townhouse","2009","2","","Yes","",""
"1","A11761369","C","3160","2800 E Sunrise Blvd Unit#PHG","SUNRISE EAST CONDO SUNRISE EAST CONDO","","$2,360,000","","3","3","1","","Condo","1969","2","","Yes","",""
"1","F10419982","C","3160","2505 Center Ave","Lauderdale Beach 4-2 B ","","$2,350,000","","4","4","0","2,731","Single","1950","0","Yes","No","","5,583"
"1","F10486917","C","3700","505 NE 2nd Street Unit#30C","Viceroy Fort Lauderdale Viceroy Fort Lauderdale","","$2,350,000","","3","3","0","1,582","Condo","2029","2","","No","",""
"1","F10468162","C","3800","333 LAS OLAS WAY Unit#310","LAS OLAS RIVER HOUSE LAS OLAS RIVER HOUSE","","$2,350,000","","3","2","1","3,223","Condo","2004","2","","Yes","",""
"1","F10405131","C","3800","333 Las Olas Way Unit#910","Las Olas River House Las Olas River House","","$2,350,000","","3","3","1","3,470","Condo","2004","1","","Yes","",""
"1","F10502693","C","3270","1621 E Broward Blvd Unit#A","VICTORIA PARK VICTORIA PARK","","$2,349,000","","4","4","1","3,227","Townhouse","2025","1","","No","",""
"1","F10475309","C","3270","1621 E Broward Blvd Unit#A","VICTORIA PARK VICTORIA PARK","","$2,349,000","","4","4","1","3,227","Townhouse","2025","1","","No","",""
"1","F10533412","C","3470","1260 SW 14th Ave","SOUTH FORK ESTATES ","","$2,345,000","","3","2","0","2,236","Single","1962","2","No","Yes","","13,459"
"1","A11767690","C","3160","530 N Birch Road Unit#702","Bungalow East Bungalow East","","$2,324,000","","3","3","","¤2,105","Condo","2027","2","","No","",""
"1","A11749744","C","3160","3301 NE 17th Ct","LAS OLAS BY THE SEA EXT ","","$2,300,000","","0","0","","","Single","2025","0","No","Yes","Detached","¤8,518"
"1","F10452612","C","3160","551 N Fort Lauderdale Beach Blvd Unit#R1902","551 FLB Condominium Hotel 551 FLB Condominium Hotel","","$2,300,000","","3","3","1","1,590","Condo","2009","2","","Yes","",""
"1","F10472206","C","3280","301 Hendricks Isle Unit#PENTHOUSE 7","PLACE DES ARTS PLACE DES ARTS","","$2,300,000","","4","4","1","4,445","Condo","2005","1","","Yes","",""
"1","A11725057","C","3524","1807 NE 18th St","NORTH RIDGE ","","$2,300,000","","4","4","1","¤3,424","Single","2023","2","Yes","No","Detached","¤6,627"
"1","A11634444","C","3600","709 SE 7th St","RIO VISTA C J HECTORS RES ","","$2,299,000","","4","4","0","2,603","Single","1951","0","Yes","No","Detached","¤9,225"
"1","R11157340","C","3160","2724 N Ocean Boulevard","LAUDERDALE BEACH ","","$2,295,000","","4","4","1","2,554","Single","1981","0","Yes","No","","4,136"
"1","F10517807","C","3160","2412 N Ocean Boulevard","LAUDERDALE BEACH ","","$2,295,000","","4","4","0","2,514","Single","1944","0","No","No","","9,564"
"1","F10528041","C","3170","701 N Fort Lauderdale Beach Boulevard Unit#1603","Paramount Paramount","","$2,295,000","","2","2","1","1,910","Condo","2017","2","","Yes","",""
"1","A11869176","C","3260","1825 NE 26th Ave","LIVERMORE ESTATES ","","$2,295,000","","4","4","1","¤3,041","Single","2025","1","Yes","No","Attached","¤4,582"
"1","F10503716","C","3270","1621 E Broward Blvd Unit#B","VICTORIA PARK VICTORIA PARK","","$2,295,000","","4","4","1","3,227","Townhouse","2025","1","","No","",""
"1","F10475525","C","3270","1621 E Broward Blvd Unit#B","VICTORIA PARK VICTORIA PARK","","$2,295,000","","4","4","1","3,227","Townhouse","2025","1","","No","",""
"1","F10438459","C","3280","411 N New River Dr Unit#2306","LAS OLAS GRAND LAS OLAS GRAND","","$2,295,000","","3","3","1","2,635","Condo","2005","2","","Yes","",""
"1","F10413064","C","3280","9 SE 11th Ave","The Beverly Las Olas The Beverly Las Olas","","$2,295,000","","3","3","1","3,280","Townhouse","2023","2","","No","",""
"1","A11624597","C","3160","3304 NE 15th Ct","LAS OLAS BY THE SEA EXT ","","$2,290,000","","3","2","0","¤1,954","Single","1992","0","Yes","Yes","Attached","¤6,213"
"1","F10548373","C","3260","2614 NE 15th Street","Coral Ridge 21-50 B ","","$2,290,000","","5","4","0","2,614","Single","1950","0","Yes","No","","21,651"
"1","B26018924","C","3380","1720 NE 17th Avenue","PROGRESSO ","","$2,275,700","","3","3","0","2,380","Single","1951","","Yes","No","Substantially Remodeled","8,508"
"1","A11818502","C","3800","333 Las Olas Way Unit#3902","LAS OLAS RIVER HOUSE COND LAS OLAS RIVER HOUSE","","$2,275,000","","3","3","1","¤2,726","Condo","2004","1","","Yes","",""
"1","F10456684","C","3170","1627 Seabreeze Blvd","Harbor Beach ","","$2,250,000","","4","3","0","2,540","Single","1953","1","Yes","No","","13,636"
"1","A11899512","C","3260","1180 N Federal Hwy Unit#1102","RIVA CONDOMINIUM RIVA CONDOMINIUM","","$2,250,000","","3","3","1","¤2,251","Condo","2018","2","","Yes","",""
"1","F10477595","C","3270","1416 NE 6th St Unit#1416","VICTORIA PARK VICTORIA PARK","","$2,250,000","","3","2","2","3,369","Townhouse","2024","1","","No","",""
"1","F10459018","C","3280","324 Riviera Isle Drive","Riviera Isles ","","$2,250,000","","3","2","1","2,524","Single","1985","0","Yes","No","",""
"1","F10453392","C","3280","359 Poinciana Dr","Idlewyld 1-19 B ","","$2,250,000","","3","3","1","2,344","Single","1978","0","Yes","No","","8,625"
"1","F10403137","C","3260","1180 N Federal Hwy Unit#1008","RIVA RIVA","","$2,249,000","","3","3","1","2,251","Condo","2018","3","","Yes","",""
"1","F10433176","C","3280","5 SE 11 Ave Unit#5","The Beverly The Beverly","","$2,249,000","","3","3","1","3,246","Townhouse","2023","2","","No","",""
"1","A11663004","C","3370","2112 NE 17th Ave","MIDDLE RIVER MANOR ADD ","","$2,249,000","","4","4","","¤2,984","Single","2016","0","Yes","Yes","Attached","¤6,953"
"501","F10475344","C","3280","11 SE 11th Ave","The Beverly Las Olas The Beverly Las Olas","","$2,245,000","","3","3","1","3,280","Townhouse","2024","2","","No","",""
"501","F10495320","C","3270","1180 N Federal Hwy Unit#804","RIVA RIVA","","$2,235,000","","3","3","1","2,418","Condo","2018","2","","Yes","",""
"501","F10484883","C","3470","1304 Orange Isle","Mrs E F Marshalls Sub Rev ","","$2,225,000","","4","3","0","2,422","Single","1960","1","Yes","Yes","","9,675"
"501","F10534826","C","3160","153 N Seabreeze Blvd Unit#1405-S","Selene Selene","","$2,200,000","","2","3","0","1,858","Condo","2025","2","","Yes","",""
"501","F10517685","C","3160","505 N Fort Lauderdale Bch Boulevard Unit#2500","Q Club Resort & Residence Q Club Resort & Residence","","$2,200,000","","3","3","1","2,740","Condo","2006","0","","Yes","",""
"501","F10507541","C","3160","2901 NE 9th Court Unit#4F","Sereno Fort Lauderdale Sereno Fort Lauderdale","","$2,200,000","","3","3","1","1,790","Condo","2028","2","","No","",""
"501","F10489587","C","3170","1900 Admirals Way","Harbour Heights Add 35-21 ","","$2,200,000","","4","3","0","2,681","Single","1955","2","Yes","No","","9,375"
"501","A11854212","C","3221","2901 NE 9th Ct Unit#4F","Sereno Fort Lauderdale Sereno Fort Lauderdale","","$2,200,000","","2","2","","","Condo","2028","2","","No","",""
"501","F10477639","C","3260","2440 NE 25th Pl","Coral Ridge Galt Add 27-4 ","","$2,200,000","","4","2","0","2,660","Single","1970","2","Yes","Yes","","13,085"
"501","A11910100","C","3470","809 SW 12th Ave","RIVERSIDE ADD AMEN PLAT ","","$2,200,000","","5","3","1","¤3,347","Single","2025","2","Yes","No","Detached","¤6,459"
"501","R11028054","C","3600","1507 SE 15th Street Unit#302","HARBORS EDGE CONDO ","","$2,200,000","","2","3","0","2,372","Condo","2022","2","No","Yes","",""
"501","F10449119","C","3600","805 SE 10th St","RIO VISTA ISLES ","","$2,200,000","","3","3","1","2,408","Single","1980","2","No","No","","9,375"
"501","F10426151","C","3160","3316 NE 18th St","Las Olas By The Sea Ext 7 ","","$2,199,000","","3","3","0","1,630","Single","1935","0","Yes","No","","6,236"
"501","F10471188","C","3600","1340 Cordova Rd","Lauderdale Harbors ","","$2,199,000","","3","2","0","1,816","Single","1951","0","No","Yes","","9,767"
"501","F10451983","C","3600","1340 Cordova Rd","Lauderdale Harbors ","","$2,199,000","","3","2","0","1,816","Single","1951","0","No","Yes","","9,767"
"501","F10467885","C","3170","2612 Grace Dr","Harbor Beach Extension ","","$2,195,000","","2","3","0","1,823","Single","1953","2","No","Yes","","9,600"
"501","F10511690","C","3260","2524 NE 26th Ter","Coral Ridge Galt Add 27-4 ","","$2,195,000","","4","4","0","3,020","Single","1957","0","Yes","No","","10,285"
"501","F10490679","C","3280","301 Isle Of Capri Dr Unit#301","N/A N/A","","$2,195,000","","5","4","1","2,684","Townhouse","1988","1","","Yes","",""
"501","F10461147","C","3470","1336 SW 10th Street","Valentines Sub B-29 D ","","$2,195,000","","3","2","0","1,790","Single","1972","1","Yes","Yes","","9,214"
"501","F10492900","C","3600","1507 SE 15th Street Unit#302","Harbors Edge Condo Harbors Edge Condo","","$2,195,000","","2","3","0","2,372","Condo","2022","2","","Yes","",""
"501","F10459111","C","3800","100 E Las Olas Blvd Unit#3403","100 Las Olas 100 Las Olas","","$2,195,000","","3","3","1","2,658","Condo","2020","2","","No","",""
"501","R10982408","C","3800","100 E Las Olas Boulevard Unit#3301","100 LAS OLAS ","","$2,195,000","","3","2","1","2,395","Condo","2020","2","No","Yes","",""
"501","F10450777","C","3600","1001 SE 5th Ct","Rio Vista C J Hectors Res ","","$2,175,000","","3","3","0","2,654","Single","1973","0","Yes","No","","9,001"
"501","F10481210","C","3270","809 NE 16th Avenue Unit#5","Victoria Park Townhomes Victoria Park Townhomes","","$2,160,000","","4","4","2","2,626","Townhouse","2026","2","","No","",""
"501","F10527143","C","3280","1205 SE 1st St","Colee Hammock Colee Hammock","","$2,149,000","","3","3","1","2,786","Townhouse","2020","2","","No","",""
"501","F10424468","C","3260","1849 Middle River Dr Unit#201","Marina Del Rio Residences Marina Del Rio Residences","","$2,115,000","","3","3","0","2,223","Condo","2024","2","","Yes","",""
"501","F10433946","C","3800","521 E Las olas blvd Unit#1504","ANDARE ANDARE","","$2,110,700","","3","3","1","2,182","Condo","2026","2","","No","",""
"501","F10544140","C","3170","701 N Fort Lauderdale Beach Boulevard Unit#704","Paramount Fort Lauderdale Paramount Fort Lauderdale","","$2,100,000","","2","2","1","1,910","Condo","2017","2","","Yes","",""
"501","F10495309","C","3260","2711 NE 20th St","Coral Ridge North Add 24- ","","$2,100,000","","4","3","0","2,561","Single","2014","2","Yes","No","","10,001"
"501","F10429924","C","3260","2711 NE 20th St","Coral Ridge North Add 24- ","","$2,100,000","","4","3","0","2,561","Single","2014","2","Yes","No","","10,001"
"501","A11916253","C","3270","707 NE 7th Ave Unit#1-2","PROGRESSO THE SANCTUARY","","$2,100,000","","4","3","1","¤3,111","Townhouse","2025","1","","No","",""
"501","F10473445","C","3270","1504 NE 6th Ct","Victoria Park ","","$2,100,000","","4","4","1","3,302","Single","2025","2","Yes","No","",""
"501","A11768529","C","3370","2131 NE 15th Ter","EDGEWATER ESTATES ","","$2,100,000","","3","2","0","¤1,988","Single","1958","2","Yes","Yes","Detached","¤7,623"
"501","A11796455","C","3280","429 Hendricks Isle","VICTORIA ISLES Victoria Isles","","$2,095,000","","3","3","1","¤2,457","Townhouse","2004","1","","Yes","",""
"501","A11796196","C","3280","429 Hendricks Isle","VICTORIA ISLES ","","$2,095,000","","3","3","0","¤2,457","Single","2004","1","No","Yes","Attached","¤2,022"
"501","F10475343","C","3280","9 SE 11th Ave","The Beverly Las Olas The Beverly Las Olas","","$2,095,000","","3","3","1","3,257","Townhouse","2024","2","","No","",""
"501","B26012368","C","3160","701 N Fort Lauderdale Beach Boulevard Unit#1104","Paramount ","","$2,065,000","","2","2","1","1,750","Condo","2017","2","No","Yes","","0"
"501","A11933908","C","3160","3030 N Ocean Blvd Unit#S101","30 THIRTY NORTH OCEAN CON 30-Thirty N. Ocean","","$2,050,000","","3","3","1","¤2,119","Condo","2021","2","","No","",""
"501","A11464491","C","3270","1639 E E Broward","VICTORIA PARK CORR AMEND ","","$2,050,000","","3","2","1","3,074","Single","2023","2","Yes","No","Attached",""
"501","A11319453","C","3270","1639 E Broward Blvd","VICTORIA PARK CORR AMEND NO NAME","","$2,050,000","","3","2","1","3,074","Townhouse","2023","2","","No","",""
"501","A11817360","C","3160","2901 NE 9th Court Unit#7D","Sereno Fort Lauderdale Sereno Fort Lauderdale","","$2,030,000","","3","2","","","Condo","2028","2","","No","",""
"501","F10511398","C","3160","2026 NE 32nd Ave","Lauderdale Beach Ext 27-4 ","","$2,000,000","","5","5","0","3,152","Single","1986","2","Yes","No","","8,250"
"501","A11787368","C","3170","701 N Fort Lauderdale Beach Boulevard Unit#405","PARAMOUNT FT LAUDERDALE C Paramount","","$2,000,000","","3","3","1","¤2,419","Condo","2017","2","","Yes","",""
"501","F10531813","C","3280","301 Hendricks Isle Unit#7","PLACE DES ARTS PLACE DES ARTS","","$2,000,000","","4","4","1","4,445","Condo","2005","1","","Yes","",""
"501","F10525278","C","3160","2026 NE 32nd Ave","Lauderdale Beach Ext 27-4 ","","$1,999,999","","4","4","0","3,152","Single","1986","2","Yes","No","","8,250"
"501","F10459229","C","3160","209 N Fort Lauderdale Beach Blvd Unit#5C","THE SEASONS THE SEASONS","","$1,999,999","","2","2","0","1,310","Condo","1981","1","","Yes","",""
"501","F10456559","C","3170","2112 Manatee Dr","HARBOUR HEIGHTS ","","$1,999,999","","4","3","0","2,511","Single","1957","0","Yes","No","","8,500"
"501","F10532174","C","3270","500 N Victoria Park Road","VICTORIA PARK CORR AMEN P ","","$1,999,999","","5","3","1","2,944","Single","1939","0","Yes","No","","11,453"
"501","R11032644","C","3370","325 NE 21st Court","Petite ","","$1,999,999","","4","4","0","2,618","Single","1956","0","Yes","No","","9,372"
"501","A12018736","C","3600","18 Port Side Dr Unit#19C","PORTSIDE YACHT CLUB CONDO PORTSIDE YACHT CLUB","","$1,999,999","","4","3","1","¤2,813","Townhouse","1981","2","","Yes","",""
"501","F10537661","C","3380","1401 NE 16th Ave","Poinsettia Heights ","","$1,999,900","","3","2","1","2,419","Single","2025","2","Yes","No","","6,302"
"501","F10511867","C","3280","45 Hendricks Isle Unit#301","Hendricks Isle Hendricks Isle","","$1,999,000","","3","3","1","2,700","Condo","2007","2","","Yes","",""
"501","A11904804","C","3370","2801 Coral Shores Dr","CORAL SHORES AMEND PLAT ","","$1,999,000","","4","3","1","¤2,307","Single","1957","2","Yes","Yes","Detached","¤10,490"
"501","F10431861","C","3370","2140 NE 24th St","Coral Point 31-27 B ","","$1,999,000","","2","2","1","2,127","Single","1956","1","Yes","Yes","","8,280"
"501","A11689428","C","3160","2100 N Ocean Blvd Unit#18D","PALMS TOWER ONE CONDO THE PALMS","","$1,995,000","","3","2","1","¤2,172","Condo","1999","1","","Yes","",""
"501","F10476459","C","3170","701 N Fort Lauderdale Beach Boulevard Unit#TH1","Paramount Residences Paramount Residences","","$1,995,000","","3","4","1","2,470","Condo","2017","2","","Yes","",""
"501","F10409543","C","3280","700 Poinciana Dr","Idlewyld 1-19 B ","","$1,995,000","","3","3","0","1,920","Single","1938","0","Yes","No","","7,500"
"501","A11880601","C","3480","1998 SW 16th Ct","Shady Banks ","","$1,995,000","","4","4","1","¤2,716","Single","1972","2","Yes","Yes","Detached","¤6,547"
"501","F10437908","C","3480","1998 SW 16th Ct","Shady Banks ","","$1,995,000","","4","4","1","2,870","Single","1972","2","Yes","Yes","","6,547"
"501","A11412963","C","3480","843 SW 14th Ct Unit#843","EIGHT AT CROISSANT PARK EIGHT AT CROISSANT PARK","","$1,995,000","","4","3","1","¤2,400","Townhouse","2024","2","","No","",""
"501","A11412952","C","3480","847 SW 14th Ct Unit#847","EIGHT AT CROISSANT PARK EIGHT AT CROISSANT PARK","","$1,995,000","","4","3","1","¤2,500","Townhouse","2024","2","","No","",""
"501","A11412948","C","3480","849 SW 14th Ct Unit#849","EIGHT AT CROISSANT PARK EIGHT AT CROISSANT PARK","","$1,995,000","","5","3","1","¤2,600","Townhouse","2024","2","","No","",""
"501","F10449079","C","3600","1111 Ponce De Leon Dr","Rio Vista Isles ","","$1,995,000","","2","2","0","1,590","Single","1953","2","No","Yes","","8,304"
"501","R11033146","C","3800","100 E Las Olas Boulevard Unit#3301","100 Las Olas ","","$1,995,000","","3","2","1","2,395","Condo","2020","2","No","Yes","","0"
"501","A11738474","C","3260","2600 Yacht Club Blvd","CORAL RIDGE SOUTH ADD ","","$1,989,999","","4","3","1","¤2,462","Single","1953","0","Yes","No","Attached","¤10,004"
"501","A11806966","C","3170","1635 Seabreeze Blvd","HARBOR BEACH ","","$1,980,000","","3","2","0","¤1,584","Single","1953","2","Yes","No","Detached","¤13,639"
"501","F10517614","C","3260","2317 NE 12th St","Beach Way Heights ","","$1,975,000","","4","3","0","2,571","Single","1950","1","Yes","No","","11,819"
"501","F10518826","C","3160","715 Bayshore Dr Unit#1004","La Rive La Rive","","$1,959,000","","3","3","1","2,992","Condo","2004","2","","Yes","",""
"501","F10507751","C","3160","2901 NE 9th court Unit#9B","Sereno Fort Lauderdale Sereno Fort Lauderdale","","$1,950,000","","2","2","0","1,585","Condo","2028","2","","No","",""
"501","A11788263","C","3160","2110 N Ocean Blvd Unit#24D","PALMS TOWER TWO CONDO The Palms","","$1,950,000","","3","3","1","¤2,130","Condo","2001","1","","Yes","",""
"501","A11854172","C","3221","2901 NE 9th Ct Unit#9B","Sereno Sereno Fort Lauderdale","","$1,950,000","","2","2","","","Condo","2028","2","","No","",""
"501","A11929055","C","3280","17 SE 12th Ave","BEVERLY HEIGHTS na","","$1,950,000","","4","4","1","2,509","Townhouse","2025","1","","No","",""
"501","F10514885","C","3370","1520 NE 1st Avenue","Progresso 2-18 D ","","$1,950,000","","4","3","1","2,324","Single","2025","2","Yes","No","","6,754"
"501","F10555658","C","3800","333 Las Olas Way Unit#910","Las Olas River House Las Olas River House","","$1,950,000","","3","3","1","3,470","Condo","2004","1","","Yes","","0"
"501","F10539986","C","3280","30 Isle Of Venice Drive Unit#403","Aqualuna Aqualuna","","$1,945,000","","3","2","0","2,590","Condo","2016","2","","Yes","",""
"501","A11784186","C","3260","2431 NE 18th St","LIVERMORE ESTATES Coral Ridge Villas","","$1,900,000","","4","3","1","¤2,557","Townhouse","2024","2","","No","",""
"501","A11897637","C","3700","1516 SE 1st St","COLEE HAMMOCK ","","$1,900,000","","5","4","0","¤3,066","Single","2020","2","No","No","Attached","¤3,522"
"501","F10490013","C","3800","333 Las Olas Way Unit#1210","LAS OLAS RIVER HOUSE LAS OLAS RIVER HOUSE","","$1,900,000","","3","3","1","3,239","Condo","2004","1","","Yes","",""
"501","A11646854","C","3260","1735 NE 23rd Ave","BAL HARBOUR ","","$1,899,990","","3","2","0","¤1,658","Single","1968","2","Yes","Yes","Detached","¤8,580"
"501","F10462644","C","3470","609 SW 12th St","CROISSANT PARK RIVER SEC ","","$1,899,000","","5","4","0","2,815","Single","2024","2","Yes","Yes","","4,823"
"501","A11965352","C","3160","2110 N Ocean Blvd Unit#24D","PALMS TOWER TWO CONDO THE PALMS","","$1,895,000","","3","3","1","¤2,130","Condo","2002","1","","Yes","",""
"501","F10479408","C","3260","2700 NE 26th Ter","CORAL RIDGE GALT ADD 1 ","","$1,895,000","","5","3","0","2,392","Single","1956","1","Yes","No","","10,295"
"501","F10512784","C","3280","301 Isle Of Capri Dr Unit#301","N/A N/A","","$1,895,000","","5","4","1","2,684","Townhouse","1988","1","","Yes","",""
"501","F10503641","C","3370","540 NE 25th St","Wilton Manors ","","$1,895,000","","5","5","0","2,174","Single","1948","0","Yes","No","","10,087"
