"","MLS # Link","St","Area","Address","Subdivision/Complex","","List Price","Sale Price","#Beds","#FBaths","#HBaths","SqFt LA","Type of Property","Year Built","#Garage Spaces","Pool YN","Waterfront Property (Y/N)","Design","Lot SqFt"
"501","F10481950","X","3380","1314 NE 13th Ave Unit#1","Lake Ridge Lake Ridge","","$1,350,000","","4","3","1","2,400","Townhouse","2024","1","","No","",""
"501","A11405512","X","3800","333 Las Olas Way Unit#3005","LAS OLAS RIVER HOUSE COND Las Olas River House","","$1,350,000","","2","3","0","¤2,129","Condo","2004","1","","Yes","",""
"501","F10425703","X","3480","1451 SW 21st Ct","River Oaks 173-114 B ","","$1,349,999","","4","3","1","3,058","Single","2007","2","Yes","No","","6,397"
"501","F10425785","X","3380","1716 NE 15th Ave","Poinsettia Heights ","","$1,349,900","","3","2","0","1,500","Single","1950","0","Yes","No","","8,588"
"501","A11791300","X","3170","2005 SE 26th Ter","BREAKWATER ","","$1,349,000","","3","2","1","¤1,324","Single","1956","0","No","No","Detached","¤6,000"
"501","A11624577","X","3370","12 NE 26th St","Petite ","","$1,349,000","","3","2","1","¤1,596","Single","2004","1","Yes","No","Detached","¤6,245"
"501","F10485442","X","3370","417 NE 26th Dr","Sunset Manors Amd 27-26 B ","","$1,348,880","","4","4","0","2,344","Single","1952","1","Yes","No","","10,801"
"501","F10458250","X","3370","2016 NE 24th St","Coral Point 31-27 B ","","$1,345,000","","3","3","0","1,726","Single","1955","1","Yes","Yes","","7,004"
"501","F10431532","X","3370","1529 NE 28th Dr","MIDDLE RIVER ESTATES ","","$1,345,000","","2","2","0","1,887","Single","1955","1","Yes","Yes","","10,658"
"501","F10520595","X","3370","717 NE 22nd Dr","Wilton Manors ","","$1,344,000","","3","2","0","2,281","Single","2013","2","Yes","No","","6,250"
"501","A11613191","X","3260","1849 NE 26th Ave Unit#1","LIVERMORE ESTATES Coral Ridge","","$1,340,000","","4","3","1","¤3,505","Townhouse","2008","2","","No","",""
"501","F10446061","X","3260","2600 NE 26th Ave","Coral Ridge Galt Add 1 ","","$1,339,000","","4","3","0","1,848","Single","1954","0","No","No","","9,837"
"501","F10426132","X","3480","1435 SW 23rd Street","Marina Landings ","","$1,335,000","","4","3","1","2,831","Single","2025","2","No","No","","4,050"
"501","F10508626","X","3480","1445 SW 23rd Court","Marina Landings ","","$1,330,000","","4","3","1","2,751","Single","2025","2","No","No","","4,050"
"501","F10381519","X","3160","401 N Birch Rd Unit#705","GALE RESIDENCES GALE RESIDENCES","","$1,325,000","","2","2","0","1,284","Condo","2018","3","","No","",""
"501","F10511879","X","3170","2200 S Ocean Lane Unit#2202","Point of Americas II Point of Americas II","","$1,325,000","","2","2","0","2,022","Condo","1971","1","","Yes","",""
"501","F10540614","X","3380","1314 NE 13th Avenue","Lake Ridge Lake Ridge","","$1,325,000","","4","3","1","2,400","Townhouse","2025","1","","No","",""
"501","F10533437","X","3380","1314 NE 13th","Lake Ridge Lake Ridge","","$1,325,000","","4","3","1","2,400","Townhouse","2025","1","","No","",""
"501","A11983935","X","3500","325 SW 16th St Unit#B","lauderdale none","","$1,325,000","","4","4","","¤2,454","Townhouse","2024","1","","No","",""
"501","F10378063","X","3600","850 SE 12th Ct Unit#10","La Linda - Harbor Vista La Linda - Harbor Vista","","$1,325,000","","3","2","2","2,020","Townhouse","2024","2","","No","",""
"501","A11653390","X","3800","333 LAS OLAS WAY Unit#2406","LAS OLAS RIVER HOUSE COND LAS OLAS RIVER HOUSE","","$1,325,000","","2","2","1","¤1,869","Condo","2004","1","","Yes","",""
"501","A11531929","X","3270","433 NE 11th Ave","Victoria Park ","","$1,324,000","","3","3","0","¤1,650","Single","1960","2","Yes","No","Attached","¤6,500"
"501","A11641846","X","3500","1733 SW 5th Pl","GILL ISLES ","","$1,320,000","","4","3","0","¤1,678","Single","1972","2","Yes","Yes","Detached","¤10,027"
"501","A11601523","X","3370","2125 NE 17th Ave","MIDDLE RIVER MANOR ADD ","","$1,313,131","","3","3","1","¤1,888","Single","1956","0","Yes","No","Detached","¤6,998"
"501","A11611499","X","3160","2110 N Ocean Blvd Unit#10E","PALMS TOWER TWO CONDO The Palms","","$1,300,000","","2","2","0","¤1,601","Condo","2001","1","","Yes","",""
"501","F10480055","X","3270","1624 NE 5th St Unit#1624","Middle River Park Middle River Park","","$1,300,000","","4","2","1","2,165","Townhouse","2017","2","","No","",""
"501","A11671927","X","3270","120 NE 16th Ter Unit#120","VICTORIA PARK CORR AMEN P Victoria Park","","$1,300,000","","3","4","","¤2,810","Townhouse","2008","1","","No","",""
"501","R11095146","X","3380","1233 NE 12 Avenue Unit#A","PROGRESSO ","","$1,300,000","","4","4","1","2,600","Townhouse","2025","1","Yes","No","",""
"501","F10433762","X","3160","2831 N Ocean Blvd Unit#1104","Sapphire Fort Lauderdale Sapphire Fort Lauderdale","","$1,299,999","","2","2","0","1,630","Condo","2009","1","","Yes","",""
"501","F10517505","X","3380","1314 NE 13th Ave Unit#B","Lake Ridge Lake Ridge","","$1,299,999","","4","3","1","2,400","Townhouse","2025","1","","No","",""
"501","F10425624","X","3370","156 NE 30th St","Wilton Manors ","","$1,299,500","","3","3","0","1,470","Single","1990","0","Yes","Yes","","6,500"
"501","A11686079","X","3160","777 Bayshore Dr Unit#1203","AMERICAS ON THE PARK COND Americas On The Park","","$1,299,000","","3","2","1","¤2,490","Condo","1976","1","","Yes","",""
"501","F10463863","X","3160","777 Bayshore Dr Unit#1102","Americas on the Park Americas on the Park","","$1,299,000","","2","2","1","1,820","Condo","1976","1","","Yes","",""
"501","A11900219","X","3170","1800 S Ocean Dr Unit#109","TOWNHOUSES AT HARBOR BEACH TOWNHOUSES @ HARBOR BEACH","","$1,299,000","","2","2","1","¤1,904","Townhouse","1980","0","","Yes","",""
"501","F10525952","X","3260","2600 NE 26th Ave","Coral Ridge Galt Add 1 ","","$1,299,000","","4","3","0","1,848","Single","1954","0","No","No","","9,837"
"501","F10480516","X","3260","2600 NE 26th Ave","Coral Ridge Galt Add 1 ","","$1,299,000","","4","3","0","1,848","Single","1954","0","No","No","","9,837"
"501","F10504201","X","3270","912 NE 17th Ter","VICTORIA PARK ","","$1,299,000","","3","3","0","2,333","Single","2010","1","Yes","No","","6,750"
"501","F10515090","X","3480","811 SW 10th Terrace","TARPON 3 TARPON 3","","$1,299,000","","3","3","1","2,300","Townhouse","2023","1","","No","",""
"501","A11703298","X","3160","1151 N Fort Lauderdale Beach Blvd Unit#16B","PARK TOWER CONDO Park Tower Condo","","$1,298,500","","2","2","0","¤1,700","Condo","1966","1","","Yes","",""
"501","A11710355","X","3370","2125 NE 17th Ave","MIDDLE RIVER MANOR ADD ","","$1,297,000","","3","3","1","¤1,888","Single","1957","0","Yes","No","Attached","¤6,998"
"501","F10543356","X","3160","3040 N Ocean Boulevard Unit#N204","30 Thirty North Ocean 30 Thirty North Ocean","","$1,295,000","","3","3","1","2,097","Condo","2020","2","","No","",""
"501","F10532424","X","3170","2100 S Ocean Lane Unit#1202","Point of Americas 1 Point of Americas 1","","$1,295,000","","2","2","0","1,879","Condo","1970","1","","Yes","",""
"501","F10400491","X","3170","2000 S OCEAN DR Unit#1208/9","Everglades House Everglades House","","$1,295,000","","3","3","1","2,335","Condo","1965","0","","Yes","",""
"501","R11023577","X","3260","1180 N Federal Highway Unit#707","RIVA ","","$1,295,000","","2","2","1","1,783","Condo","2018","1","No","Yes","",""
"501","F10444999","X","3280","411 N New River Dr Unit#1404","LAS OLAS GRAND LAS OLAS GRAND","","$1,295,000","","2","2","1","2,110","Condo","2005","1","","Yes","",""
"501","A11447476","X","3280","333 Sunset Dr Unit#903-4","FOUR SEASONS FOUR SEASONS","","$1,295,000","","3","3","1","¤2,521","Condo","1958","2","","Yes","",""
"501","F10381521","X","3160","401 N Birch Road Unit#TH3","TIFFANY HOUSE TIFFANY HOUSE","","$1,290,000","","2","3","1","1,631","Townhouse","2018","2","","No","",""
"501","F10489641","X","3170","101 S Fort Lauderdale Beach Blvd Unit#706","Las Olas Beach Club Las Olas Beach Club","","$1,290,000","","2","2","0","1,905","Condo","2007","1","","Yes","",""
"501","A11786694","X","3260","2506 NE 30th St","CORAL RIDGE GALT ADD NO 1 ","","$1,289,900","","4","3","0","¤1,629","Single","1954","0","Yes","No","Detached","¤10,000"
"501","F10440738","X","3370","2201 NE 18th Ave","Middle River Manor 33-29 ","","$1,285,000","","3","2","0","1,942","Single","1955","0","Yes","Yes","","7,000"
"501","F10501327","X","3480","1425 SW 23rd Court","Marina Landings ","","$1,285,000","","4","3","1","2,751","Single","2025","2","No","No","","4,050"
"501","F10551877","X","3170","101 S Fort Lauderdale Beach Boulevard Unit#607","LAS OLAS BEACH CLUB LAS OLAS BEACH CLUB","","$1,279,000","","2","2","0","1,905","Condo","2007","1","","Yes","",""
"501","F10430850","X","3170","2000 SE 26th Ave","Breakwater 42-19 B ","","$1,279,000","","3","2","0","1,334","Single","1956","0","No","No","","6,358"
"501","F10484854","X","3160","2100 N Ocean Blvd Unit#9F","The Palms The Palms","","$1,275,000","","2","2","0","1,604","Condo","1999","1","","Yes","",""
"501","F10452538","X","3170","2000 S OCEAN DR Unit#1208/9","Everglades House Everglades House","","$1,275,000","","3","3","1","2,335","Condo","1965","0","","Yes","",""
"501","F10468163","X","3380","1239 NE 12th Ave Unit#1","Lake Ridge Lake Ridge","","$1,269,000","","3","3","1","2,400","Townhouse","2024","1","","No","",""
"501","F10350702","X","3260","1180 N Federal Unit#1103","RIVA RIVA","","$1,265,000","","2","2","0","1,738","Condo","2018","1","","Yes","",""
"501","R11013730","X","3470","1600 SW 5th Court","Riverside Park ","","$1,265,000","","3","2","0","1,523","Single","1959","0","Yes","Yes","",""
"501","A11321742","X","3160","551 N Fort Lauderdale Beach Blvd Unit#H1005","551 FLB CONDOMINIUM HOTEL OCEAN RESORT RESIDENCES","","$1,264,900","","2","2","0","¤1,113","Condo","2015","2","","No","",""
"501","A11663879","X","3370","2424 NE 18th Ave","MIDDLE RIVER MANOR ","","$1,260,000","","3","2","1","¤2,458","Single","1955","0","Yes","Yes","Attached","¤7,000"
"501","F10501339","X","3480","1429 SW 23rd Court","Marina Landings ","","$1,260,000","","4","3","1","2,751","Single","2025","2","No","No","","4,050"
"501","A11583584","X","3480","1401 SW 21st Ct","RIVER OAKS ","","$1,258,000","","4","3","1","¤2,704","Single","2007","2","No","No","Detached","¤5,866"
"501","F10531474","X","3160","209 N Fort Lauderdale Beach Blvd Unit#6B","Seasons Condo Seasons Condo","","$1,250,000","","2","2","0","1,515","Condo","1981","2","","Yes","",""
"501","F10468756","X","3160","3101 Bayshore Dr Unit#2205","W Residences W Residences","","$1,250,000","","2","2","0","1,176","Condo","2011","1","","No","",""
"501","F10516278","X","3170","1710 S Ocean Ln Unit#404","Lago Mar North Lodge Lago Mar North Lodge","","$1,250,000","","2","2","0","1,444","Condo","1984","0","","Yes","",""
"501","F10529342","X","3370","208 NE 30th Street","Almar Estates Resub 32-36 ","","$1,250,000","","3","3","0","2,754","Single","1965","1","Yes","Yes","","8,771"
"501","F10484732","X","3370","2117 NE 29th St","Coral Shores 30-44 B ","","$1,250,000","","3","2","0","2,000","Single","1958","2","No","No","","7,000"
"501","F10472491","X","3370","118 NE 16th Place","Placido place ","","$1,250,000","","3","3","0","1,785","Single","1954","1","Yes","No","","7,132"
"501","R11027166","X","3370","2041 NE 30th Street","CORAL SHORES ","","$1,250,000","","3","2","0","1,495","Single","1955","4","Yes","No","Garden Apartment","7,003"
"501","F10496766","X","3390","400 NW 20th Street","MEADOWBROOK ","","$1,250,000","","5","3","0","2,251","Single","1957","0","Yes","Yes","","7,699"
"501","F10465065","X","3480","1312 Mango Isle","South New River Isles Sec ","","$1,250,000","","3","2","0","1,296","Single","1953","2","No","Yes","","6,890"
"501","A11889561","X","3260","2506 NE 30th St","CORAL RIDGE GALT ADD NO 1 ","","$1,249,900","","4","3","0","¤1,629","Single","1954","0","Yes","No","Detached","¤10,000"
"501","F10431026","X","3260","2604 NE 16th St Unit#2604","Casa Bella of Coral Ridge Casa Bella of Coral Ridge","","$1,249,000","","4","4","0","2,868","Townhouse","2004","2","","No","",""
"501","F10484296","X","3370","2200 NE 15th Ter","Edgewater Estates 40-7 B ","","$1,249,000","","3","2","0","1,444","Single","1957","0","Yes","Yes","","7,701"
"501","F10463155","X","3260","2604 NE 16th St","Casa Bella of Coral Ridge Casa Bella of Coral Ridge","","$1,240,000","","4","4","0","3,665","Townhouse","2004","2","","No","",""
"501","F10449919","X","3160","2100 N Ocean Blvd Unit#8A","The Palms The Palms","","$1,234,000","","3","3","1","2,130","Condo","1999","1","","Yes","",""
"501","F10438636","X","3270","741 NE 16th Ter","Macarthur Park 19-31 B ","","$1,229,000","","3","2","0","1,922","Single","1946","2","Yes","No","","7,217"
"501","F10435519","X","3260","2732 NE 29th Ct","Coral Ridge ","","$1,225,000","","3","2","0","2,166","Single","1956","2","Yes","No","","10,001"
"501","F10402997","X","3160","3101 Bayshore Drive Unit#1807","W FORT LAUDERDALE RESIDEN W FORT LAUDERDALE RESIDEN","","$1,215,000","","2","2","0","1,176","Condo","2010","1","","Yes","",""
"501","F10530109","X","3160","401 N Birch Road Unit#Th3","Tiffany House Tiffany House","","$1,200,000","","2","3","1","1,630","Condo","2018","2","No","No","","0"
"501","F10366645","X","3160","505 N Fort Lauderdale Beach Blvd Unit#2400","Q Club Resort & Residence Q Club Resort & Residence","","$1,200,000","","2","2","1","2,160","Condo","2006","0","","Yes","",""
"501","F10536598","X","3270","701 NE 1st Street","Davis Add 3-28 D ","","$1,200,000","","0","0","0","0","Single","1925","","No","No","","6,750"
"501","F10425249","X","3270","904 NE 15th Ave Unit#904","VICTORIA PARK VICTORIA PARK","","$1,200,000","","4","3","1","2,240","Townhouse","2017","2","","No","",""
"501","F10421858","X","3480","2004 SW 15th Ave Unit#A","Lauderdale Groves Lauderdale Groves","","$1,200,000","","3","2","1","2,010","Townhouse","2024","2","","No","",""
"501","A11730736","X","3240","2125 NE 17th Ave","MIDDLE RIVER MANOR ADD ","","$1,199,999","","3","3","1","¤1,888","Single","1957","0","Yes","No","Attached","¤6,998"
"501","F10404851","X","3270","915 NE 17th Way","City View @ Victoria Park City View @ Victoria Park","","$1,199,990","","4","3","1","2,702","Townhouse","2013","2","","No","",""
"501","F10486241","X","3270","915 NE 17th Way","City View @ Victoria Park City View @ Victoria Park","","$1,199,900","","4","3","1","2,702","Townhouse","2013","2","","No","",""
"501","A11809675","X","3370","2741 NE 6th Avenue","TROPICAL MANORS ","","$1,199,900","","4","4","0","¤1,767","Single","1962","0","Yes","No","Detached","¤6,651"
"501","A11543793","X","3160","551 N Fort Lauderdale Beach Blvd Unit#H1705","551 FLB CONDOMINIUM HOTEL Ocean Resort Residences","","$1,199,000","","2","2","0","¤1,113","Condo","2009","1","","Yes","",""
"501","A11297579","X","3160","3101 Bayshore Dr Unit#2108","FORT LAUDERDALE RESIDENCE W Fort Lauderdale Residen","","$1,199,000","","2","2","","¤1,214","Condo","2010","1","","Yes","",""
"501","F10497580","X","3170","701 N Fort Lauderdale Beach Blvd Unit#112","Paramount Paramount","","$1,199,000","","1","1","1","1,536","Condo","2017","2","","No","",""
"501","F10472617","X","3270","433 NE 8th Ave","Holmberg & Mc Kees Sub 1- ","","$1,199,000","","2","2","0","1,379","Single","1960","1","Yes","No","","8,437"
"501","A11656812","X","3270","615 NE 13th Ave","VICTORIA PARK ","","$1,199,000","","3","2","0","¤1,752","Single","1946","0","Yes","No","Attached","¤6,750"
"501","A11629775","X","3270","1807 NE 8th St","PROGRESSO ","","$1,199,000","","3","2","0","¤2,079","Single","1950","1","Yes","No","Detached","¤6,000"
"501","F10411317","X","3370","3041 NE 14th Ave","Ocean Blvd Park 21-45 B ","","$1,199,000","","4","2","0","2,054","Single","1949","0","Yes","No","","11,002"
"501","F10505157","X","3380","1239 NE 12th Ave Unit#2","Lake Ridge Lake Ridge","","$1,199,000","","3","3","1","2,400","Townhouse","2024","1","","No","",""
"501","R11069260","X","3380","1052 N Victoria Park Road","Lake Ridge ","","$1,199,000","","3","3","1","2,074","Townhouse","2022","2","Yes","No","",""
"501","F10467990","X","3380","1052 N Victoria Park Rd","Lineo Lineo","","$1,199,000","","3","3","1","2,074","Townhouse","2022","2","","No","",""
"501","F10524279","X","3390","2748 NW 9th Ln","Jenada Villas 1 Add 42-7 ","","$1,199,000","","4","3","1","1,969","Single","1957","0","Yes","No","","7,220"
"501","F10451314","X","3160","3101 Bayshore Dr Unit#2102","W Fort Lauderdale W Fort Lauderdale","","$1,195,000","","2","2","0","1,463","Condo","2010","1","","Yes","",""
"501","A11685894","X","3170","2100 S Ocean Ln Unit#805","POINT OF AMERICAS POINT OF AMERICAS","","$1,195,000","","2","2","0","¤1,880","Condo","1969","1","","Yes","",""
"501","A11877574","X","3240","3008 NE 1st Terrace","ALMAR ESTATES RESUB ","","$1,195,000","","3","3","0","¤1,776","Single","1956","0","Yes","Yes","Attached","¤8,598"
"501","R11057431","X","3260","1180 N Federal Highway Unit#707","RIVA CONDOMINIUM ","","$1,195,000","","2","2","1","1,780","Condo","2018","1","No","Yes","",""
"501","F10550108","X","3280","1705 E Las Olas Boulevard Unit#3","VILLAS LAS OLAS VILLAS LAS OLAS","","$1,195,000","","3","2","1","1,930","Condo","1989","2","","Yes","",""
"501","F10490828","X","3280","1705 E Las Olas Blvd Unit#1705","VILLAS LAS OLAS VILLAS LAS OLAS","","$1,195,000","","3","2","1","1,930","Condo","1989","2","","Yes","",""
"501","A11657422","X","3280","333 Sunset Dr Unit#903-4","FOUR SEASONS FOUR SEASONS","","$1,195,000","","3","3","1","¤2,521","Condo","1958","2","","Yes","",""
"501","A11601196","X","3280","347 N New River Dr E Unit#1904","WATERGARDEN CONDO WATERGARDEN CONDO","","$1,195,000","","3","2","0","¤1,469","Condo","2004","2","","Yes","",""
"501","F10449622","X","3370","2140 NE 25th St","Coral Point 31-27 B ","","$1,195,000","","3","2","1","2,140","Single","1959","0","No","Yes","","7,382"
"501","F10454750","X","3380","1616 NE 17th Ave","Progresso 2-18 D ","","$1,195,000","","3","2","0","2,055","Single","2008","0","No","No","","9,450"
"501","F10471052","X","3160","3101 Bayshore Dr Unit#2106","W Fort Lauderdale W Fort Lauderdale","","$1,190,000","","2","2","0","1,463","Condo","2011","1","","Yes","",""
"501","F10409349","X","3270","617 N Victoria Park Rd","Victoria Park Corr Amd ","","$1,189,000","","2","2","0","1,350","Single","1941","1","No","No","","5,757"
"501","A11319779","X","3160","551 N Fort Lauderdale Beach Blvd Unit#R604","551 FLB CONDOMINIUM RESID OCEAN RESORT RESIDENCES","","$1,186,900","","1","1","1","¤1,126","Condo","2009","1","","No","",""
"501","F10527379","X","3480","1433 SW 23rd Court","Marina Landings ","","$1,185,000","","4","3","1","2,751","Single","2025","2","No","No","","4,050"
"501","A11623598","X","3480","1208 Guava Isle","SOUTH NEW RIVER ISLES SEC ","","$1,185,000","","2","2","0","¤1,182","Single","1955","0","No","Yes","Attached","¤6,890"
"501","F10432481","X","3800","333 Las Olas Way Unit#1506","LAS OLAS RIVER HOUSE LAS OLAS RIVER HOUSE","","$1,185,000","","2","2","1","1,869","Condo","2004","1","","Yes","",""
"501","F10522946","X","3600","1524 SE 12th St Unit#6","LA CASA DEL RIO VISTA LA CASA DEL RIO VISTA","","$1,179,000","","2","2","1","1,597","Townhouse","1981","0","","Yes","",""
"501","A11531107","X","3160","2011 N Ocean Blvd Unit#705","The VUE The Vue Condominium","","$1,175,000","","3","3","0","¤1,685","Condo","2005","2","","Yes","",""
"501","F10461819","X","3270","612 NE 17th Ave","Central Park 16-57 B ","","$1,175,000","","3","2","0","1,762","Single","1940","0","No","No","","7,262"
"501","F10453159","X","3480","1205 Avocado Isle","South New River Isles Sec ","","$1,175,000","","3","2","0","1,404","Single","1955","1","No","Yes","","7,950"
"501","F10498932","X","3270","700 NE 14th Avenue Unit#208","Holiday Park Holiday Park","","$1,174,000","","4","4","0","2,632","Townhouse","2021","2","","No","",""
"501","F10457161","X","3370","425 NE 29th St","Tropical Manors Add 35-1 ","","$1,174,000","","3","2","0","1,446","Single","1956","1","Yes","Yes","","6,997"
"501","A11806797","X","3160","2100 N Ocean Blvd Unit#5B","PALMS TOWER ONE CONDO The Palms","","$1,170,000","","2","2","1","¤1,998","Condo","1999","1","","Yes","",""
"501","F10430507","X","3470","638 SW 5th Ave","Ft Lauderdale B-40 D ","","$1,169,000","","4","2","0","1,879","Single","1958","0","Yes","No","","7,250"
"501","F10479310","X","3160","601 N Ft Lauderdale Bch Blvd Unit#1408","The Atlantic Hotel The Atlantic Hotel","","$1,165,000","","1","1","1","1,400","Condo","2004","1","","Yes","",""
"501","F10431460","X","3800","333 Las Olas Way Unit#1006","Las Olas Riverhouse Las Olas Riverhouse","","$1,160,000","","2","2","1","1,869","Condo","2004","1","","Yes","",""
"501","F10460226","X","3160","3101 Bayshore Drive Unit#1802","W Residences W Residences","","$1,150,000","","2","2","0","1,329","Condo","2011","1","","Yes","",""
"501","F10446676","X","3160","2001 N Ocean Blvd Unit#1501","The Vue The Vue","","$1,150,000","","3","3","0","1,686","Condo","2005","2","","Yes","",""
"501","A11355631","X","3160","3101 Bayshore Dr Unit#1906","FORT LAUDERDALE RESIDENCE W Fort Lauderdale","","$1,150,000","","2","2","0","¤1,176","Condo","2010","1","","Yes","",""
"501","F10543327","X","3170","1662 S Ocean Lane Unit#259","The Oceanage The Oceanage","","$1,150,000","","2","2","0","1,264","Condo","1973","0","","Yes","",""
"501","A11930568","X","3170","2100 S ocean Unit#2308","POINT OF AMERICAS CONDO POINT OF AMERICAS CONDO","","$1,150,000","","2","2","0","¤1,880","Condo","1970","1","","Yes","",""
"501","R11122426","X","3170","100 S Birch Road Unit#1604e","JACKSON TOWER LAS OLAS CON ","","$1,150,000","","3","2","1","1,934","Condo","2001","1","No","No","",""
"501","A11830572","X","3170","1 N Fort Lauderdale Beach Blvd Unit#1606","CASTILLO GRAND HOTEL RESI Ritz Carlton","","$1,150,000","","1","1","1","¤995","Condo","2007","1","","Yes","",""
"501","F10508129","X","3170","100 S Birch Unit#1103F","Jackson Tower Las Olas Jackson Tower Las Olas","","$1,150,000","","2","2","0","1,722","Condo","2001","1","","No","",""
"501","R11060887","X","3170","100 S Birch Road Unit#1604e","JACKSON TOWER LAS OLAS CO ","","$1,150,000","","3","2","1","1,934","Condo","2001","1","No","No","",""
"501","F10423518","X","3170","1662 S Ocean Ln Unit#259","THE OCEANAGE THE OCEANAGE","","$1,150,000","","2","2","0","1,264","Condo","1973","0","","Yes","",""
"501","F10537362","X","3270","1636 NE 4th Court","Middle River Park 5-28 B ","","$1,150,000","","2","2","0","1,184","Single","1931","1","No","No","","6,250"
"501","F10477031","X","3280","25 Hendricks Isle Unit#203","REFLECTIONS OF LAS OLAS REFLECTIONS OF LAS OLAS","","$1,150,000","","3","3","1","2,364","Condo","2001","2","","Yes","",""
"501","F10477015","X","3370","833 NE 17th Ct","Lauderdale Park 6-33 1/2 ","","$1,150,000","","3","2","0","1,636","Single","1955","0","Yes","No","","8,440"
"501","R11080599","X","3380","1900 NE 16 Terrace","Poinsettia Heights ","","$1,150,000","","3","2","0","2,000","Single","1950","0","Yes","No","Garden Apartment","10,495"
"501","A11983328","X","3470","1009 TEQUESTA","WAVERLY PLACE ","","$1,150,000","","3","3","1","¤1,942","Single","2015","8","No","No","Detached",""
"501","A11900919","X","3470","1625 SW 5th Ct","GILL ISLES ","","$1,150,000","","3","2","0","¤1,521","Single","1957","2","Yes","Yes","Detached","¤7,150"
"501","F10449540","X","3160","551 N Fort Lauderdale Beach Blvd Unit#R1905","Ocean Resort Residences Ocean Resort Residences","","$1,149,000","","2","2","0","1,184","Condo","2009","2","","Yes","",""
"501","F10427699","X","3160","2831 N Ocean Blvd Unit#301N","Sapphire Sapphire","","$1,149,000","","2","2","0","1,468","Condo","2009","2","","No","",""
"501","F10443607","X","3270","832 NE 19 TERRACE","Victoria Park ","","$1,149,000","","3","3","0","1,872","Single","1956","0","Yes","No","","6,357"
"501","A11818189","X","3370","2837 NE 17th Ave","MIDDLE RIVER ESTATES ","","$1,149,000","","2","2","0","1,440","Single","1953","2","Yes","Yes","Attached","¤10,939"
"501","R10965201","X","3380","1321 NE 14 Street","Poinsettia Heights ","","$1,145,000","","5","4","0","2,874","Single","1955","0","No","No","","6,000"
"501","A11753203","X","3800","200 W Broward Blvd Unit#1605","Natiivo Fort Lauderdale Natiivo Fort Lauderdale","","$1,130,000","","2","2","","","Condo","2028","1","","No","",""
"501","A11783315","X","3160","3101 Bayshore Dr Unit#1802","FORT LAUDERDALE RESIDENCE W FORT LAUDERDALE RESIDEN","","$1,125,000","","2","2","0","¤1,329","Condo","2011","1","","Yes","",""
"501","F10534190","X","3370","2900 NE 12th Terrace Unit#17","The Point at Middle River The Point at Middle River","","$1,125,000","","3","2","2","2,295","Townhouse","2017","2","","Yes","",""
"501","A11763252","X","3380","1056 N Victoria Park Rd","PROGRESSO ","","$1,125,000","","3","3","1","¤1,988","Single","2022","2","Yes","No","Attached","¤1,380"
"501","A11522850","X","3380","1321 NE 14th St","Poincettia Heights ","","$1,125,000","","5","4","0","","Single","1955","0","No","No","Detached","¤6,000"
"501","A11570615","X","3600","501 SE 6th Avenue Unit#311","Sixth & Rio Sixth & Rio","","$1,119,000","","2","2","","¤1,144","Condo","2026","2","","Yes","",""
"501","A11570344","X","3270","1634 NE 5th Ct Unit#1634","MIDDLE RIVER PARK Lauderdale Treasure Villa","","$1,100,775","","4","3","1","¤2,535","Townhouse","2005","2","","No","",""
"501","A11989313","X","3160","2821 N Ocean Blvd Unit#806S","SAPPHIRE FORT LAUDERDALE SAPPHIRE  FORt LAUDERDALE","","$1,100,000","","2","2","0","¤1,274","Condo","2009","1","","No","",""
"501","A11700229","X","3160","505 N Fort Lauderdale Beach Blvd Unit#2400","Q CLUB RESORT & RESIDENCE Hilton","","$1,100,000","","2","2","1","¤2,160","Condo","2006","0","","No","",""
"501","A11673646","X","3160","3101 Bayshore Dr Unit#1208","FORT LAUDERDALE RESIDENCE W FORT LAUDERDALE RESIDEN","","$1,100,000","","2","2","0","¤1,214","Condo","2011","1","","Yes","",""
"501","F10459267","X","3160","209 N Fort Lauderdale Beach Blvd Unit#5C","THE SEASONS THE SEASONS","","$1,100,000","","2","2","0","1,310","Condo","1981","1","","Yes","",""
"501","A11617583","X","3160","1901 N Ocean Blvd Unit#15E","SHORE CLUB CONDO SHORE CLUB","","$1,100,000","","2","2","0","¤1,500","Condo","1976","1","","Yes","",""
"501","A11551647","X","3160","209 N Fort Lauderdale Beach Blvd Unit#2E","SEASONS CONDO SEASONS CONDO","","$1,100,000","","1","2","0","¤910","Condo","1981","2","","Yes","",""
"501","F10424067","X","3160","3101 Bayshore Dr Unit#1606","W FT LAUDERDALE RESIDENCE W FT LAUDERDALE RESIDENCE","","$1,100,000","","2","2","0","1,176","Condo","2010","1","","Yes","",""
"501","A11937107","X","3170","100 S Birch Rd Unit#1103F","JACKSON TOWER LAS OLAS CO Jackson Tower","","$1,100,000","","2","2","0","¤1,722","Condo","2002","1","","Yes","",""
"501","R10973740","X","3300","1616 NE 16th Avenue","PROGRESSO ","","$1,100,000","","4","3","0","2,082","Single","1950","0","Yes","No","Garden Apartment",""
"501","F10540394","X","3370","3070 NE 13th Avenue","OCEAN BOULEVARD PARK ","","$1,100,000","","4","3","0","1,991","Single","1981","0","Yes","Yes","","5,501"
"501","F10449573","X","3390","2836 NW 11th Ave","Jenada Isle 50-39 B ","","$1,100,000","","4","3","0","2,933","Single","1962","2","Yes","No","","10,792"
