"","MLS # Link","St","Area","Address","Subdivision/Complex","","List Price","Sale Price","#Beds","#FBaths","#HBaths","SqFt LA","Type of Property","Year Built","#Garage Spaces","Pool YN","Waterfront Property (Y/N)","Design","Lot SqFt"
"1","B26026544","PS","3170","2200 S Ocean Lane Unit#909","POINT OF AMERICAS PHASE II ","","$1,795,000","","2","2","0","1,765","Condo","1971","1","Yes","Yes","","0"
"1","F10489975","PS","3160","527 Orton Avenue Unit#302B","The Terraces The Terraces","","$1,750,000","","2","3","0","1,775","Condo","2024","2","","Yes","",""
"1","A11998999","PS","3260","2431 NE 18th St","LIVERMORE ESTATES Coral Ridge Villas","","$1,750,000","","4","3","1","¤2,557","Townhouse","2024","2","","No","",""
"1","A12014700","PS","3270","904 NE 17th Ter","PROGRESSO ","","$1,700,000","","3","3","1","¤2,623","Single","2026","1","Yes","No","Attached","¤6,750"
"1","B26018796","PS","3170","545 S Fort Lauderdale Beach Unit#701-702","ILLINI CONDO ","","$1,695,000","","3","4","0","2,150","Condo","1962","2","No","Yes","Substantially Remodeled","0"
"1","A12042132","PS","3370","41 NE 24th St","Petite ","","$1,675,000","","4","3","1","¤2,211","Single","2023","2","Yes","No","Detached","¤6,253"
"1","B26047666","PS","3260","2889 NE 26th Street","CORAL RIDGE GALT ADD NO 1 ","","$1,650,000","","4","3","0","2,122","Single","1963","2","Yes","No","","10,216"
"1","B26032870","PS","3260","2800 NE 21st Court","CORAL RIDGE NORTH ","","$1,650,000","","3","2","0","2,124","Single","1956","2","Yes","No","","1,018"
"1","A12033630","PS","3270","906 NE 17TH TER","Victoria Park Victoria Park","","$1,650,000","","3","3","1","2,623","Townhouse","2026","1","","No","",""
"1","A11972813","PS","3280","76 Isle Of Venice Dr Unit#H","76 ISLE OF VENICE CO-OP 76 Isle of Venice","","$1,599,000","","3","2","0","¤2,984","Co-Op","1977","1","","Yes","",""
"1","F10486907","PS","3700","505 NE 2nd Street Unit#17C","Viceroy Fort Lauderdale Viceroy Fort Lauderdale","","$1,560,000","","2","2","0","1,268","Condo","2029","1","","No","",""
"1","A12044968","PS","3380","1135 NE 11th Ave","PROGRESSO Lake Ridge","","$1,550,000","","4","3","1","¤2,434","Townhouse","2026","2","","No","",""
"1","A12035842","PS","3600","910 SE 13th St","EVERGLADE LAND SALES CO NONE","","$1,525,000","","4","4","0","¤2,619","Townhouse","2026","1","","No","",""
"1","A11858269","PS","3700","505 NE 2nd Street Unit#14C","Viceroy Fort Lauderdale Viceroy Fort Lauderdale","","$1,500,000","","2","2","","1,268","Condo","2029","1","","No","",""
"1","A11938333","PS","3380","1312 NE 16th ter","Fort Lauderdale Lake Ridge","","$1,400,000","","3","3","1","¤2,594","Townhouse","2026","1","","No","",""
"1","F10476726","PS","3700","300 NE 3rd Avenue Unit#2803S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$1,314,072","","3","3","0","1,527","Condo","2028","1","","No","",""
"1","B26011626","PS","3380","1314 NE 13th Avenue Unit#A-b","HOLIDAY HEIGHTS ","","$1,299,999","","4","3","1","2,400","Townhouse","2026","1","Yes","No","","3,898"
"1","A11970928","PS","3480","417 SW 15th St","LAUDERDALE ","","$1,295,000","","7","5","0","¤3,050","Single","2021","1","Yes","No","Attached","¤6,750"
"1","F10486870","PS","3700","505 NE 2nd Street Unit#21G","Viceroy Fort Lauderdale Viceroy Fort Lauderdale","","$1,290,000","","2","2","0","1,224","Condo","2029","1","","No","",""
"1","A11967494","PS","3480","608 SW 16th Ct","LAUDERDALE PINES N/A","","$1,269,000","","4","3","1","2,527","Townhouse","2026","1","","No","",""
"1","F10508614","PS","3480","1434 SW 23rd Street","Marina Landings ","","$1,249,000","","4","3","1","2,831","Single","2025","2","No","No","","4,050"
"1","B26035695","PS","3700","300 NE 3rd Avenue Unit#3307s","Ombelle Fort Lauderdale ","","$1,230,022","","3","2","0","1,305","Condo","2028","1","No","No","","0"
"1","F10474974","PS","3480","1453 SW 23rd Court","Marina Landings ","","$1,225,000","","4","3","0","2,751","Single","2024","2","No","No","","4,050"
"1","F10537628","PS","3480","1446 SW 23rd Street","Marina Landings ","","$1,215,000","","4","3","1","2,751","Single","2025","2","No","No","","4,050"
"1","B26007737","PS","3370","2164 NE 25th Street","CORAL POINT ","","$1,199,950","","3","2","0","1,785","Single","1959","2","Yes","Yes","","7,717"
"1","A11937939","PS","3480","1108 Tangelo Isle","SOUTH NEW RIVER ISLES SEC ","","$1,195,000","","3","2","0","¤1,080","Single","1958","0","Yes","Yes","Detached","¤6,890"
"1","F10551206","PS","3480","1441 SW 23rd Court","Marina Landings ","","$1,185,000","","4","3","1","2,779","Single","2026","2","No","No","","4,050"
"1","B26042896","PS","3480","1325 Guava Isle","SOUTH NEW RIVER ISLES SEC ","","$1,175,000","","2","1","0","1,360","Single","1955","","No","Yes","Ranch","7,950"
"1","B26043393","PS","3470","1009 Tequesta Street","WAVERLY PLACE ","","$1,079,000","","3","3","1","1,942","Single","2015","","No","No","","8,750"
"1","B26020311","PS","3390","1108 NW 29th Court","JENADA ISLE ","","$1,000,000","","4","2","0","2,226","Single","1961","2","Yes","No","Ranch, Substantially Remodeled","8,525"
"1","A11805359","PS","3480","1812 SW 10th Ave","YELLOWSTONE PARK AMEN PLA ","","$999,768","","4","3","1","¤2,580","Single","2004","2","Yes","No","Detached","¤5,624"
"1","B26005458","PS","3260","2456 Middle River Drive","CORAL RIDGE GALT ADD ","","$999,000","","3","2","0","1,478","Single","1954","","Yes","No","","8,864"
"1","A12021454","PS","3370","164 NE 30th St","ALMAR ESTATES RESUB ","","$999,000","","3","2","0","¤1,590","Single","1960","1","Yes","Yes","Detached","¤6,498"
"1","B26036218","PS","3370","2636 NE 9th Avenue Unit#6","HIGHLAND ESTATES ","","$990,000","","3","2","1","1,944","Townhouse","2006","2","Yes","No","","4,079"
"1","B26045217","PS","3600","815 SE 7th Street","RIO VISTA C J HECTORS RESU ","","$990,000","","3","2","0","1,317","Single","1934","","Yes","No","","6,150"
"1","F10509140","PS","3170","1 Las Olas Circle Unit#404","Venetian Condominium Venetian Condominium","","$959,000","","2","2","0","1,500","Condo","1971","1","","Yes","",""
"1","A11932390","PS","3270","205 NE 16th Ter","VICTORIA PARK CORR AMEN P ","","$950,000","","4","4","0","¤2,191","Single","1968","0","Yes","No","Detached","¤7,536"
"1","B26021252","PS","3370","2628 NE 9th Avenue Unit#2","Villas at Mallory Square ","","$925,000","","3","2","1","1,944","Townhouse","2007","2","Yes","No","",""
"1","F10550922","PS","3160","1901 N Ocean Boulevard Unit#9e","SHORE CLUB CONDO Shore Club","","$899,000","","2","2","0","1,500","Condo","1976","1","No","No","","0"
"1","A11986728","PS","3380","1121 NE 14th Ave","Villa Valentina Villa Valentina","","$885,000","","3","2","1","¤2,262","Townhouse","2006","2","","No","",""
"1","A12042771","PS","3370","132 Almar Dr","ALMAR ESTATES RESUB ","","$875,000","","3","2","0","¤1,272","Single","1954","0","Yes","No","Attached","¤7,486"
"1","A11845625","PS","3600","811 SE 12th Ct","EVERGLADE LAND SALES CO F EVERGLADE LAND SALES CO F","","$875,000","","3","3","1","¤2,120","Townhouse","2011","2","","No","",""
"1","F10545189","PS","3810","445 N Andrews Avenue Unit#404","Avenue Lofts Avenue Lofts","","$800,000","","2","2","0","1,863","Condo","2005","2","No","No","","0"
"1","B26021918","PS","3380","1625 NE 20th Avenue","Lauder Lake ","","$797,000","","2","2","0","1,362","Single","1952","1","No","Yes","Ranch","6,600"
"1","F10486699","PS","3700","505 NE 2nd Street Unit#25E","Viceroy Fort Lauderdale Viceroy Fort Lauderdale","","$795,000","","1","1","0","732","Condo","2029","1","","No","",""
"1","F10526585","PS","3170","2000 S Ocean Drive Unit#510","Everglades House Everglades House","","$775,000","","3","3","0","2,650","Condo","1965","2","","Yes","","0"
"1","F10494935","PS","3370","2936 Coral Shores Dr","Coral Shores 30-44 B ","","$750,000","","3","2","0","1,481","Single","1954","0","Yes","No","","7,290"
"1","A12001923","PS","3160","1905 N Ocean Blvd Unit#4F","SHORE CLUB CONDO SHORE CLUB","","$749,900","","2","2","0","¤1,500","Condo","1976","0","","Yes","",""
"1","F10486211","PS","3700","505 NE 2nd Street Unit#14D","Viceroy Fort Lauderdale Viceroy Fort Lauderdale","","$745,000","","1","1","0","732","Condo","2029","1","","No","",""
"1","F10537910","PS","3260","1124 Seminole Drive Unit#1 C&D","Coral Cove Coral Cove","","$725,000","","2","2","0","1,620","Co-Op","1955","0","","Yes","",""
"1","A12020558","PS","3600","1819 SE 17th St Unit#1008","The Port Condominium The Port Condominium","","$725,000","","2","2","1","¤1,565","Condo","2005","3","","No","",""
"1","A11990496","PS","3600","721 SE 12th Ct Unit#4","EVERGLADES LAND SALES CO EVERGLADES LAND SALES CO","","$719,000","","3","3","1","¤2,005","Townhouse","2007","2","","No","",""
"1","B26004152","PS","3370","2617 NE 14th Avenue Unit#304","WILTON STATION RES CONDO ","","$699,900","","3","2","0","1,883","Condo","2006","","No","No","Other","0"
"1","F10544516","PS","3160","2011 N Ocean Boulevard Unit#902","THE VUE THE VUE","","$699,000","","2","2","0","1,397","Condo","2005","1","Yes","No","","0"
"1","B26009821","PS","3480","1015 SW 20th Street","River Oaks ","","$699,000","","3","2","0","1,550","Single","1951","","No","No","","7,123"
"1","B26026089","PS","3500","341 SW 16th Court","Croissant Park ","","$695,000","","3","2","1","1,884","Townhouse","2019","2","No","No","Substantially Remodeled","3,235"
"1","R11112791","PS","3380","1637 N Victoria Park Road","PROGRESSO ","","$675,000","","3","2","0","1,355","Single","1957","0","Yes","No","Garden Apartment","8,505"
"1","F10482789","PS","3700","300 NE 3rd Avenue Unit#1608S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$671,595","","1","1","0","745","Condo","2028","1","","No","",""
"1","B26025352","PS","3170","2000 S Ocean Drive Unit#706","EVERGLADES HOUSE CONDO ","","$669,900","","2","2","0","1,688","Condo","1965","","No","Yes","Other, Substantially Remodeled","0"
"1","F10424258","PS","3800","400 SE 22nd Street Unit#1","Chelsea Residences Chelsea Residences","","$655,000","","3","2","1","1,850","Townhouse","2025","2","","No","",""
"1","F10552615","PS","3170","1922 S Ocean Lane Unit#20","Ocean Lane Villas Ocean Lane Villas","","$650,000","","2","2","0","940","Co-Op","1956","0","","Yes","",""
"1","F10476659","PS","3700","300 NE 3rd Avenue Unit#1208S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$647,257","","1","1","0","745","Condo","2028","1","","No","",""
"1","B26031278","PS","3390","633 NW 30th Street","MARCH ESTATES ADD ","","$625,000","","3","2","0","1,531","Single","1957","","No","Yes","",""
"1","B26044232","PS","3370","3020 NE 5th Terrace","RIVER TERRACE-RESUB ","","$599,000","","3","2","1","1,586","Townhouse","2004","2","No","No","Other","1,716"
"1","F10554330","PS","3480","1213 SW 21st Street","Floral Ridge Add 32-9 B ","","$595,000","","3","2","0","1,898","Single","1953","","No","No","","6,599"
"1","B26031106","PS","3390","2217 NW 4th Avenue","HILLBROOK ","","$589,000","","2","2","0","1,365","Single","1958","2","Yes","No","","10,000"
"1","B26023469","PS","3380","1033 NE 17th Way Unit#1204","VILLA MEDICI CONDO ","","$564,900","","3","3","1","2,100","Townhouse","2006","2","No","No","",""
"1","F10519238","PS","3480","810 SW 10th Terrace","The Almeda 7-52 B ","","$550,000","","4","4","0","2,090","Single","1949","2","Yes","No","","6,749"
"1","F10533853","PS","3160","3020 NE 32nd Avenue Unit#Ph11","Tides at Bridgewater Tides at Bridgewater","","$549,000","","2","2","0","1,170","Condo","2002","1","","Yes","","0"
"1","A12029630","PS","3370","661 Kensington Pl Unit#101B","TOWNHOUSES SHORES CONDO Wilton Manors","","$549,000","","2","1","1","¤1,250","Condo","1973","0","","Yes","",""
"1","F10509390","PS","3500","600 W Las Olas Boulevard Unit#1601S","Symphony Condo Symphony Condo","","$549,000","","2","2","0","1,000","Condo","2005","1","","Yes","",""
"1","B26010681","PS","3600","1341 SE 10th Avenue","EVERGLADE LAND SALES CO ","","$549,000","","2","1","0","900","Single","1955","","No","No","","3,000"
"1","F10549192","PS","3270","555 NE 7th Avenue Unit#5a","7 East Townhomes 7 East Townhomes","","$539,500","","2","2","1","1,204","Townhouse","1981","","No","No","",""
"1","B26025353","PS","3370","1741 NE 4th Avenue Unit#F5","RIVER LANDINGS CONDO ","","$539,000","","3","2","1","1,786","Condo","2002","1","Yes","No","Substantially Remodeled","0"
"1","B26031154","PS","3370","200 NE 17th Court Unit#Unit 801","PLACIDO PLACE RESUB ","","$529,900","","3","2","1","1,541","Townhouse","1988","","Yes","No","","3,261"
"1","B26031881","PS","3500","812 SW 4th Avenue Unit#8","FT LAUDERDALE LAND & DEV C ","","$521,000","","3","2","0","2,046","Townhouse","2003","2","No","No","","889"
"1","B26006270","PS","3160","2840 N Ocean Boulevard Unit#903","SEA TOWER APTS CO-OP ","","$519,900","","1","1","0","769","Co-Op","1958","","No","No","Substantially Remodeled",""
"1","B26016801","PS","3470","1220 W Las Olas Boulevard Unit#1220","WAVERLY PLACE ","","$519,000","","2","2","1","1,850","Townhouse","1997","","No","No","","1,426"
"1","B26005303","PS","3390","2732 NW 9th Terrace","JENADA VILLAS 1 ADD ","","$515,000","","3","2","0","1,547","Single","1960","2","No","No","","9,264"
"1","F10482806","PS","3700","300 NE 3rd Avenue Unit#1207S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$507,731","","1","1","0","553","Condo","2028","1","","No","",""
"1","F10476494","PS","3700","300 NE 3rd Avenue Unit#1107S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$501,522","","1","1","0","553","Condo","2028","1","","No","",""
"1","F10526819","PS","3390","1216 NW 2nd Avenue","None None","","$499,000","","3","2","1","2,342","Townhouse","2008","2","","No","",""
"1","F10508182","PS","3700","300 NE 3rd Avenue Unit#301S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$487,515","","1","1","0","579","Condo","2028","1","","No","",""
"1","B26005792","PS","3700","300 NE 3rd Avenue Unit#405s","Ombelle Fort Lauderdale ","","$485,598","","1","1","0","547","Condo","2028","1","No","No","","0"
"1","A12033270","PS","3390","448 NW 15th Way","DORSEY PARK FIRST ADD ","","$479,900","","4","2","1","¤1,600","Single","2003","2","No","No","Attached","¤5,063"
"1","B26032779","PS","3810","425 N Andrews Avenue Unit#206","AVENUE LOFTS CONDO ONE ","","$469,000","","1","1","0","967","Condo","2003","1","No","No","","0"
"1","B26037573","PS","3470","1317 SW 4th Street","VILLAGE AT SAILBOAT BEND ","","$465,000","","3","3","0","1,853","Townhouse","2005","","No","No","","0"
"1","F10476088","PS","3700","300 NE 3rd Avenue Unit#1106S","Ombelle Fort Lauderdale Ombelle Fort Lauderdale","","$461,021","","1","1","0","477","Condo","2028","1","","No","",""
"1","A12042235","PS","3370","2301 Wilton Dr Unit#R207","ISLAND CITY LOFTS CONDO ISLAND CITY LOFTS CONDO","","$459,900","","2","2","0","¤1,386","Condo","2007","0","","No","",""
"1","A12010840","PS","3390","1115 NW 7th Ave","PROGRESSO ","","$449,900","","3","2","0","¤1,180","Single","1952","0","No","No","Detached","¤8,434"
"1","A11989385","PS","3480","820 SW 26th St","LAKEWAY ","","$439,900","","3","1","0","¤1,062","Single","1952","1","No","No","Attached","¤6,712"
"1","F10550629","PS","3160","2701 N Ocean Boulevard Unit#7A","Embassy Tower Embassy Tower","","$424,900","","2","2","0","1,200","Condo","1972","0","","No","",""
"1","F10530504","PS","3170","2100 S Ocean Drive Unit#15E","SKY HARBOUR EAST SKY HARBOUR EAST","","$424,000","","1","1","0","900","Condo","1965","0","","Yes","",""
"1","A12033859","PS","3010","3014 NE 21st Ter","CORAL SHORES CORAL SHORES","","$410,000","","2","2","1","¤1,257","Townhouse","1996","0","","No","",""
"1","A11904164","PS","3400","1722 NW 8th Ct","LAUDERDALE HOMESITES ","","$410,000","","4","2","0","¤1,256","Single","1996","0","No","No","Detached","¤4,950"
"1","B26036878","PS","3270","100 N Federal Highway Unit#1409","WAVERLY AT LAS OLAS CONDO ","","$399,000","","2","2","0","1,321","Condo","2005","2","Yes","No","Penthouse","0"
"1","F10481790","PS","3390","1021 NW 5th Court","Tuskegee Park 3-9 B ","","$399,000","","3","1","0","991","Single","1997","0","No","No","","7,000"
"1","A12003859","PS","3800","511 SE 5th Ave Unit#611","NURIVER LANDING CONDO NURIVER LANDING","","$399,000","","2","2","0","¤1,246","Condo","2006","1","","Yes","",""
"1","B26002944","PS","3380","1845 NE 15th Avenue","Edge water townhomes ","","$379,000","","2","1","1","1,060","Townhouse","1986","","No","No","","725"
"1","B26024149","PS","","600 W Las Olas Boulevard Unit#1104s","SYMPHONY SOUTH CONDO ","","$370,000","","1","1","0","809","Condo","2005","1","No","Yes","","0"
"1","B26005221","PS","3380","1827 NE 15th Avenue Unit#1827","EDGEWATER TOWNHOMES ","","$370,000","","2","1","1","1,056","Townhouse","1987","","No","No","",""
"1","B26033947","PS","3400","1131 NW 18th Avenue","LAUDERDALE MANORS AMD PLAT ","","$370,000","","3","2","0","1,112","Single","1954","","No","No","Ranch","12,383"
"1","F10526312","PS","3400","1220 NW 7th Terrace","Progresso 2-18 D ","","$364,000","","3","2","0","1,392","Single","1951","0","Yes","No","","6,752"
"1","A12022357","PS","3400","733 NW 15th Ter","CARVER PARK ","","$349,999","","2","1","0","¤750","Single","1954","0","No","No","Attached","¤5,625"
"1","A12042812","PS","3400","2021 NW 10th Ave","HILLMONT MIDDLE RIVER VIS ","","$349,500","","3","2","0","¤1,406","Single","1964","1","No","No","Detached","¤7,282"
"1","R11165672","PS","3470","1000 River Reach Drive Unit#512","RIVER REACH CONDOMINIUM II ","","$344,900","","2","2","0","1,025","Condo","1972","","No","Yes","","0"
"1","B26038079","PS","3400","1437 NW 10th Place","LAUDERDALE MANORS ADD ","","$339,900","","2","1","0","825","Single","1953","","No","No","","7,418"
"1","A11995817","PS","3260","888 Intracoastal Dr Unit#2B","SUNRISE TOWER CONDO Sunrise Tower","","$339,000","","1","1","1","¤850","Condo","1963","0","","Yes","",""
"1","B26008532","PS","3370","3004 NE 5th Terrace Unit#Apt 210c","RIVER MANOR CONDO ","","$335,000","","2","2","0","1,000","Condo","1973","","No","Yes","","0"
"1","B26017474","PS","3600","2009 SE 10th Avenue Unit#309","VILLAGE EAST CONDO ","","$325,000","","2","2","0","1,054","Condo","2000","","No","No","","0"
"1","F10544449","PS","3600","1225 NW 10th Place","Lauderdale Manors Add 30- ","","$300,000","","3","2","0","984","Single","1953","0","No","No","","6,852"
"1","F10478720","PS","3400","1124 NW 19th Street","Lauderdale Villas 29-37 B ","","$299,900","","3","2","0","1,252","Single","1953","0","No","No","","9,767"
"1","F10452494","PS","3160","2840 N Ocean Boulevard Unit#403","Sea Tower Sea Tower","","$299,000","","1","1","0","769","Co-Op","1958","","","Yes","",""
"1","A11995186","PS","3160","3015 N Ocean Blvd Unit#4L","BERKLEY SOUTH CONDO BERKLEY SOUTH CONDO","","$289,000","","2","2","0","¤1,328","Condo","1974","1","","No","",""
"1","B26029514","PS","3370","351 NE 19th Place Unit#217k","MANOR GROVE VILLAGE FOUR C ","","$269,000","","2","2","0","1,200","Condo","1973","","No","No","","0"
"1","A11954248","PS","3470","1409 SW 1st Street","RIVER HIGHLANDS AMEN PLAT ","","$250,000","","2","1","","¤966","Single","1950","0","No","No","Detached","¤6,901"
"1","R11162221","PS","3160","2815 NE 33rd Avenue Unit#106","LAUDERDALE BEACH SURF APTS ","","$249,000","","2","1","0","800","Condo","1962","","No","Yes","Garden Apartment","0"
"1","A12038882","PS","3400","1001 NW 13th Ct","LAUDERDALE MANORS ADD ","","$232,000","","3","2","","¤1,318","Single","1955","0","No","No","Detached","¤9,687"
"1","F10555076","PS","3370","2660 NE 8th Avenue Unit#307","THE GROVE AT WILTON MANOR THE GROVE AT WILTON MANOR","","$229,000","","2","1","0","614","Condo","1970","0","","No","",""
"1","B26033617","PS","3370","1940 NE 2nd Avenue Unit#101j","MANOR GROVE VILLAGE FOUR C ","","$219,900","","1","1","1","850","Condo","1973","","No","No","Garden Apartment","0"
"1","B26021806","PS","3270","900 NE 18th Avenue Unit#408","VICTORIA PARK TOWER CONDO ","","$210,000","","2","1","0","850","Condo","1970","","No","No","","0"
"1","B26017878","PS","3260","2670 E Sunrise Boulevard Unit#509","GALLERY ONE CONDO ","","$200,000","","2","2","0","836","Condo","1988","0","No","Yes","","0"
"1","B26007489","PS","3470","1350 River Reach Drive Unit#101","RIVER REACH CONDOMINIUM VI ","","$199,900","","1","1","1","900","Condo","1972","","No","Yes","","0"
"1","A11995612","PS","3390","620 Tennis Club Dr Unit#306","TENNIS CLUB TILDEN CONDO THE TENNIS CLUB","","$195,000","","2","1","1","¤1,056","Condo","1972","0","","No","",""
"1","F10545459","PS","3160","200 S Birch Road Unit#612","Leisure Beach Condominium Leisure Beach Condominium","","$190,000","","1","1","0","647","Condo","1970","","","No","","0"
"1","B26048094","PS","3170","2420 SE 17th Street Unit#207c","VILLAGE AT HARBOR BEACH CO ","","$175,000","","2","2","0","900","Condo","1967","","No","No","","0"
"1","A11976553","PS","3270","609 NE 13th Ave Unit#301","PARK PLACE CONDO Park Place","","$175,000","","2","2","0","¤830","Condo","1974","0","","No","",""
"1","B26036885","PS","3370","1800 N Andrews Avenue Unit#7j","DRAKE TOWER CONDO ","","$169,900","","1","1","1","790","Condo","1975","","No","Yes","Substantially Remodeled","0"
"1","B26041794","PS","3600","1625 SE 10th Avenue Unit#405","RUNAWAY BAY CONDO ","","$165,000","","1","1","0","870","Condo","1975","1","No","No","","0"
"1","A12001694","PS","3390","1708 NW 15th St","LAUDERDALE MANORS AMD PLA ","","$155,000","","3","1","","¤1,248","Single","1952","0","No","No","Detached","¤8,622"
