"","MLS # Link","St","Area","Address","","Current Price","Total Units","SqFt LA","Style ","Year Built","#Parking Spaces","Subdivision Name","Pool YN","Waterfront Property (Y/N)","Sale Price"
"1","A11951126","C","3390","1344 NW 7th Ter","","$550,000","2","¤1,485","I02","1955","4","¤PROGRESSO","No","No",""
"1","A11825084","C","3460","532 NW 19th Ave","","$545,000","","¤1,490","I02","1952","4","¤DORSEY PARK 4TH ADD","No","No",""
"1","A11851881","C","3500","307 SW 15th St","","$541,509","","¤1,056","I02","2021","6","¤LAUDERDALE","No","No",""
"1","A11891383","C","3480","1841 SW 22nd St","","$539,900","","¤2,104","I02","1972","3","¤OSCEOLA PARK","No","No",""
"1","A11610506","C","3460","817 NW 12th Ave","","$539,000","","¤1,238","I02","1958","4","¤LINCOLN PARK THIRD ADD","No","No",""
"1","A11843958","C","3390","526 NW 15th Ter","","$529,000","","¤1,529","I02","1962","1","¤DORSEY PARK FIRST ADD","No","No",""
"1","F10550770","C","3400","700 NW 13th Street","","$525,000","3","1,810","","1954","","Progresso 2-18 D","No","No",""
"1","F10526870","C","3460","1136 NW 5th Ct","","$525,000","","1,256","I03","1997","4","Tuskegee Park 3-9 B","No","No",""
"1","A11903342","C","3560","2142 NW 8th St","","$525,000","","¤1,927","I03","1980","5","¤WASHINGTON PARK","No","No",""
"1","F10523619","C","3460","1810 NW 9th St","","$520,000","","1,464","","1964","4","Lauderdale Homesites Firs","No","No",""
"1","A11808156","C","3400","1304 NW 6th Ave","","$515,000","","¤1,275","I02","1952","4","¤PROGRESSO","No","No",""
"1","A11628718","C","3460","817 NW 12th ave","","$515,000","","¤1,238","I02","1958","4","¤LINCOLN PARK THIRD ADD","No","No",""
"1","A11717382","C","3460","616 NW 4th Ave","","$499,900","","¤1,823","I03","1964","4","¤PROGRESSO","No","No",""
"1","F10498003","C","3370","3477 NE 13Th Ave","","$498,000","2","1,092","I02","1960","6","Oakland Park 2-38 B","No","No",""
"1","A11734399","C","3390","1029 NW 3rd Ave","","$494,900","3","¤2,512","I03","1954","4","¤PROGRESSO","No","No",""
"1","A11753672","C","3390","1025 NW 3rd Ave","","$489,000","2","¤1,356","I02","1953","4","¤PROGRESSO","No","No",""
"1","A11794004","C","3460","844 NW 18th Ave","","$480,000","","¤1,290","I02","1964","3","¤LAUDERDALE HOMESITES","No","No",""
"1","R11036604","C","3400","1429 N Andrews Avenue","","$475,000","2","1,000","I02","1955","","PROGRESSO","No","No",""
"1","F10485832","C","3370","1312 NE 5th Ave","","$450,000","","1,136","I02","1951","4","Progresso 2-18 D","No","No",""
"1","F10545281","C","3370","1312 NE 5th Avenue","","$440,000","2","1,136","","1951","","Progresso 2-18 D","No","No",""
"1","F10449284","C","3450","883 NE 39th St","","$439,900","","1,250","I02","1955","0","OAKLAND PARK 2ND ADD","No","No",""
"1","A11644492","C","3860","716 NW 14th Way","","$435,000","","¤1,288","I02","1963","4","¤LINCOLN PARK CORR PLAT","No","No",""
"1","A11781652","C","3390","1521 NW 5th Ave #1-2","","$415,000","2","¤1,074","I02","1952","4","¤PROGRESSO","No","No",""
"1","A11958268","C","3450","415-417 E Oakland Park Blvd","","$415,000","","¤1,020","I02","1957","2","¤OAKLAND PARK SECOND ADD","No","No",""
"1","F10480466","C","3400","1632 Lauderdale Manors Dr","","$399,900","","1,064","I02","1953","4","Lauderdale Manors Rev","No","No",""
"1","F10549004","C","3030","1705 Davie Boulevard","","$350,000","2","690","","1956","","RIVERSIDE PARK ADD AMEN P","No","No",""
"1","A11960306","C","3460","433 NW 18th Ave","","$339,900","","¤1,802","I02","1954","1","¤DORSEY PARK THIRD ADD","No","No",""
"1","F10486086","C","3460","644 NW 15th Ter","","$285,000","","992","I02","1960","2","Dorsey Park 19-5 B","No","No",""
"1","B26030082","T","3270","110 NE 16th Terrace","","$1,300,000","3","2,738","","1935","","VICTORIA PARK CORR AMEN PL","No","No",""
"1","B26033299","T","3380","1627 NE 17th Avenue","","$875,000","2","1,359","","1963","","PROGRESSO","Yes","No",""
"1","F10548782","T","3400","1106 NW 6th Avenue","","$530,000","2","1,896","","1971","","Progresso 2-18 D","No","No",""
"1","B26008615","T","3450","629 NE 36th Street","","$500,000","2","1,434","","1964","","OAKLAND PARK SECOND ADD","No","No",""
"1","F10477587","W","3280","308-312 Hendricks Isle","","$5,100,000","2","5,232","","1960","","Victoria Isles 15-67 B","Yes","Yes",""
"1","A12017261","W","3560","1015 NW 8th Ave","","$1,800,000","","","I02","2026","4","¤PROGRESSO","No","No",""
"1","A11930154","W","3280","817-819 NW 1st Ave","","$1,150,000","2","¤2,504","I02","2023","4","¤PROGRESSO","Yes","No",""
"1","F10546799","W","3380","1620 NE 20th Avenue","","$1,100,000","3","2,220","","1966","","LAUDER-GATE","No","No",""
"1","F10475936","W","3470","301 SW 9th Street","","$1,099,987","3","2,000","","1935","","Ft Lauderdale Land & Dev","No","No",""
"1","F10473166","W","3270","1215 NE 18th Avenue","","$975,000","2","2,810","","1979","","LAKE RIDGE","No","No",""
"1","F10512444","W","3470","1208 SW 2nd Court","","$925,000","3","2,040","","1986","","Waverly Place 2-19 D","No","No",""
"1","F10534867","W","3560","661 NW 21st Terrace","","$799,000","4","2,286","","2025","","Washington Park 19-22 B","No","No",""
"1","A11874717","W","3500","312 SW 9th St","","$699,000","","¤1,798","I02","1980","4","¤LAUDERDALE","No","No",""
"1","F10554362","W","3111","1412 NW 2nd Avenue","","$629,000","2","1,900","","1946","","PROGRESSO 2-18 D LOT 16 BL","No","No",""
"1","A11819437","W","3460","516 NW 18th Ave","","$570,000","2","1,196","I02","1958","4","¤DORSEY PARK THIRD ADD","No","No",""
"1","B26031000","W","3390","1420 NW 5th Avenue","","$565,000","2","1,615","","1950","","PROGRESSO","No","No",""
"1","A11969848","W","3311","634 NW 12th Ave","","$450,000","","¤960","I02","1954","3","¤PROGRESSO","No","No",""
"1","R11110803","X","3380","1220 NE 15th Avenue","","$5,750,000","4","10,401","","2023","","THE ENCLAVE AT LAKE RIDGE","Yes","No",""
"1","A11858426","X","3460","1316 NW 3rd St","","$5,200,000","","¤1,250","I04","2008","2","¤SEMINOLE FOREST","No","No",""
"1","A12028733","X","3600","801 SE 11th Ct","","$4,150,000","1","¤4,390","I02","2025","2","¤RIO VISTA ISLES","Yes","No",""
"1","A11695458","X","3720","349 NW 40th St","","$3,160,000","8","","I04","2024","18","¤PROSPECT GARDENS","No","No",""
"1","F10436880","X","3270","17 NE 9th Ave","","$3,150,000","","2,367","I04","1958","12","Davis Add 3-28 D","No","No",""
"1","A11772024","X","3470","729 SW 2nd Ct","","$3,000,000","16","¤7,303","I04","1960","16","Sailboat Bend","No","No",""
"1","A11623177","X","3270","615 - 617 NE 9th Ave","","$2,995,000","6","4,487","I04","1957","9","Progresso 2-18 D","Yes","No",""
"1","F10477242","X","3280","1710 NE 8 ST","","$2,995,000","4","3,166","I04","1961","4","VICTORIA COURTS","Yes","No",""
"1","F10432008","X","3380","1037-1039 NE 16th Ave","","$2,950,000","","5,276","I02","1951","4","Progresso 2-18 D","Yes","No",""
"1","R10965108","X","3270","625 NE 13th Avenue","","$2,699,000","4","3,185","I04","1954","","PROGRESSO","Yes","No",""
"1","R11045687","X","3160","741 N Bayshore Boulevard Unit#Ph E And Ph W","","$2,600,000","29","3,000","I02","1970","","Holiday Isle Yacht Club","Yes","Yes",""
"1","A11646769","X","3370","2201 NE 14th Ave","","$2,600,000","9","¤7,551","I04","1959","14","¤EDGEWATER ESTATES 1ST ADD","No","No",""
"1","A11827786","X","3270","1215 E Broward Blvd","","$2,499,000","","¤3,880","I04","1951","9","¤DAMES & YOUNG RESUB BLK","No","No",""
"1","F10534582","X","3270","615 & 617 NE & 617 9th Avenue","","$2,200,000","1","4,487","","1957","","Progresso 2-18 D","Yes","No",""
"1","F10401319","X","3600","1545 SE 15th St","","$2,200,000","","2,040","I02","1962","7","Herzfelds Add To Lauderda","No","Yes",""
"1","F10425890","X","3270","201 NE 14th Ave","","$2,075,000","4","2,014","I04","1958","6","Stranahans Sub 3-115 D 2-","Yes","No",""
"1","F10375884","X","3270","1640 NE 4th Pl","","$1,999,000","","3,596","I03","1971","6","Victoria Park","No","No",""
"1","F10472642","X","3270","548 NE 9th Ave","","$1,925,000","3","2,621","I03","1959","11","Victoria Park","No","No",""
"1","A11911677","X","3380","828 NE 14th St","","$1,795,000","","5,472","I02","2025","6","¤DIXIE PARK","No","No",""
"1","F10552293","X","3380","1123 NE 14th Avenue","","$1,790,000","3","4,694","","1952","","PROGRESSO","Yes","No",""
"1","F10507753","X","3370","50 NE 30th Court","","$1,750,000","2","2,215","","1969","","Almar Estates Resub 32-36","Yes","Yes",""
"1","F10444686","X","3370","50 NE 30th Ct","","$1,750,000","2","2,215","I02","1969","8","Almar Estates Resub 32-36","Yes","Yes",""
"1","A11658637","X","3470","640 SW 16th Ave","","$1,750,000","","¤4,855","I04","1965","4","¤RIVERSIDE NO 2","No","No",""
"1","F10444822","X","3160","2501 NE 33 Avenue","","$1,699,000","","2,235","I03","1984","4","Lauderdale Beach Extn","No","No",""
"1","A11721527","X","3270","1634 NE 4th Pl","","$1,638,000","4","¤2,779","I04","1970","5","¤MIDDLE RIVER PARK","No","No",""
"1","F10477019","X","3380","1708 NE 20th Ave","","$1,600,000","","5,304","I04","1957","13","Lauder-Gate 26-48 B","No","No",""
"1","F10450564","X","3270","434 NE 7th Avenue","","$1,599,999","","2,206","I03","1959","6","Victoria Park","No","No",""
"1","F10464661","X","3270","837 NE 17th Ave","","$1,599,000","4","2,309","I04","1959","5","Progresso 2-18 D","No","No",""
"1","A11674654","X","3450","1099 NE 35th St","","$1,599,000","4","¤3,858","I04","1985","8","¤OAKLAND PARK SECOND ADD","No","No",""
"1","B26004339","X","3470","1121-1123 Middle Street","","$1,599,000","2","3,686","","2018","","Waverly Place 2-19 D","No","No",""
"1","F10545095","X","3380","1017 NE 14th Avenue","","$1,590,000","4","2,426","","1958","","Progresso 2-18 D","No","No",""
"1","A11832270","X","3470","1532 SW 5th Pl","","$1,552,500","","¤5,117","I04","1969","4","¤RIVERSIDE NO 2","No","No",""
"1","A11501534","X","3030","1239 NE 15th Ave","","$1,550,000","","¤2,521","I04","1980","5","PROGRESSO","No","No",""
"1","F10552717","X","3260","2716 Middle River Drive","","$1,550,000","2","3,100","","1955","","Coral Ridge Galt Add 1","Yes","No",""
"1","A11620213","X","3470","605 SW 14th Ter","","$1,550,000","4","¤2,790","I04","1967","4","¤RIVERSIDE ADD AMEN PLAT","No","No",""
"1","F10506146","X","3250","2667 NE 32nd St","","$1,500,000","","3,170","I04","1956","7","CORAL RIDGE GALT ADD NO 2","Yes","No",""
"1","A11557680","X","3370","614 NE 20 St","","$1,500,000","","¤2,292","I02","1970","6","¤TROPICAL GARDENS AMENDED","Yes","Yes",""
"1","A11642899","X","3700","824 NE 4th St","","$1,500,000","6","¤2,903","I04","1960","10","¤RESUB BLKS 9-12 HOLMBERG","No","No",""
"1","F10496123","X","3260","2716 Middle River Dr","","$1,499,999","","2,272","I02","1955","6","Coral Ridge Galt Add 1","Yes","No",""
"1","A11765681","X","3450","1099 NE 35th St","","$1,499,000","4","¤3,858","I04","1985","8","¤OAKLAND PARK SECOND ADD","No","No",""
"1","F10489907","X","3270","710 NE 17th Way","","$1,450,000","4","2,325","I03","1939","5","Victoria Highlands Amd","No","No",""
"1","F10478492","X","3130","258 Basin Dr","","$1,439,000","2","1,620","I02","1955","8","Silver Shores-Sub Tr D","No","No",""
"1","B26032259","X","3360","1262 NE 34th Court","","$1,400,000","2","952","","1952","","Oakland Park 2-38 B","No","No",""
"1","F10479181","X","3360","1262 NE 34th Ct","","$1,400,000","2","952","","1952","4","Oakland Park 2-38 B","No","No",""
"1","F10486131","X","3150","2200 36th Street","","$1,399,999","2","3,600","","1970","","Coral Ridge Country Club","Yes","No",""
"1","F10424152","X","3480","807 SW 14th Ct","","$1,395,000","","2,841","I02","1976","6","Esmonda Gardens 22-20 B","Yes","No",""
"1","A11734156","X","3380","1717 NE 12th St","","$1,389,000","6","¤2,664","I04","1962","10","¤PROGRESSO","No","No",""
"1","R11029950","X","3250","2667 NE 32 Street Unit#1-4","","$1,376,000","4","2,669","","1956","","CORAL RIDGE GALT ADD NO 2 ","Yes","No",""
"1","F10425880","X","3260","2648 MIDDLE RIVER DRIVE","","$1,325,000","2","2,240","I02","1955","6","CORAL RIDGE GALT ADD 1","Yes","No",""
"1","R11094716","X","3070","607 SW 6 Street","","$1,300,000","2","2,300","","1977","","ft lauderdale","No","No",""
"1","F10493079","X","3460","526 NW 15th Way","","$1,300,000","4","4,009","I04","1957","8","DORSEY PARK","No","No",""
"1","F10493307","X","3500","825 W Las Olas Boulevard","","$1,300,000","3","2,150","","1960","","Sailboat Bend","No","No",""
"1","F10533092","X","3160","2713 NE 33rd Avenue","","$1,295,000","2","2,300","","1954","","Dolphin Isles","No","No",""
"1","F10480341","X","3250","2601 NE 32nd St","","$1,290,000","2","3,024","I02","1975","7","Coral Ridge Galt Add 2","No","No",""
"1","A11875467","X","3380","1717 NE 12th St","","$1,270,000","6","¤2,664","I04","1962","10","¤PROGRESSO","No","No",""
"1","F10506370","X","3270","843 NE 17th Ave","","$1,250,000","","2,167","I02","1954","5","Progresso 2-18 D","Yes","No",""
"1","A11569837","X","3390","1033 NW 3rd Ave","","$1,250,000","4","¤4,485","I04","1958","8","¤PROGRESSO","No","No",""
"1","F10531649","X","3480","1247 SW 4","","$1,250,000","2","2,067","","1954","4","croissantpark","No","No",""
"1","R11102232","X","3700","440 NE 1st Avenue","","$1,250,000","2","1,337","I02","1958","","NORTH LAUDERDALE AMENDED ","No","No",""
"1","F10519209","X","3360","1129 NE 16th Avenue","","$1,249,900","4","2,840","","1964","","Progresso 2-18 D","No","No",""
"1","F10541362","X","3390","1202 NE 3rd Avenue","","$1,220,000","2","2,927","","1962","","Progresso 2-18 D","No","No",""
"1","F10449604","X","3390","1640 NW 5th Ave","","$1,200,000","2","2,177","I02","1951","4","Progresso 2-18 D","Yes","No",""
"1","F10453677","X","3470","911 SW 15th Ter","","$1,200,000","4","3,456","I04","1957","6","Riverside 3 7-17 B","No","No",""
"1","F10491513","X","3720","579 NW 41st St","","$1,199,000","","2,484","","1976","4","Prospect Gardens 22-26 B","No","No",""
"1","F10480591","X","3380","1451 NE 10th Ave","","$1,190,000","","1,365","I03","1950","6","Middle River terrace","No","No",""
"1","A11626653","X","3240","1413 NE 15th Ave","","$1,150,000","3","¤2,079","I03","1963","7","¤VERENA PARK","No","No",""
"1","F10531483","X","3370","924 NE 23rd Drive","","$1,150,000","2","1,844","","1959","","WILTON MANORS","Yes","No",""
"1","F10480680","X","3380","1408 NE 12 St","","$1,125,000","","1,976","I03","1951","8","PROGRESSO","No","No",""
"1","A11754856","X","3050","2217 NE 14th Ave","","$1,100,000","","¤2,607","I04","1959","6","¤EDGEWATER ESTATES 1ST ADD","Yes","No",""
"1","A11692419","X","3419","5 NE 16th Ct","","$1,100,000","","¤2,829","I02","1975","5","¤PLACIDO PLACE","No","No",""
"1","A11724166","X","3470","215 SW 19th Ave","","$1,100,000","","¤5,436","I04","1976","10","¤ROBERTSON PARK","Yes","No",""
"1","A11966315","X","3810","1028 NW 3rd Ave","","$1,100,000","4","¤2,586","I04","1970","4","¤PROGRESSO","No","No",""
"1","R10907067","X","3370","2606 NE 9 Avenue","","$1,099,900","3","1,200","","1958","","HIGHLAND ESTATES","Yes","No",""
"1","A11908735","X","3370","1416 NE 23rd St","","$1,099,000","","¤2,042","I02","1960","4","¤EDGEWATER ESTATES 1ST ADD","Yes","No",""
"1","F10492368","X","3380","1115 NE 15th Ave","","$1,095,000","5","2,826","I04","1952","8","Lake Ridge Gardens Condo","No","No",""
"1","F10424264","X","3480","825 SW 14th St","","$1,095,000","","2,850","I02","1968","4","Island View 33-2 B","No","No",""
"1","A11687533","X","3240","1413 NE 15th Ave","","$1,090,000","3","¤2,079","I02","1963","7","¤VERENA PARK","No","No",""
"1","A11565132","X","3419","5 NE 16th Ct","","$1,090,000","","¤2,829","I02","1975","5","¤PLACIDO PLACE","No","No",""
"1","F10428873","X","3810","740 NW 4th Ave","","$1,050,000","","2,232","I04","1962","5","Progresso 2-18 D","No","No",""
"1","R11065327","X","3360","1680 NE 34th Lane","","$1,025,000","2","1,984","","1966","","OAKLAND PARK SECOND ADD","Yes","No",""
"1","F10527802","X","3480","922 Orange Isle","","$1,025,000","2","2,531","","1985","","Mrs E F Marshalls Sub Rev","No","Yes",""
"1","A11706595","X","3270","1215 NE 6th St","","$1,020,000","4","¤2,534","I04","1970","8","¤PROGRESSO","No","No",""
"1","A11688861","X","3270","640 NW 10th Ter","","$1,000,000","","¤4,095","I04","1958","5","¤PROGRESSO","No","No",""
"1","A11693361","X","3260","2808 Middle River Dr","","$999,950","","¤2,882","I02","1966","9","¤CORAL RIDGE GALT ADD NO 1","No","No",""
"1","F10494460","X","3390","1640 NW 5th Ave","","$999,000","2","2,604","I02","1960","4","South Middle River","Yes","No",""
"1","A11936912","X","3600","509 SE 19th St","","$999,000","3","¤2,886","I03","1963","5","¤CROISSANT PARK","Yes","No",""
"1","F10473054","X","3390","749 NW 43rd St","","$995,000","","2,967","I03","1950","8","Prospect Gardens 22-26 B","No","No",""
"1","F10555757","X","3270","837 NE 17th Avenue","","$990,000","4","2,309","","1959","","Progresso 2-18 D","No","No",""
"1","F10437195","X","3470","1212 Middle St","","$990,000","3","1,602","I03","1959","8","Waverly Place 2-19 D","No","No",""
"1","F10498544","X","3380","1451 NE 10th Avenue","","$989,000","3","2,560","","1949","","Middle River Terrace","No","No",""
"1","A11796112","X","3312","317 SW 9th Ave","","$980,000","3","¤1,820","I03","1962","6","¤WAVERLY PLACE","No","No",""
"1","F10461888","X","3390","834-836 NW 3rd Ave","","$980,000","2","3,104","I02","2004","6","PROGRESSO","No","No",""
"1","A11726639","X","3460","623 NW 11 Ave","","$980,000","","¤2,833","I03","1951","5","¤PROGRESSO","No","No",""
"1","F10549182","X","3500","330 SW 20th Street","","$979,000","3","2,351","","1959","","Lauderdale 2-9 D","No","No",""
"1","F10427283","X","3470","1020 SW 15th Ter","","$975,000","","2,052","I04","1960","4","Riverside 3 7-17 B","No","No",""
"1","A11619623","X","3370","1408 NE 24th St","","$957,900","2","¤2,268","I02","1987","8","¤MIDDLE RIVER PLAZA","Yes","No",""
"1","F10450723","X","3380","1721-1723 NE 15th Ave","","$950,000","2","1,519","I02","1956","2","Poinsettia Heights","No","No",""
"1","A11534846","X","3390","1205 NW 2nd Ave","","$950,000","","2,000","I02","1952","4","¤PROGRESSO","No","No",""
"1","F10499995","X","3460","1133 NW 2nd Street","","$950,000","","1,620","I02","2024","4","Dorsey Riverbend","No","No",""
"1","F10538112","X","3470","528 SW 5th Avenue","","$950,000","4","1,651","","1952","","Ft Lauderdale B-40 D","No","No",""
"1","F10461376","X","3800","813 SW 2nd Ct","","$949,000","3","1,950","I03","1972","4","Bryan Sub Of Blk 21 Ft La","No","No",""
"1","A11544991","X","3360","3241 NE 17th Ave","","$930,000","2","","I02","1963","4","¤OAKLAND PARK SECOND ADD","No","No",""
"1","F10498405","X","3380","1334 NE 16th Ave","","$925,000","2","1,800","I02","1967","4","Progresso 2-18 D","Yes","No",""
"1","F10434959","X","3380","1334 NE 16th Ave","","$925,000","2","1,800","I02","1967","4","Progresso 2-18 D","Yes","No",""
"1","A11699326","X","3360","3241 NE 17th Ave","","$900,000","2","","I02","1963","4","¤OAKLAND PARK SECOND ADD","No","No",""
"1","A11901934","X","3450","798 NE 43 ST","","$900,000","","2,840","I02","2016","4","Floranada Center","No","No",""
"1","A11801209","X","3450","798 NE 43 ST","","$900,000","","2,840","I02","2016","4","Floranada Center","No","No",""
"1","F10453408","X","3480","909 SW 16th St","","$900,000","2","2,562","I02","1970","4","Mandarin Isle Add 69-13 B","No","No",""
"1","F10508733","X","3720","161 NW 40th St","","$899,000","5","2,940","I04","1970","8","Prospect Gardens 22-26 B","No","No",""
"1","F10471418","X","3380","1621 NE 16th Ter","","$895,900","2","2,442","I02","1955","2","Progresso 2-18 D","No","No",""
"1","F10535255","X","3370","2117 NE 14th Avenue","","$895,000","4","2,400","","1959","","Edgewater Estates 1st Add","No","No",""
"1","F10437137","X","3450","251 NE 40th St","","$895,000","3","2,638","I03","1969","10","Boniello Gardens 1 Add 66","No","No",""
"1","A11990300","X","3370","650 NE 15TH ST","","$890,000","2","","I02","1990","4","Lauderdale Gardens","No","No",""
"1","A11721396","X","3370","1408 NE 24th St","","$890,000","2","¤2,268","I02","1992","8","¤MIDDLE RIVER PLAZA","Yes","No",""
"1","R11023393","X","3380","1539-1541 NE 15 Avenue","","$890,000","","2,042","I02","1955","","ALLENWOOD ADD","No","No",""
"1","F10504866","X","3380","1621-1623 NE 16th Ter","","$885,000","2","2,342","I02","1955","2","Progresso 2-18 D","No","No",""
"1","F10450646","X","3810","736 NW 2nd Ave","","$885,000","","1,983","I02","1956","2","Progresso 2-18 D","No","No",""
"1","F10542963","X","3460","1204 NW 3rd Street","","$877,000","2","2,764","","2006","","Seminole Forest 14-16 B","No","No",""
"1","A11723076","X","3370","2125 NE 14th Ave","","$875,000","","¤2,499","I04","1970","5","¤EDGEWATER ESTATES 1ST ADD","No","No",""
"1","F10455112","X","3380","1215 NE 13th Ave","","$875,000","","1,284","I02","1948","6","PROGRESSO","No","No",""
"1","A11751441","X","3370","1717 NE 25th St","","$850,000","","¤3,151","I02","1975","6","¤MANOR SQUARE","No","No",""
"1","A11699321","X","3370","1026 NE 9th Ave","","$849,990","","¤1,892","I03","1980","4","¤PROGRESSO","No","No",""
"1","A11969714","X","3460","612 NW 10th Ter","","$849,900","","¤1,958","I03","1962","4","¤PROGRESSO","No","No",""
"1","F10438796","X","3810","741 NW 3rd Ave","","$849,500","","1,824","I04","1960","5","Progresso 2-18 D","No","No",""
"1","A11866037","X","3370","1613 NE 25th St","","$849,000","2","¤1,905","I02","1958","4","¤MANOR SQUARE","No","No",""
"1","F10536146","X","3380","1621-1623 NE 16th Terrace","","$849,000","2","2,342","","1955","","Progresso 2-18 D","No","No",""
"1","B26010072","X","3370","1405 NE 5th Terrace","","$848,990","4","2,106","","1949","","PROGRESSO","No","No",""
"1","A11877379","X","3450","1041 NE 35th St","","$830,000","","¤1,453","I03","1926","10","¤OAKLAND PARK SECOND ADD","No","No",""
"1","F10511605","X","3460","623 NW 11th Ave","","$830,000","","2,833","","1951","5","PROGRESSO","No","No",""
"1","A11726699","X","3450","901 NE 39th St","","$829,000","2","¤2,894","I02","1977","5","¤OAKLAND PARK SECOND ADD","No","No",""
"1","F10411604","X","3370","1235 NE 2nd Ave","","$825,000","","1,639","I02","1941","5","Progresso 2-18 D","No","No",""
"1","A11511589","X","3380","1304 NE 11th St","","$825,000","","¤1,439","I03","1965","4","¤PROGRESSO","No","No",""
"1","A11511586","X","3380","1044 NE 13th Ave","","$825,000","","¤1,512","I03","1970","4","¤PROGRESSO","No","No",""
"1","F10442894","X","3390","1021 NW 3rd Ave","","$825,000","4","2,480","I04","1970","5","Progresso 2-18 D","No","No",""
"1","R10975966","X","3370","1000 NE 17 Court","","$819,000","3","1,707","I03","1957","","LAUDERDALE PARK 6-33 1/2","No","No",""
"1","A11671887","X","3400","1519-1521 NW 8th Ave","","$815,000","2","¤2,504","I02","1969","4","¤PROGRESSO","No","No",""
"1","F10546683","X","3810","736 NW 2nd Avenue","","$815,000","2","1,943","","1956","","Progresso 2-18 D","No","No",""
"1","A11583936","X","3390","206 NE 13th St","","$800,000","3","¤1,158","I03","1949","6","¤PROGRESSO","No","No",""
"1","F10424942","X","3400","1420 NW 20th St","","$800,000","","2,044","I02","1973","4","Ft Lauderdale Estates 76-","No","No",""
"1","F10416164","X","3400","1461 NW 20th Ct","","$800,000","2","2,044","I02","1973","2","Ft Lauderdale Estates 76-","No","No",""
"1","F10416158","X","3400","1440 NW 20th Ct","","$800,000","2","2,128","I02","1973","2","Ft Lauderdale Estates 76-","No","No",""
"1","F10416156","X","3400","1441 NW 21st St","","$800,000","2","2,044","I02","1973","2","Ft Lauderdale Estates 76-","No","No",""
"1","R11102264","X","3700","104 NE 5th Street","","$800,000","","1,470","I02","1935","","NORTH LAUDERDALE AMENDED ","No","No",""
"1","A11916814","X","3570","353 SW 19th Ave","","$799,999","","¤2,525","I03","1967","6","¤ROBERTSON PARK","No","No",""
"1","A11799181","X","3380","1411 NE 12th St","","$799,900","3","¤1,752","I02","1959","6","¤PROGRESSO","No","No",""
"1","F10491481","X","3390","1128 NW 5th Ct","","$799,000","4","2,468","I02","1987","4","Tuskegee Park 3-9 B","No","No",""
"1","F10485704","X","3390","1709 NW 6th Ave","","$799,000","","1,152","I02","1958","5","Progresso 2-18 D","No","No",""
"1","R10978303","X","3700","104 NE 5th Street","","$795,000","2","1,470","I02","1935","","NORTH LAUDERDALE AMENDED ","No","No",""
"1","F10438266","X","3360","3450 NE 13th Ave","","$790,000","2","1,940","I02","1988","4","Oakland Park First Add 2-","No","No",""
"1","A11691773","X","3380","1236 NE 16th Ave","","$789,500","2","¤1,359","I02","1959","5","¤PROGRESSO","No","No",""
"1","A11909113","X","3050","1236 NE 16th Ave","","$789,000","","¤1,359","I02","1959","5","¤PROGRESSO","No","No",""
"1","R11037503","X","3370","823-825 NW 30th Court Unit#1-2","","$789,000","2","2,156","I02","1967","","OAKLAND BOULEVARD","No","No",""
"1","A11724163","X","3370","1417 NE 22nd St","","$785,000","","¤1,791","I03","1975","0","¤EDGEWATER ESTATES 1ST ADD","No","No",""
"1","A11631854","X","3480","830 SW 14th St","","$785,000","","¤2,313","I02","1967","8","¤ISLAND VIEW","No","No",""
"1","F10459559","X","3380","2011 NE 17th St","","$780,000","","1,938","I02","1952","5","Lauder-Gate 26-48 B","No","No",""
"1","R11147563","X","3470","1113 SW 15th Avenue","","$780,000","","1,883","I03","1964","","RIVERSIDE","No","No",""
"1","A11842332","X","3600","1901 Miami Rd","","$780,000","3","¤1,980","I03","1969","3","¤EVERGLADE LAND SALES CO","No","No",""
"1","A11613044","X","3390","1035 NW 8th Ave","","$775,000","","¤2,554","I02","1971","10","¤PROGRESSO","No","No",""
"1","F10492808","X","3470","410 SW 10 St","","$764,000","","1,892","I02","1950","6","LAUDERDALE","No","No",""
"1","F10461417","X","3360","3468 NE 17th Ave","","$750,000","2","1,998","I02","1960","5","OAKLAND PARK SECOND ADD","No","No",""
"1","A11720130","X","3380","1700 NE 12th St","","$750,000","","¤1,484","I02","1953","3","¤PROGRESSO","No","No",""
"1","A11715673","X","3400","1538 NE 5th Ave","","$750,000","","¤1,557","I02","1963","5","Middle river Terrace","No","No",""
"1","F10544251","X","3480","516 SW 15th Street","","$750,000","2","2,764","","1952","","Lauderdale 2-9 D","No","No",""
"1","A11633714","X","3480","1727 SW 21st St","","$750,000","2","¤2,273","I02","1970","2","¤OSCEOLA PARK","No","No",""
"1","A11633702","X","3480","1723 SW 21st St","","$750,000","2","¤2,273","I02","1970","2","¤OSCEOLA PARK","No","No",""
"1","F10488111","X","3600","900 SE 12th St","","$750,000","","1,615","I02","1953","4","Everglade Land Sales Co F","No","No",""
"1","F10476611","X","3360","3042 NE 13th Ave","","$749,999","","1,638","I02","1965","4","Ocean Blvd Park 21-45 B","No","No",""
"1","F10438231","X","3360","3200 NE 13th Ave","","$749,000","2","1,633","I02","1961","4","Oakland Park 2-38 B","No","No",""
"1","A11778264","X","3450","901 NE 40th St","","$745,000","","¤1,548","I03","1959","7","Oakland Park","No","No",""
"1","F10506513","X","3470","801 SW 10th Street","","$740,000","2","1,320","","1964","","TARPON RIVER","No","No",""
