"","MLS # Link","St","Area","Address","Current Price","Total Acreage","Property SqFt","Lot Description","ZN","Subdivision Name","Road Description","Waterfront Property (Y/N)","Style of Property","Type of Property","Sale Price"
"1001","A11982658","PS","32","5215 Biscayne Blvd","$3,800,000","13,970.0000","13,970","","¤4801","BAYSHORE PLAZA UNIT NO 2","","No","Zoned Multifamily","Residential",""
"1001","A11995755","PS","49","6375 SW 125th Ave","$3,750,000","4.3200","188,179","4 To Less Than 5 Acre Lot","¤8900","0","","No","Zoned Residential","Residential",""
"1001","B26017902","PS","5440","260 E Lakewood Road","$3,750,000","0.2796","","1/4 To Less Than 1/2 Acre Lot, Corner Lot, Less Than 1 Acre","SF14 (city)","LAKEWOOD","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome",""
"1001","R11159543","PS","4120","25 Sabal Island Drive","$3,595,000","0.3209","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RSF","MCCORMICK MILE","City/County Maintained","Yes","","Unimproved Agri/Recreatn/Moblhome",""
"1001","T20044896","PS","6341 Indian River – Southeast County","605 9th Street","$3,200,000","10.0000","","","Commerci","","","No","","Other",""
"1001","A12005995","PS","32","1051 NE 83rd St","$2,950,000","0.3400","14,744","1/4 To Less Than 1/2 Acre Lot","¤0100","ADEMAR PARK AMD PL","","Yes","Zoned Residential","Residential",""
"1001","R11092953","PS","5100","18189 49th Terrace","$2,900,000","0.4300","","1/4 To Less Than 1/2 Acre Lot, West Of US 1","RES","Loxahatchee River","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome",""
"1001","A11995336","PS","41","1630 S Bayshore Dr","$2,500,000","0.2070","9,036","Less Than 1/4 Acre Lot","¤0100","GLENCOE A SUB","","No","Zoned Residential","Residential",""
"1001","A12014500","PS","32","1101 NE 83rd","$2,450,000","0.2893","","Less Than 1/4 Acre Lot","0100/SINGLE FAMILY","BAYSHORE ESTATES","Paved Road","Yes","Zoned Residential","Residential",""
"1001","A12014113","PS","32","1121 NE 83rd st","$2,450,000","0.2893","","Less Than 1/4 Acre Lot","","BAYSHORE ESTATES","City/County Maintained","Yes","Zoned Residential","Residential",""
"1001","A12014045","PS","32","1131 NE 83rd","$2,450,000","0.2893","","","","BAYSHORE ESTATES","","Yes","Zoned Residential","Residential",""
"1001","A11771596","PS","41","2960 Whitehead Street","$2,400,000","0.2204","9,600","1/4 To Less Than 1/2 Acre Lot, East Of US 1, Oversized Lot","¤5700","MUNDYS","Paved Road","No","Zoned Duplex","Residential",""
"1001","A11896675","PS","3880","2045 SW 127th Ave","$2,250,000","4.4500","233,727","4 To Less Than 5 Acre Lot","¤A-1","FLAMINGO GROVES","","No","Zoned Residential","Residential",""
"1001","R10896148","PS","5440","6508 Washington Road","$2,050,000","0.2640","","1/4 To Less Than 1/2 Acre Lot","SF7(ci","GLADEPORT TRS E THRU H","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome",""
"1001","T20051759","PS","6050","36 S Sewalls Point Road","$2,000,000","0.9740","","","resident","","","Yes","","Single",""
"1001","A12029300","PS","40","7931 SW 59th Ave","$1,950,000","0.2900","12,800","1/4 To Less Than 1/2 Acre Lot","¤0800","DAVIS HIGHLANDS","","No","Zoned Residential","Residential",""
"1001","B26010520","PS","6120","1500 SE Cove Road","$1,950,000","2.3800","","2 To Less Than 3 Acre Lot, Corner Lot","RES M A-1 FARMS","WACO FIELD PLACE","County Road, City/County Maintained, Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome",""
"1001","F10548066","PS","3600","1104 S Rio Vista Boulevard","$1,850,000","0.1800","8,014","Less Than 1/4 Acre Lot","RS-8","Rio Vista Isles","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1001","B26036846","PS","4260","498 NE 14th Street","$1,650,000","0.2273","","Less Than 1/4 Acre Lot, Less Than 1 Acre","R1D (city)","WHISEM UNIT B","Other Road","No","","Unimproved Agri/Recreatn/Moblhome",""
"1001","A11974147","PS","28","19401 SW 264th St","$1,600,000","5.0000","217,800","","¤9000","X","","No","Zoned Residential","Residential",""
"1001","A11885564","PS","31","181 NW 41st St","$1,500,000","0.3300","14,400","","¤4801","BUENA VISTA HEIGHTS ADDN","","No","Zoned Multifamily","Residential",""
"1001","A12039764","PS","50","15701 SW 187th Ave","$1,500,000","5.4800","238,709","","¤8900","REDLAND","","No","Zoned Residential","Residential",""
"1001","T20052196","PS","7110","8605 Indian River Drive","$1,500,000","7.6600","","","","","","Yes","","Single",""
"1001","B26046880","PS","5440","325 Franklin Road","$1,495,000","0.2525","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","SF7 (city)","BROADMOOR","","No","","Unimproved Agri/Recreatn/Moblhome",""
"1001","R11055858","PS","5520","3530 Aiken Ct Court","$1,350,000","2.7400","","2 To Less Than 3 Acre Lot, Cul-De-Sac Lot","PUD—PLANNED UNI","SOUTHFIELDS PHASE I WELLIN","Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome",""
"1001","A11842355","PS","5940 Florida Other","1432 SILVER LAKE RD","$1,290,000","60.0000","2,613,600","","","MUSE","","No","Zoned Residential","Residential",""
"1001","A12015572","PS","31","5001 NW 1st Ave","$1,200,000","0.2000","8,618","Less Than 1/4 Acre Lot","¤0104","RAILWAY SHOPS ADDN 2ND AM","City/County Maintained","No","Zoned Residential","Residential",""
"1001","B26032974","PS","5290","5811 Carry Back Road","$990,000","1.0000","","1 To Less Than 2 Acre Lot, Cul-De-Sac Lot","RE (city)","STEEPLECHASE","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome",""
