"","MLS # Link","St","Area","Address","Current Price","Total Acreage","Property SqFt","Lot Description","ZN","Subdivision Name","Road Description","Waterfront Property (Y/N)","Style of Property","Type of Property","Sale Price"
"1","A11432979","C","3470","1127 SW 9th Ave","$984,000","0.2009","8,750","Less Than 1/4 Acre Lot","¤RS-8","JOLLY FIELDS","Paved Road, Public Road","Yes","Zoned Residential","Residential",""
"1","F10475751","C","3270","622 NE 8th Ave","$900,000","0.1549","6,750","Other Lot Description","","PROGRESSO","","No","Zoned Residential","Residential",""
"1","F10456083","C","3470","806-808 Tequesta St","$899,000","0.3213","14,000","Less Than 1/4 Acre Lot","","BRYAN SUBDIVISION","Paved Road, Public Road","No","Zoned Residential","Residential",""
"1","A11843967","C","3480","1220 SW 17th St","$870,000","0.2800","12,358","","¤RS-8","YELLOWSTONE PARK AMEN PLA","","No","Zoned Residential","Other",""
"1","F10545470","C","3270","739 NE 17th Road","$860,000","0.1100","4,814","Less Than 1/4 Acre Lot","RCS-15","VICTORIA PARK","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10481420","C","3600","1223 Cordova Road","$850,000","0.1600","7,000","Less Than 1/4 Acre Lot, East Of US 1","Resident","Lauderdale Harbors","","No","Zoned Residential","Residential",""
"1","F10490644","C","3390","55 NE 25th St","$849,000","0.2860","12,497","","RM-16","Petite","","No","Zoned Multifamily","Residential",""
"1","A11608317","C","3470","1023 W Las Olas Blvd","$840,000","0.2238","9,750","","¤RML-25","WAVERLY PLACE","","No","Zoned Residential","Residential",""
"1","A11717274","C","3140","4557 Poinciana St","$799,999","0.1473","6,415","Less Than 1/4 Acre Lot","¤RM-25","LAUDERDALE BY THE SEA","","No","Zoned Multifamily","Residential",""
"1","F10545461","C","3270","742 NE 17th Avenue","$799,000","0.1100","4,814","Less Than 1/4 Acre Lot","RCS-15","VICTORIA PARK","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10480640","C","3470","806-808 Tequesta St","$775,000","0.3213","14,000","Less Than 1/4 Acre Lot","","BRYAN SUBDIVISION","Paved Road, Public Road","No","Zoned Residential","Residential",""
"1","R11056770","C","3240","1020 NE 16th Terrace","$760,000","0.1600","","Less Than 1/4 Acre Lot","RMM-25","PROGRESSO","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome",""
"1","A11830563","C","3500","214/216 SW 9th ST","$698,997","","3,323","Less Than 1/4 Acre Lot","RD-15","LAUDERDALE","","No","","Other",""
"1","A11730484","C","3370","516 NE 28th Dr","$675,000","0.1600","7,005","","¤RS-5","TROPICAL MANORS","","No","Zoned Residential","Residential",""
"1","A11719797","C","3380","1120 NE 15th Ave","$649,000","0.1492","6,502","Less Than 1/4 Acre Lot","¤RC-15","PROGRESSO","","No","Zoned Duplex","Other",""
"1","A11715599","C","3380","1120 NE 15th Ave","$649,000","0.1492","6,502","","¤RC-15","PROGRESSO","","No","Zoned Duplex","Other",""
"1","A11772315","C","3800","501 SE 21st St","$599,999","0.1556","6,776","Less Than 1/4 Acre Lot","¤RMM-25","CROISSANT PARK","","No","Zoned Multifamily","Residential",""
"1","F10505981","C","3424","833 NW 12th Ave","$599,000","0.2000","8,975","","RMM-25","Lincoln Park Third Add 7-","","No","Zoned Residential","Residential",""
"1","A11653840","C","3470","807 SW 12th Ave","$575,000","0.1500","6,500","Less Than 1/4 Acre Lot","¤RD-15","RIVERSIDE ADD AMEN PLAT","","No","Zoned Duplex","Residential",""
"1","R10997298","C","3470","604 SW 7th Street","$510,000","0.1492","","Less Than 1/4 Acre Lot","RD-15","Tarpon River","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome",""
"1","A11517257","C","3360","1547 NE 35th St","$505,000","0.2500","11,598","","¤R-1","OAKLAND PARK SECOND ADD","","No","Zoned Residential","Residential",""
"1","F10532846","C","3450","800 NE 43rd Street","$499,999","0.2500","","Less Than 1/4 Acre Lot","RES","FLORANADA CENTER 9-51 B","Paved Road, Public Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10529502","C","3450","800 NE 43rd Street","$499,000","0.2500","","Less Than 1/4 Acre Lot","RES","FLORANADA CENTER 9-51 B","Paved Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10447862","C","3470","806 Tequesta St","$499,000","0.1600","7,000","Less Than 1/4 Acre Lot","RML25","BRYAN SUBDIVISION","Paved Road, Public Road","No","Zoned Residential","Residential",""
"1","F10466853","C","3240","203 SW 10th St","$495,000","0.2500","10,751","1/4 To Less Than 1/2 Acre Lot, Oversized Lot, West Of US 1","RD-15","LAUDERDALE","Paved Road","No","Zoned Residential","Residential",""
"1","F10518984","C","3390","509 NW 21st St","$465,000","0.2500","10,445","Less Than 1/4 Acre Lot","RS-5","MEADOWBROOK","Legal Access Road, City/County Maintained, Paved Road","No","Zoned Residential","Residential",""
"1","A11734632","C","3600","1801 SE 17th St","$460,000","0.0000","","1/2 To Less Than 3/4 Acre Lot","¤B-1","PORT MARINA CONDO","Paved Road, Private Road","Yes","Boat Dock or Dockominium","Dockominium",""
"1","A11745653","C","3360","1547 NE 35th St","$455,000","0.2500","11,598","","¤R-1","OAKLAND PARK SECOND ADD","","No","Zoned Residential","Residential",""
"1","F10516973","C","3450","3250 NE 3rd Ave","$449,000","0.1440","6,294","Less Than 1/4 Acre Lot","","Oakland Park Second Add 1","Paved Road, Public Road","No","Zoned Residential","Residential",""
"1","F10516916","C","3450","3210 NE 3rd Ave","$400,000","0.1549","6,750","Less Than 1/4 Acre Lot","R-1","Oakland Park Second Add 1","","No","Zoned Residential","Residential",""
"1","A11767338","C","3600","902 SE 13th St","$399,000","0.0780","3,375","","","EVERGLADE LAND SALES CO","","No","Zoned Duplex","Residential",""
"1","A11767333","C","3600","904 SE 13th St","$399,000","0.0780","3,375","","¤RML-25","EVERGLADE LAND SALES CO","","No","Zoned Duplex","Residential",""
"1","A11853678","C","3390","1445 NW 7th Ter","$315,000","0.2300","10,134","","¤RDS-15","PROGRESSO","","No","Zoned Multifamily","Residential",""
"1","A11959867","C","3480","1316 SW 20 St","$295,000","0.1984","8,644","","","LAUDERDALE GROVES AMEND","","No","Zoned Residential","Residential",""
"1","F10473052","C","3390","732 NW 43rd Ct","$199,000","0.1500","","","R-1","Prospect Gardens 22-26 B","","No","Zoned Residential","Residential",""
"1","A11737978","C","3390","1615 NW 8th Ave","$185,000","0.1600","6,747","","¤RDS-15","PROGRESSO","","No","Zoned Residential","Residential",""
"1","F10490930","C","3560","0000 NW 6TH CT","$169,000","0.1263","5,501","Less Than 1/4 Acre Lot","rs-6","WASHINGTON PARK THIRD","City/County Maintained, Paved Road, Public Road","No","Zoned Residential","Residential",""
"1","F10463119","C","3470","Riverside SW 20th Ave","$150,000","0.0855","3,728","","RD-15","Riverside Park 7-24 B","","No","Zoned Duplex","Residential",""
"1","F10550084","C","3460","1609 NW 5th Street","$139,999","0.1068","","Less Than 1/4 Acre Lot","RS-8","Dorsey Park Second Add 23","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10471424","C","3490","SW 27 Ct","$139,990","0.1100","4,738","","","HIBISCUS GARDENS","","No","Zoned Residential","Residential",""
"1","A11706229","C","3460","531 NW 7th Terrace","$75,000","0.1550","6,750","Less Than 1/4 Acre Lot","¤RMM-25","NORTH LAUDERDALE","","No","Zoned Residential","Other",""
"1","A11675729","C","3460","908 NW 13th Ave","$55,000","0.0573","2,500","","¤RMM-25","LINCOLN PARK FOURTH ADD","","No","Zoned Residential","Residential",""
"1","A11561549","C","3390","908 NW 13th ave","$45,000","0.0573","2,500","","¤RMM-25","LINCOLN PARK FOURTH ADD","","No","Zoned Residential","Residential",""
"1","A11870857","C","3280","2000 Sunrise Key Blvd (Dock for Lease)","$5,000","0.2600","11,400","1/4 To Less Than 1/2 Acre Lot","¤RS-4.4","SUNRISE KEY","Legal Access Road","Yes","Boat Dock or Dockominium","Other",""
"1","A11970496","C","3580","2001 SW 23rd Ave","$2,500","0.1600","7,000","Less Than 1/4 Acre Lot","¤RS-8","FLAMINGO PARK SEC","Public Road","Yes","Boat Dock or Dockominium","Residential",""
"1","R11120317","C","3470","1512 SW 5th Street Unit#Dock","$1,250","","","Less Than 1/4 Acre Lot","RS-8","GILL ISLES","Public Road","Yes","","",""
"1","A11793602","C","3050","320 Hendricks Isle","$1,200","0.0000","6,250","Less Than 1/4 Acre Lot","¤RMM-25","VICTORIA ISLES","Other Road","Yes","Boat Dock or Dockominium","Dockominium",""
"1","A11686235","C","3280","90 Isle Of Venice Dr","$1,000","0.0000","","","¤RMM-25","ISLE OF VENICE APTS INC C","","Yes","Zoned Multifamily","Residential",""
"1","A11645932","C","3280","90 Isle Of Venice Dr","$1,000","0.0000","","","¤RMM-25","ISLE OF VENICE APTS","","Yes","Zoned Multifamily","Residential",""
"1","A11664015","C","3250","3040 NE 44th St","$1","0.2800","12,219","1/4 To Less Than 1/2 Acre Lot","¤RS-8","CORAL RIDGE COUNTRY CLUB","Other Road","Yes","Boat Dock or Dockominium","Residential",""
"1","A11973614","T","3280","416 Coconut Isle Dr","$3,595,000","0.2152","9,375","","¤RS-8","Las Olas Isles","","Yes","Zoned Residential","Residential",""
"1","F10467670","T","3160","3320 NE 16th Court","$2,750,000","0.0000","12,400","","RS-8","Las Olas By The Sea Ext 3","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10541973","W","3160","2900 N Atlantic Blvd","$7,800,000","0.2230","9,712","1/4 To Less Than 1/2 Acre Lot","RS-8","Lauderdale Beach 4-2 B","Public Road","Yes","Zoned Residential","Other",""
"1","F10541818","W","3470","281-311 SW 14th Way","$4,630,000","0.7200","31,250","1/2 To Less Than 3/4 Acre Lot","RS-8","River Highlands","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10534426","W","3600","1725 SE 13th Street","$3,950,000","0.2500","7,700","Less Than 1/4 Acre Lot","RS-8","Lauderdale Harbors Sec A","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","A12012785","W","3280","0 14th St","$3,200,000","0.2500","8,800","","¤RS-8","LAUDERDALE HARBORS SECTIO","","Yes","Zoned Residential","Other",""
"1","F10519730","W","3800","121 S Rose Dr","$1,700,000","0.8500","37,406","3/4 To Less Than 1 Acre Lot, Oversized Lot","ROA","PLACIDENA FIRST UNIT","City/County Maintained","Yes","Zoned Residential","Residential",""
"1","F10544037","W","3470","281 SW 14th Way","$1,200,000","0.1782","7,762","Less Than 1/4 Acre Lot, Cul-De-Sac Lot, Less Than 1 Acre","RS-8","River Highlands 10-3 B","City/County Maintained, Paved Road","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10540581","W","3470","291 SW 14 Way","$1,200,000","0.1783","7,766","Less Than 1/4 Acre Lot, Cul-De-Sac Lot, Less Than 1 Acre","RS-8","River Highlands 10-3 B","City/County Maintained, Paved Road","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10540897","W","3470","311 SW 14 Way","$950,000","0.1623","7,070","Less Than 1/4 Acre Lot","RS-8","River Highlands 10-3 B","City/County Maintained","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10523212","X","3280","1000 Riviera Isle Drive","$29,995,000","1.2100","52,656","1 To Less Than 2 Acre Lot","RS-8","Kents Island 15-22 B","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10530936","X","3280","1000 Riviera Isle Drive","$19,995,000","0.4500","19,688","1/4 To Less Than 1/2 Acre Lot","","Kents Island 15-22 B","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10417605","X","3280","1000 SE 25th Avenue","$19,995,000","0.6800","29,542","1/2 To Less Than 3/4 Acre Lot","","Kents Island 15-22 B","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10538062","X","3280","2617 Aqua Vista Blv","$12,900,000","0.3000","","","","Las Olas Seven Isles","","Yes","Zoned Residential","Residential",""
"1","F10448411","X","3160","623 Bayshore Drive","$11,900,000","0.4020","17,000","","IO-A","Birch Ocean Front Sub 2","","Yes","Zoned Multifamily","Unimproved Agri/Recreatn/Moblhome",""
"1","F10448625","X","3280","2617 Aqua Vista Blv","$10,900,000","0.2800","","","","AQUA VISTA","","Yes","Zoned Residential","Residential",""
"1","F10347762","X","3600","1813 SE 10th Street","$10,900,000","0.3400","15,000","1/4 To Less Than 1/2 Acre Lot","","RIO VISTA ISLES","Public Road","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10530937","X","3280","1010 Riviera Isle Drive","$9,995,000","0.4100","17,999","1/4 To Less Than 1/2 Acre Lot","","Kents Island 15-22 B","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10493538","X","3490","1031 SW 28th Street","$9,900,000","5.2400","43,560","","RD-15","Edgewood","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10545490","X","3170","2455 Del Lago Drive","$9,800,000","0.3600","15,750","1/4 To Less Than 1/2 Acre Lot","RS-4.4","Del Lago Isle 42-2 B","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","B26016106","X","3170","2455 Del Lago Drive","$8,900,000","0.3600","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RS-4.4","DEL LAGO ISLE","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome",""
"1","F10432885","X","3280","2701 Aqua Vista Boulevard","$8,600,000","0.2800","12,259","","RS-4.4","Sea Island","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10445866","X","3280","1700 Brickell Drive","$6,995,000","0.4700","20,391","","RS-8","COLEE HAMMOCK","","Yes","Zoned Residential","Residential",""
"1","A11600292","X","3470","700 & 710 SW 12th Ave","$6,600,000","0.7700","33,605","3/4 To Less Than 1 Acre Lot","¤RS-8","RIVERSIDE PARK","City/County Maintained, Paved Road, Public Road","Yes","Zoned Residential","Residential",""
"1","A11521152","X","3600","1531 SE 12th Ct","$6,499,000","0.1770","7,700","Less Than 1/4 Acre Lot, East Of US 1, Oversized Lot","¤RS-8","LAUDERDALE HARBORS SEC A","City/County Maintained, Paved Road","Yes","Zoned Residential","Residential",""
"1","A11572471","X","3270","2810 E Oakland Park Blvd","$5,999,999","0.7500","","","¤RMH-25","OAKLAND OCEAN MILE","","No","Zoned Multifamily","Residential",""
"1","F10485978","X","3280","17 SE 17th Ave","$5,400,000","0.2800","12,500","","","Colee Hammock 1-17 B","","No","Zoned Residential","Residential",""
"1","F10455652","X","3260","2799 NE 15th St","$5,150,000","0.4010","17,506","1/4 To Less Than 1/2 Acre Lot","RMM-25","Coral Ridge 21-50 B","","Yes","Zoned Multifamily","Residential",""
"1","F10441243","X","3280","455 Bontona Avenue","$4,900,000","0.2904","12,650","1/4 To Less Than 1/2 Acre Lot","RS-8","Venice","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10423863","X","3260","1832-1836 Coral Ridge Drive","$4,500,000","0.6150","26,800","","RC-15","Livermore Estates 19-11 B","City/County Maintained","No","Zoned Multifamily","Unimproved Agri/Recreatn/Moblhome",""
"1","F10467679","X","3270","929 NE 17th Way","$4,500,000","4,649.0000","20,250","","RMM-25","Progresso 2-18 D","","No","Zoned Multifamily","Other",""
"1","F10513137","X","3600","1524 SE 13th St","$4,449,000","0.1768","7,700","Less Than 1/4 Acre Lot","RS-8","Lauderdale Harbors Sec A","City/County Maintained, Paved Road, Public Road","Yes","Zoned Residential","Residential",""
"1","F10460214","X","3600","1209 N Rio Vista Blvd","$4,199,000","0.3000","","1/4 To Less Than 1/2 Acre Lot","RS-8","Rio Vista C J Hectors Res","","Yes","Zoned Residential","Residential",""
"1","A11220738","X","3280","430 Royal Plaza Dr","$4,000,000","0.2750","12,000","","","STILWELL ISLES","","Yes","Zoned Residential","Residential",""
"1","A11884317","X","3370","929 NE 17 way","$3,995,000","0.4600","","Corner Lot","RMM-25","Victoria Park Corr Plat","","No","Zoned Residential","Residential",""
"1","A11468446","X","3280","18 Fiesta Way","$3,800,000","0.2344","10,200","","¤RS-4.4","NURMI ISLES ISLAND NO 3","","Yes","Zoned Residential","Residential",""
"1","F10451096","X","3160","2856 NE 26th Place","$3,350,000","0.2500","11,403","Less Than 1/4 Acre Lot","RS-4.4","Coral Ridge Galt Add 1","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10410364","X","3570","1551 Davie Boulevard","$3,295,000","1.1000","49,530","","RM15","RIVERSIDE NO 3","City/County Maintained","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10503776","X","3570","1551 Davie Boulevard","$3,250,000","1.1000","49,530","","RM15","RIVERSIDE NO 3","City/County Maintained","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","F10496912","X","3280","324-328 SE 25th Avenue","$3,198,000","0.3440","15,000","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RS-8","Idlewyld - Riviera Isle","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","A11677828","X","3280","19 Fiesta Way","$3,195,000","0.2479","10,800","","¤RS-4.4","NURMI ISLES ISLAND NO 3","","Yes","Zoned Residential","Residential",""
"1","F10505874","X","3570","521 SW 3rd Avenue","$3,000,000","0.3300","14,500","","RAC-SMU","Ft Lauderdale B-40 D","","No","Zoned Multifamily","Unimproved Agri/Recreatn/Moblhome",""
"1","F10493300","X","3570","521 SW 3rd Avenue","$3,000,000","0.3300","14,500","","RAC-SMU","Ft Lauderdale B-40 D","","No","Zoned Multifamily","Unimproved Agri/Recreatn/Moblhome",""
"1","F10457724","X","3570","521 SW 3rd Avenue","$3,000,000","0.3300","14,500","","RAC-SMU","Ft Lauderdale B-40 D","","No","Zoned Multifamily","Unimproved Agri/Recreatn/Moblhome",""
"1","F10515808","X","3700","412 NE 2nd Ave","$2,800,000","0.2926","12,750","1/4 To Less Than 1/2 Acre Lot","RAC-CC","NORTH LAUDERDALE AMENDED","City/County Maintained","No","Zoned Multifamily","Residential",""
"1","F10370734","X","3121","239 Hibiscus Avenue","$2,750,000","0.3100","13,909","","RD-10","Silver Shores","","Yes","Zoned Duplex","Unimproved Agri/Recreatn/Moblhome",""
"1","A11597970","X","3470","710 SW 12th Ave","$2,750,000","0.3100","13,797","","¤RS-8","RIVERSIDE ADD AMEN PLAT","City/County Maintained, Public Road","Yes","Zoned Residential","Residential",""
"1","F10446512","X","3170","1236 E Lake Dr","$2,470,000","0.2996","13,050","","RS-4.4","Harbor Beach","","No","Zoned Residential","Residential",""
"1","F10452575","X","3250","4700 NE 23 Ave","$2,399,000","0.4820","21,000","","RS-4.4","Coral Ridge Country Club","","No","Zoned Residential","Other",""
"1","F10467421","X","3380","908 NE 17th Ave","$2,000,000","2,324.0000","10,125","","RMM-25","Progresso 2-18 D","","No","Zoned Residential","Residential",""
"1","F10374528","X","3470","1399 Pina Del Rio","$1,975,000","0.3300","14,250","","","RiverSound","","Yes","Zoned Residential","Residential",""
"1","A11598420","X","3250","1383 Ne 34 Ct","$1,950,000","0.5600","24,560","1/2 To Less Than 3/4 Acre Lot","R-6","OAKLAND PARK","City/County Maintained, Paved Road, Public Road","No","Zoned Multifamily","Residential",""
"1","A11855304","X","3470","1501 SW 4th Ct","$1,950,000","0.2280","9,934","Less Than 1/4 Acre Lot","¤RS-8","GILL ISLES","City/County Maintained, Paved Road, Public Road","Yes","Zoned Residential","Residential",""
"1","F10473442","X","3270","548 NE 9th Ave","$1,925,000","0.2800","12,150","1/4 To Less Than 1/2 Acre Lot","RS-8","Victoria Park","","No","Zoned Residential","Residential",""
"1","F10492146","X","3270","459 NE 15th Ave","$1,899,999","0.2840","12,366","1/4 To Less Than 1/2 Acre Lot","RC-15","Las Olas Park Corr 6-12 B","","No","Zoned Residential","Residential",""
"1","F10468551","X","3470","333 SW 14th Way","$1,895,000","0.2300","","Less Than 1/4 Acre Lot","","SAILBOAT BEND","City/County Maintained","Yes","Zoned Residential","Residential",""
"1","F10456981","X","3470","333 14th Way","$1,895,000","0.2300","","Less Than 1/4 Acre Lot","","SAILBOAT BEND","City/County Maintained","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","R11136132","X","3600","1248 Cordova Road","$1,875,000","0.2000","","Less Than 1/4 Acre Lot, Less Than 1 Acre","RS-8","LAUDERDALE HARBORS","City/County Maintained, Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome",""
"1","F10475947","X","3480","2323 SW 19th Ave","$1,775,000","1.0220","44,551","1 To Less Than 2 Acre Lot","RD-15","River Oaks","Paved Road, Public Road","No","Zoned Multifamily","Residential",""
"1","F10520886","X","3450","1383 NE 34th Ct","$1,700,000","0.5700","8,048","1/2 To Less Than 3/4 Acre Lot","TD (12 U","Oakland Park 2-38 B","City/County Maintained, Paved Road, Public Road","No","Zoned Multifamily","Residential",""
"1","F10430546","X","3150","3312 NE 37th St","$1,699,000","0.1840","8,000","","RS-8","BERMUDA-RIVIERA SUB","","Yes","Zoned Residential","Residential",""
"1","F10488988","X","3550","2014 NW 28th St","$1,673,000","1.7500","14,998","1 To Less Than 2 Acre Lot","R-1","Middle River Gardens 22-4","","No","Zoned Multifamily","Other",""
"1","A11665801","X","3130","2018 NE 31st Ave","$1,650,000","0.2000","8,250","","¤RS-8","LAUDERDALE BEACH EXT","","No","Zoned Residential","Residential",""
"1","F10450661","X","3270","434 NE 7th Avenue","$1,599,999","0.1800","7,830","Less Than 1/4 Acre Lot","RMM-25","Victoria Park","Public Road","No","Zoned Multifamily","Residential",""
"1","F10429672","X","3280","1213 SE 1st St","$1,550,000","0.1600","6,750","Less Than 1/4 Acre Lot","RM-15","Colee Hammock 1-17 B","","No","Zoned Multifamily","Residential",""
"1","A11681275","X","3380","827 NE 14th Pl","$1,500,000","0.2162","9,416","Less Than 1/4 Acre Lot","¤RMM-25","DIXIE PARK","Paved Road","No","Zoned Residential","Residential",""
"1","A11498346","X","3480","1201 Guava Isle","$1,500,000","0.1800","7,950","","¤RS-8","SOUTH NEW RIVER ISLES SEC","","Yes","Zoned Residential","Residential",""
"1","A11664849","X","3360","1816 1818 Middle River Dr","$1,490,000","0.2200","9,776","","¤RC-15","LIVERMORE ESTATES","","No","Zoned Duplex","Residential",""
"1","A11535910","X","3360","1302 NE 32nd St","$1,450,000","0.2000","8,697","Less Than 1/4 Acre Lot","¤RM-16","OAKLAND PARK","","No","Zoned Residential","Residential",""
"1","F10403693","X","3690","2323 W State Road 84","$1,395,000","0.1200","5,586","Less Than 1/4 Acre Lot","B-2","Yacht Haven 157-17 B","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome",""
"1","A11949002","X","3460","501 NW 7th Ter","$1,300,000","0.4650","20,250","","¤RMM-25","NORTH LAUDERDALE","City/County Maintained, Public Road","No","Zoned Multifamily","Other",""
"1","F10533579","X","3160","2713 NE 33rd Avenue","$1,295,000","0.2200","9,778","Less Than 1/4 Acre Lot","RD-15","Dolphin Isles","Public Road","No","Zoned Duplex","Unimproved Agri/Recreatn/Moblhome",""
