"PERIOD_BEGIN"	"PERIOD_END"	"PERIOD_DURATION"	"REGION_TYPE"	"REGION_TYPE_ID"	"TABLE_ID"	"IS_SEASONALLY_ADJUSTED"	"REGION"	"CITY"	"STATE"	"STATE_CODE"	"PROPERTY_TYPE"	"PROPERTY_TYPE_ID"	"MEDIAN_SALE_PRICE"	"MEDIAN_SALE_PRICE_MOM"	"MEDIAN_SALE_PRICE_YOY"	"MEDIAN_LIST_PRICE"	"MEDIAN_LIST_PRICE_MOM"	"MEDIAN_LIST_PRICE_YOY"	"MEDIAN_PPSF"	"MEDIAN_PPSF_MOM"	"MEDIAN_PPSF_YOY"	"MEDIAN_LIST_PPSF"	"MEDIAN_LIST_PPSF_MOM"	"MEDIAN_LIST_PPSF_YOY"	"HOMES_SOLD"	"HOMES_SOLD_MOM"	"HOMES_SOLD_YOY"	"PENDING_SALES"	"PENDING_SALES_MOM"	"PENDING_SALES_YOY"	"NEW_LISTINGS"	"NEW_LISTINGS_MOM"	"NEW_LISTINGS_YOY"	"INVENTORY"	"INVENTORY_MOM"	"INVENTORY_YOY"	"MONTHS_OF_SUPPLY"	"MONTHS_OF_SUPPLY_MOM"	"MONTHS_OF_SUPPLY_YOY"	"MEDIAN_DOM"	"MEDIAN_DOM_MOM"	"MEDIAN_DOM_YOY"	"AVG_SALE_TO_LIST"	"AVG_SALE_TO_LIST_MOM"	"AVG_SALE_TO_LIST_YOY"	"SOLD_ABOVE_LIST"	"SOLD_ABOVE_LIST_MOM"	"SOLD_ABOVE_LIST_YOY"	"PRICE_DROPS"	"PRICE_DROPS_MOM"	"PRICE_DROPS_YOY"	"OFF_MARKET_IN_TWO_WEEKS"	"OFF_MARKET_IN_TWO_WEEKS_MOM"	"OFF_MARKET_IN_TWO_WEEKS_YOY"	"PARENT_METRO_REGION"	"PARENT_METRO_REGION_METRO_CODE"	"LAST_UPDATED"
"2025-08-01"	"2025-10-31"	90	"neighborhood"	1	55983	false	"Fort Lauderdale, FL - Melrose Park"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	475000	-0.01554404145	-0.02363823227	514900	0.0402020202	0.0402020202	247.663551402	-0.1447153349	-0.1380894893	291.334661355	0.04644768337	-0.08362006519	9	0.125	0.125	10	0.1111111111	0.1111111111	17	0.1333333333	0.3076923077	20	0.05263157895	0.3333333333	NA	NA	NA	48	-8	-7.5	0.9842048616	-0.006784236196	-0.01606601567	0.2222222222	-0.02777777778	-0.1527777778	NA	NA	NA	0.2	-0.02222222222	-0.1333333333	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2017-03-01"	"2017-05-31"	90	"neighborhood"	1	130358	false	"Fort Lauderdale, FL - Durrs"	"Fort Lauderdale"	"Florida"	"FL"	"Multi-Family (2-4 Unit)"	4	108500	0	-0.09583333333	159500	0.3291666667	-0.3421323984	123.295454545	0	0.4363315328	156.862745098	0.1503267974	-0.09935265972	1	0	-0.5	2	-0.3333333333	-0.3333333333	2	1	0	2	1	-0.5	NA	NA	NA	6	0	-207.5	0.9041666667	0	-0.07279256023	0	0	-0.5	NA	NA	NA	0.5	0.1666666667	0.5	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-09-01"	"2014-11-30"	90	"neighborhood"	1	132015	false	"Fort Lauderdale, FL - Poinciana Park"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	330000	0	NA	387450	-0.1667741935	NA	305.838739574	0	NA	206.201689199	0.1006292314	NA	1	0	NA	NA	NA	NA	2	1	NA	2	1	NA	NA	NA	NA	203	0	NA	0.825	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2017-08-01"	"2017-10-31"	90	"neighborhood"	1	56181	false	"Fort Lauderdale, FL - Coral Ridge"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	648500	-0.101800554	-0.1839687933	544000	-0.3674418605	-0.1466666667	290.306048073	-0.09613565544	-0.1494668166	349.417475728	0.0244558922	-0.031006944	12	0.3333333333	2	8	-0.4285714286	3	11	-0.3125	0.1	26	0.04	0.2380952381	NA	NA	NA	73	4	-90.5	0.9484832194	-0.006513462552	0.01368796284	0	0	0	NA	NA	NA	0.125	-0.01785714286	0.125	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2018-05-01"	"2018-07-31"	90	"neighborhood"	1	139342	false	"Fort Lauderdale, FL - Central Beach"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	580000	0.007316067125	-0.1726105563	620746	-0.0002480270575	-0.3465831579	795.011691348	0.8818008694	0.9219407638	804.645387269	-0.01803576415	0.08999648294	145	0.02112676056	5.904761905	143	-0.006944444444	8.533333333	174	-0.01694915254	5.96	77	0.05479452055	1.75	NA	NA	NA	21	0	-105	0.9932373086	0.0009787119969	0.0449252445	0.2206896552	-0.004662457504	0.1730706076	NA	NA	NA	0.2797202797	0.001942501943	0.2797202797	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-02-01"	"2014-04-30"	90	"neighborhood"	1	55674	false	"Fort Lauderdale, FL - River Oaks"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	217950	0.01372093023	1.476704545	180000	0.1392405063	1.25	157.532991202	-0.2555793945	0.3649825943	161.764705882	0.1633505225	0.3790441176	8	0.1428571429	-0.2727272727	12	0.2	0.09090909091	17	0.1333333333	NA	17	0.1333333333	0.8888888889	NA	NA	NA	40.5	-5.5	-88.5	0.9573624459	0.02312739508	-0.05896227064	0.125	0.125	-0.1477272727	NA	NA	NA	0.3333333333	-0.06666666667	0.3333333333	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2019-06-01"	"2019-08-31"	90	"neighborhood"	1	56251	false	"Fort Lauderdale, FL - Palm Aire Village West"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	260000	-0.1998769041	-0.2129559558	312000	-0.08208296558	-0.1054738122	176.197836167	0.05640247856	-0.2073010329	190.110339839	-0.02288095411	-0.07226154159	5	0.25	0.25	5	0	0.25	6	0.2	-0.1428571429	3	0	0	NA	NA	NA	16	-6	2.5	0.9423322715	-0.006564829422	-0.04809020288	0	0	0	NA	NA	NA	0.4	0.2	-0.35	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2024-03-01"	"2024-05-31"	90	"neighborhood"	1	141186	false	"Fort Lauderdale, FL - Riviera Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	627500	0	-0.07516580693	542449.5	0	-0.3159527112	345.479138421	0	-0.2395924874	367.859929795	0	-0.1924305798	2	0	-0.5	4	1	0.3333333333	4	-0.3333333333	1	7	-0.125	6	NA	NA	NA	166.5	0	121	0.9571904389	0	-0.011237195	0	0	0	NA	NA	NA	0	0	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-04-01"	"2014-06-30"	90	"neighborhood"	1	55870	false	"Fort Lauderdale, FL - Flamingo Park"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	165000	0	-0.08333333333	125000	-0.1661107405	-0.2419648272	136.549707602	0	-0.1374610136	91.753605719	-0.3719866613	-0.2655514694	5	0	4	6	-0.3333333333	2	2	-0.7142857143	NA	3	0	-0.625	NA	NA	NA	27	0	14	0.9798386642	0	-0.1117319847	0.2	0	-0.8	NA	NA	NA	0.1666666667	0.05555555556	-0.3333333333	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2012-07-01"	"2012-09-30"	90	"neighborhood"	1	395833	false	"Fort Lauderdale, FL - Lauder del Mar"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	152500	NA	-0.0712545676	272000	NA	NA	272.321428571	NA	0.1775165304	357.791353383	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7820512821	NA	-0.3916442147	0	NA	-1	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2019-08-01"	"2019-10-31"	90	"neighborhood"	1	55703	false	"Fort Lauderdale, FL - Imperial Point"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	144000	0	0.2576419214	132495	0.1521304348	0.1348608137	130.909090909	0	0.06936995344	139.623015873	-0.08133159269	0.1264484498	1	-0.6666666667	-0.875	3	-0.4	-0.5	6	-0.1428571429	-0.25	12	0.09090909091	0.3333333333	NA	NA	NA	84	-212	-23.5	0.9736308316	-0.006374963779	0.0135097714	0	0	0	NA	NA	NA	0.3333333333	0.3333333333	0.3333333333	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2026-01-01"	"2026-03-31"	90	"neighborhood"	1	766499	false	"Fort Lauderdale, FL - North Beach Neighborhood District"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	533750	-0.2347670251	-0.422972973	712250	0.2072033898	0.04742647059	633.204971763	0.1222841376	0.0208031666	670.918367347	-0.009088861598	-0.1362428205	10	0.6666666667	0.4285714286	20	1.857142857	0.6666666667	42	0.0243902439	0.07692307692	119	-0.07751937984	0.776119403	NA	NA	NA	270	142	113	0.9220037423	0.003118987493	0.03147062942	0	0	0	NA	NA	NA	0.05	-0.09285714286	0.05	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2019-06-01"	"2019-08-31"	90	"neighborhood"	1	55674	false	"Fort Lauderdale, FL - River Oaks"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	149950	-0.01993464052	0.2141700405	156900	0	0.06408952187	165.048543689	0	-0.07735158364	177.993527508	0	0.05095541401	4	0	0.3333333333	6	0.5	0.5	7	0	0.75	6	0	1	NA	NA	NA	30.5	-12	3.5	0.9523494346	-0.02769823051	0.003297791396	0	-0.25	0	NA	NA	NA	0.1666666667	-0.08333333333	0.1666666667	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2021-04-01"	"2021-06-30"	90	"neighborhood"	1	55743	false	"Fort Lauderdale, FL - Lauderdale Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	682500	0.02631578947	0.70625	699000	0.1184	0.2720655141	379.189420043	0.09542149088	0.3858145711	444.852941176	0.1310575281	0.3863626747	6	0.2	1	10	0.4285714286	0.6666666667	11	0.2222222222	0.8333333333	6	0	-0.1428571429	NA	NA	NA	48.5	4.5	-80.5	0.9615236806	-0.01259393287	0.01880099301	0.1666666667	-0.03333333333	0.1666666667	NA	NA	NA	0.1	0.1	-0.06666666667	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2016-02-01"	"2016-04-30"	90	"neighborhood"	1	55967	false	"Fort Lauderdale, FL - Bal Harbour"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	980000	NA	0.4626865672	997000	NA	0.4167969305	535.519125683	NA	0.5186363266	453.181818182	NA	0.758116191	1	NA	0	1	NA	-0.5	1	NA	0	2	NA	NA	NA	NA	NA	238	NA	-90	0.98	NA	0.02148783977	0	NA	0	NA	NA	NA	0	NA	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2022-01-01"	"2022-03-31"	90	"neighborhood"	1	141201	false	"Fort Lauderdale, FL - Coral Ridge Country Club Estates"	"Fort Lauderdale"	"Florida"	"FL"	"Townhouse"	13	770000	NA	0.4128440367	709000	NA	NA	473.846153846	NA	0.4128440367	436.307692308	NA	NA	1	NA	0	1	NA	0	2	NA	NA	1	NA	NA	NA	NA	NA	49	NA	-74	1.041948579	NA	0.07734680925	1	NA	1	NA	NA	NA	1	NA	1	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2016-03-01"	"2016-05-31"	90	"neighborhood"	1	140963	false	"Fort Lauderdale, FL - Coral Ridge Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	425000	0.2686567164	0.976744186	475000	0	0.4965343415	196.759259259	0.08129491432	0.4328165479	229.468599034	0	0.3188171002	1	-0.6666666667	-0.5	NA	NA	NA	1	0	-0.8571428571	4	0	-0.4285714286	NA	NA	NA	46	-151	-100.5	0.9681093394	0.007778206831	0.05610227643	0	0	0	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-09-01"	"2014-11-30"	90	"neighborhood"	1	399412	false	"Fort Lauderdale, FL - Palm Aire Village East"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	152500	0.08928571429	0.5721649485	124950	0.1628718607	-0.31702651	102.087209334	0.0996250834	0.4081720215	104.602040816	0.231731074	-0.1306830609	6	-0.1428571429	1	4	-0.3333333333	0	6	0	0	8	0.1428571429	-0.2727272727	NA	NA	NA	91.5	-13.5	42.5	0.9875237427	-0.02157752434	-0.1027999143	0.3333333333	-0.09523809524	0	NA	NA	NA	0	-0.3333333333	-0.5	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2015-11-01"	"2016-01-31"	90	"neighborhood"	1	143694	false	"Fort Lauderdale, FL - Sunrise Intracoastal"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	170000	0	0.05263157895	175000	0.07725453986	-0.1860465116	287.648054146	0	0.6037707598	316.068376068	-0.005153652279	-0.1385299145	1	0	-0.5	1	NA	0	5	-0.1666666667	-0.2857142857	14	-0.06666666667	0.4	NA	NA	NA	184	0	124.5	0.8952080042	0	-0.05259284026	0	0	0	NA	NA	NA	0	NA	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2021-09-01"	"2021-11-30"	90	"neighborhood"	1	134211	false	"Fort Lauderdale, FL - Middle River Terrace"	"Fort Lauderdale"	"Florida"	"FL"	"Townhouse"	13	260000	0	NA	675000	1.596153846	NA	256.916996047	0	NA	323.275862069	0.2582891247	NA	1	0	NA	NA	NA	NA	1	0	NA	1	NA	NA	NA	NA	NA	8	0	NA	1	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2022-06-01"	"2022-08-31"	90	"neighborhood"	1	135778	false	"Fort Lauderdale, FL - Hendricks & Venice Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	1066500	-0.07180156658	1.806578947	1021000	-0.1343789741	-0.402836672	694.189600585	0.06301510659	0.5426435569	745.255474453	0.2337024011	0.06729979476	2	-0.5	-0.7777777778	2	1	-0.75	3	0.5	-0.7	8	0	-0.2727272727	NA	NA	NA	13.5	0	-67.5	1.046387945	0.02471117171	0.07229743167	1	0.25	0.7777777778	NA	NA	NA	1	0	0.75	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2017-03-01"	"2017-05-31"	90	"neighborhood"	1	392975	false	"Fort Lauderdale, FL - Waverly Place"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	382500	NA	0.3660714286	382450	NA	0.3663808503	280.630961115	NA	0.3710826957	269.698524629	NA	0.3181406991	1	NA	0	1	NA	0	2	NA	1	1	NA	NA	NA	NA	NA	6	NA	-19	0.9683544304	NA	-0.03200284007	0	NA	-1	NA	NA	NA	1	NA	1	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2016-11-01"	"2017-01-31"	90	"neighborhood"	1	145286	false	"Fort Lauderdale, FL - Edgewood"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	199000	0.08152173913	-0.04326923077	285000	0.1924686192	0.3636363636	165.226781857	0.08780195306	0.05375661997	194.244604317	0	0.07581627006	5	0.25	-0.375	8	0	-0.2	5	-0.2857142857	-0.2857142857	4	-0.2	-0.2	NA	NA	NA	45	-6	-17.5	0.905291119	-0.02607248943	-0.1177033516	0.2	-0.05	-0.05	NA	NA	NA	0	0	-0.2	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-05-01"	"2014-07-31"	90	"neighborhood"	1	549571	false	"Fort Lauderdale, FL - Middle River Park"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	295000	-0.5478927203	-0.7541666667	NA	NA	NA	231.37254902	-0.2230593342	-0.03594771242	NA	NA	NA	1	-0.5	0	NA	NA	NA	NA	NA	NA	2	0	0	NA	NA	NA	4	-14	-242	0.9866220736	0.03212382218	0.2124280257	0	0	0	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2018-01-01"	"2018-03-31"	90	"neighborhood"	1	395980	false	"Fort Lauderdale, FL - Livermore Estates"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	825000	0.2222222222	NA	NA	NA	NA	335.365853659	0.1195979175	NA	NA	NA	NA	4	0	NA	1	-0.75	NA	NA	NA	NA	4	-0.2	NA	NA	NA	NA	158.5	41	NA	0.9775751568	0.004267331933	NA	0	0	NA	NA	NA	NA	0	0	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2018-12-01"	"2019-02-28"	90	"neighborhood"	1	140963	false	"Fort Lauderdale, FL - Coral Ridge Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	105000	-0.07488986784	NA	152450	0.03006756757	NA	178.571428571	0.1633602743	NA	172.394636015	-0.04408328022	NA	1	-0.5	NA	1	0	NA	2	-0.3333333333	NA	2	0	NA	NA	NA	NA	22	4.5	NA	0.9554140127	0.004838789315	NA	0	0	NA	NA	NA	NA	0	0	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2012-12-01"	"2013-02-28"	90	"neighborhood"	1	55967	false	"Fort Lauderdale, FL - Bal Harbour"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	735000	0.05	1.59763209	1099000	0	0.5370629371	322.286102788	0.03361757251	0.7350146825	341.941505912	0	0.4254222709	2	-0.3333333333	0	2	-0.3333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972027972	0.01248284426	-0.01796702547	0	0	0	NA	NA	NA	0	0	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2020-07-01"	"2020-09-30"	90	"neighborhood"	1	56181	false	"Fort Lauderdale, FL - Coral Ridge"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	1177500	0.1586715867	-0.05097723151	1250000	-0.03623747109	0.3668671405	344.387755102	-0.1582006772	-0.1709665571	505.747126437	-0.03529076633	0.1917767923	7	0.75	2.5	8	-0.1111111111	0	13	0.3	0.625	11	0.2222222222	-0.2666666667	NA	NA	NA	75	-28.5	-81	0.9557658411	0.009315651308	0.04691853259	0.1428571429	0.1428571429	0.1428571429	NA	NA	NA	0.25	0.02777777778	0.25	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2017-10-01"	"2017-12-31"	90	"neighborhood"	1	140963	false	"Fort Lauderdale, FL - Coral Ridge Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Multi-Family (2-4 Unit)"	4	345000	NA	NA	479000	NA	NA	138.331996792	NA	NA	258.639308855	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	112	NA	NA	0.9081337194	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2026-02-01"	"2026-04-30"	90	"neighborhood"	1	136351	false	"Fort Lauderdale, FL - Dolphin Isles"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	2000000	-0.1071428571	NA	1500000	-0.0160708429	NA	732.984293194	0	NA	792.507204611	0.02381159616	NA	3	0	NA	6	0.2	NA	3	-0.5	NA	4	-0.3333333333	NA	NA	NA	NA	50	-204	NA	0.9676090732	0.03296580911	NA	0	0	NA	NA	NA	NA	0.1666666667	-0.2333333333	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2025-10-01"	"2025-12-31"	90	"neighborhood"	1	392242	false	"Fort Lauderdale, FL - River of Croissant Park"	"Fort Lauderdale"	"Florida"	"FL"	"Townhouse"	13	933500	-0.131627907	NA	1687000	0.0550343965	NA	654.235221137	-0.3920176875	NA	524.878779832	-0.05200130322	NA	2	1	NA	2	0	NA	2	1	NA	3	0	NA	NA	NA	NA	140	23	NA	0.9533405006	0.01855789187	NA	0	0	NA	NA	NA	NA	0	0	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-11-01"	"2015-01-31"	90	"neighborhood"	1	56379	false	"Fort Lauderdale, FL - Downtown Fort Lauderdale"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	312000	0.04	0.1142857143	325000	-0.07142857143	0.08369456485	277.777777778	0.1491491491	0.1041666667	283.096926714	0	0.0294464894	11	-0.2666666667	-0.1538461538	11	-0.1538461538	-0.1538461538	17	-0.1052631579	0.8888888889	33	0.1785714286	0.5	NA	NA	NA	78	-26	5.5	0.9556416711	-0.002066332329	-0.009987029164	0.1818181818	-0.01818181818	0.1048951049	NA	NA	NA	0	0	-0.07692307692	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2023-12-01"	"2024-02-29"	90	"neighborhood"	1	55984	false	"Fort Lauderdale, FL - Victoria Park"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	1400000	0.12	0.3861386139	940000	0.06818181818	-0.06	673.748124619	0.1974829193	0.1543005925	462.410113219	0.0636033239	-0.09380031503	6	-0.5	-0.4	13	0.1818181818	-0.2352941176	38	0.1875	0.3103448276	62	0.06896551724	0.3777777778	NA	NA	NA	60	-8	-0.5	0.9649877715	0.01816809085	0.0166574038	0.1666666667	0.08333333333	0.1666666667	NA	NA	NA	0.2307692308	0.04895104895	-0.004524886878	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2015-10-01"	"2015-12-31"	90	"neighborhood"	1	139342	false	"Fort Lauderdale, FL - Central Beach"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	577750	-0.06095083299	0.1555	935000	0.1835443038	0.8335130895	415.192182056	0.2202235345	0.01785764386	650.778116152	0.2355582044	0.8764493658	18	0.2857142857	1.571428571	16	0.2307692308	0.6	34	0.4782608696	1.428571429	61	0.1296296296	0.8484848485	NA	NA	NA	124.5	0.5	-7.5	0.944803041	0.0001333588784	-0.003350222705	0.05555555556	-0.01587301587	-0.0873015873	NA	NA	NA	0.0625	-0.01442307692	-0.1375	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2019-04-01"	"2019-06-30"	90	"neighborhood"	1	56348	false	"Fort Lauderdale, FL - Tarpon River"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	316000	-0.001579778831	0.3799126638	250000	0	-0.2421946044	284.147557328	-0.07397492939	0.3403186666	206.4	0.03776536313	-0.2764185041	3	0.5	-0.5714285714	4	0	-0.2	9	0.8	2	9	0.2857142857	0.5	NA	NA	NA	142	60.5	96	0.9541332096	0.009087241341	-0.004216920768	0.3333333333	-0.1666666667	0.3333333333	NA	NA	NA	0	0	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2016-03-01"	"2016-05-31"	90	"neighborhood"	1	133131	false	"Fort Lauderdale, FL - Sunset"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	249950	-0.03846893633	0.3886111111	245000	-0.01606425703	0.3246823466	179.173896279	0.05122574326	0.5976339085	173.512747875	0	0.4147161205	8	1	0.1428571429	9	0.125	-0.1818181818	7	0	-0.125	3	0	-0.6666666667	NA	NA	NA	38	7.5	-20	0.9762732046	-0.0113612416	0.01582777627	0.375	-0.125	0.08928571429	NA	NA	NA	0.1111111111	-0.01388888889	-0.07070707071	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-07-01"	"2014-09-30"	90	"neighborhood"	1	766460	false	"Fort Lauderdale, FL - Central Beach Entertainment District"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	800000	NA	5.451612903	999000	NA	0.07592891761	408.580183861	NA	1.273551023	524.409448819	NA	0.09141232675	1	NA	-0.6666666667	3	NA	0.5	2	NA	-0.5	7	NA	-0.3	NA	NA	NA	132	NA	-207	0.8648648649	NA	-0.1275247851	0	NA	0	NA	NA	NA	0	NA	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2025-08-01"	"2025-10-31"	90	"neighborhood"	1	56071	false	"Fort Lauderdale, FL - Knoll Ridge"	"Fort Lauderdale"	"Florida"	"FL"	"Condo/Co-op"	3	165000	0	-0.02941176471	209000	0.1176470588	0.6076923077	322.8962818	0	0.1324639671	298.571428571	-0.03914097679	0.378021978	1	0	-0.5	1	0	NA	1	-0.5	0	1	0	-0.75	NA	NA	NA	11	0	-18	1	0	0.08628414511	0	0	0	NA	NA	NA	1	0	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2013-06-01"	"2013-08-31"	90	"neighborhood"	1	56070	false	"Fort Lauderdale, FL - Lake Ridge"	"Fort Lauderdale"	"Florida"	"FL"	"Single Family Residential"	6	151000	-0.4147286822	NA	187450	-0.2348979592	NA	100.199071002	-0.3230124627	NA	176.498743223	-0.2572644724	NA	3	0.5	NA	NA	NA	NA	2	1	NA	2	1	NA	NA	NA	NA	567	401	NA	1.074216395	0.2194544897	NA	0.3333333333	0.3333333333	NA	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2013-01-01"	"2013-03-31"	90	"neighborhood"	1	134211	false	"Fort Lauderdale, FL - Middle River Terrace"	"Fort Lauderdale"	"Florida"	"FL"	"Multi-Family (2-4 Unit)"	4	151000	0	0.006666666667	189994	0.2666266667	0.06768193313	97.45607671	0	0.1204861492	140.925663318	0.009987984235	0.3679689042	2	0	0	1	0	-0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9233333333	0	0.05504106057	0	0	0	NA	NA	NA	0	0	0	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2012-04-01"	"2012-06-30"	90	"neighborhood"	1	392975	false	"Fort Lauderdale, FL - Waverly Place"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	212000	0	NA	1595000	NA	NA	214.574898785	0	NA	406.991579485	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
"2014-08-01"	"2014-10-31"	90	"neighborhood"	1	134211	false	"Fort Lauderdale, FL - Middle River Terrace"	"Fort Lauderdale"	"Florida"	"FL"	"All Residential"	-1	310000	1.320793562	1.032786885	120700	-0.1952796853	-0.3647368421	200.551132884	0.6320537972	0.7881739778	138.033124973	0.0767301568	0.0490517498	3	-0.5	-0.625	5	-0.1666666667	-0.375	8	0.6	0.1428571429	12	0.3333333333	0.5	NA	NA	NA	60	19.5	-6.5	0.9145038901	-0.05969869572	-0.03304093811	0	-0.1666666667	-0.125	NA	NA	NA	0.2	0.03333333333	0.075	"Fort Lauderdale, FL"	22744	"2026-06-02 14:33:24.470 Z"
