status,area,neighborhood,list_price,sale_price,beds,fbaths,hbaths,sqft,ptype,year_built,garage,pool,waterfront,lot_sqft,baths,age,ask_ppsf,sale_ppsf,discount,geo
Sold,3160,Selene Oceanfront,2000000.0,1977000.0,2,3,0.0,1890.0,Condo,2025.0,1.0,False,False,,3.0,1.0,1058.2010582010582,1046.031746031746,0.0115,AREA_3160
Sold,3270,Victoria Park,2000000.0,1800000.0,5,3,0.0,2944.0,Single Family,1952.0,0.0,True,False,11453.0,3.0,74.0,679.3478260869565,611.4130434782609,0.1,Victoria Park
Sold,3270,Victoria Park,2000000.0,1920000.0,4,3,0.0,2042.0,Single Family,1945.0,0.0,True,False,9958.0,3.0,81.0,979.4319294809011,940.254652301665,0.04,Victoria Park
Sold,3280,Lauderdale Shores Corr,2000000.0,2000000.0,3,2,0.0,1420.0,Single Family,1941.0,1.0,True,True,7800.0,2.0,85.0,1408.4507042253522,1408.4507042253522,0.0,AREA_3280
Sold,3370,Wilton Manors,2000000.0,1950000.0,4,4,0.0,2881.0,Single Family,2015.0,2.0,True,False,14944.0,4.0,11.0,694.2034015966678,676.8483165567511,0.025,Wilton Manors
Sold,3480,Citrus Isles,2000000.0,1975000.0,3,2,0.0,1900.0,Single Family,1955.0,2.0,False,True,11000.0,2.0,71.0,1052.6315789473683,1039.4736842105262,0.0125,AREA_3480
Sold,3600,Lauderdale Harbors,2000000.0,1802000.0,3,2,0.0,1184.0,Single Family,1953.0,0.0,False,True,,2.0,73.0,1689.1891891891892,1521.9594594594594,0.099,Lauderdale Harbors
Sold,3800,Las Olas,2000000.0,1725000.0,3,3,1.0,3470.0,Condo,2004.0,1.0,False,True,,3.5,22.0,576.3688760806916,497.11815561959656,0.1375,Las Olas
Sold,3170,Las Olas,1999999.0,1400500.0,3,4,0.0,2950.0,Condo,2006.0,1.0,False,True,,4.0,20.0,677.9657627118644,474.7457627118644,0.29974964987482494,Las Olas
Sold,3280,Aqualuna Las Olas Aqualuna,1999999.0,1875000.0,3,2,0.0,2590.0,Condo,2016.0,2.0,False,True,,2.0,10.0,772.2003861003861,723.9382239382239,0.06249953124976562,AREA_3280
Sold,3290,Coral Ridge Galt,1999999.0,1875000.0,4,3,1.0,3093.0,Single Family,1952.0,0.0,True,True,12116.0,3.5,74.0,646.6210798577433,606.2075654704171,0.06249953124976562,Coral Ridge Galt
Sold,3170,Harbour Heights,1999000.0,1875000.0,4,3,0.0,2681.0,Single Family,1955.0,2.0,True,False,9375.0,3.0,71.0,745.6173069750093,699.3659082431928,0.062031015507753876,Harbour Heights
Sold,3170,Selene Oceanfront Residen,1999000.0,1700000.0,2,2,1.0,1707.0,Condo,2025.0,1.0,False,True,0.0,2.5,1.0,1171.0603397773873,995.8992384299942,0.14957478739369684,Selene Oceanfront Residen
Sold,3260,Riva Residences,1999000.0,1900000.0,3,3,1.0,2251.0,Condo,2018.0,2.0,False,True,,3.5,8.0,888.0497556641493,844.0693025322079,0.04952476238119059,AREA_3260
Sold,3280,Aqua Vita,1999000.0,1860000.0,2,2,0.0,2321.0,Condo,2015.0,2.0,False,True,,2.0,11.0,861.2666953899181,801.3787160706592,0.06953476738369184,AREA_3280
Sold,3370,Wilton Manors,1999000.0,1999000.0,4,3,0.0,2796.0,Single Family,2025.0,2.0,True,False,9373.0,3.0,1.0,714.9499284692417,714.9499284692417,0.0,Wilton Manors
Sold,3600,Portside Yacht Club,1999000.0,1830500.0,2,2,1.0,2530.0,Townhouse,1981.0,2.0,False,True,,2.5,45.0,790.1185770750989,723.5177865612649,0.08429214607303652,AREA_3600
Sold,3600,Rio Vista,1999000.0,1800000.0,4,3,1.0,2240.0,Single Family,1972.0,0.0,False,False,4993.0,3.5,54.0,892.4107142857143,803.5714285714286,0.09954977488744372,Rio Vista
Sold,3800,Las Olas,1998000.0,1975000.0,3,2,1.0,2395.0,Condo,2020.0,2.0,False,False,,2.5,6.0,834.2379958246347,824.634655532359,0.011511511511511512,Las Olas
Sold,3160,Atlantic Hotel,1995000.0,1875000.0,2,2,1.0,2450.0,Condo,2004.0,1.0,False,True,,2.5,22.0,814.2857142857143,765.3061224489796,0.06015037593984962,AREA_3160
Sold,3170,Point Americas Phase Point Americas,1995000.0,1650000.0,2,2,,2170.0,Condo,1971.0,1.0,False,True,,2.0,55.0,919.3548387096774,760.36866359447,0.17293233082706766,AREA_3170
Sold,3260,Aquablu,1995000.0,1700000.0,2,2,0.0,2136.0,Condo,2018.0,2.0,False,True,0.0,2.0,8.0,933.9887640449438,795.8801498127341,0.14786967418546365,AREA_3260
Sold,3260,Water Edge,1995000.0,1885000.0,3,3,1.0,3051.0,Townhouse,2014.0,2.0,False,True,,3.5,12.0,653.8839724680432,617.8302196001312,0.05513784461152882,AREA_3260
Sold,3270,Victoria Park,1995000.0,1850000.0,4,3,1.0,3260.0,Single Family,2006.0,2.0,True,False,,3.5,20.0,611.963190184049,567.4846625766871,0.07268170426065163,Victoria Park
Sold,3270,Waverly Las Olas,1995000.0,1995000.0,5,4,1.0,5103.0,Condo,2005.0,4.0,False,False,,4.5,21.0,390.94650205761315,390.94650205761315,0.0,Waverly Las Olas
Sold,3270,Victoria Park,1995000.0,2065000.0,5,5,1.0,3500.0,Single Family,2023.0,2.0,True,False,6250.0,5.5,3.0,570.0,590.0,-0.03508771929824561,Victoria Park
Sold,3280,Las Olas,1995000.0,1900000.0,3,3,0.0,2635.0,Condo,2005.0,2.0,False,True,0.0,3.0,21.0,757.1157495256167,721.0626185958255,0.047619047619047616,Las Olas
Sold,3820,Beverly Las Olas,1995000.0,1975000.0,3,3,1.0,3033.0,Townhouse,2023.0,2.0,True,False,1743.0,3.5,3.0,657.7645895153314,651.17045829212,0.010025062656641603,AREA_3820
Sold,3160,Selene Oceanfront Residen,1990000.0,1850000.0,2,2,1.0,1680.0,Condo,2025.0,2.0,False,True,,2.5,1.0,1184.5238095238096,1101.1904761904761,0.07035175879396985,Selene Oceanfront Residen
Sold,3170,Point Americas Phase Point Americas Ii,1990000.0,1750000.0,4,3,1.0,3621.0,Condo,1971.0,2.0,False,True,,3.5,55.0,549.5719414526374,483.2919083126208,0.12060301507537688,AREA_3170
Sold,3260,Beach Way Heights,1990000.0,1890000.0,3,3,0.0,1803.0,Single Family,1951.0,2.0,False,True,13491.0,3.0,75.0,1103.7160288408209,1048.252911813644,0.05025125628140704,AREA_3260
Sold,3370,Letarte,1990000.0,1700000.0,3,3,1.0,2867.0,Single Family,2005.0,2.0,True,False,11896.0,3.5,21.0,694.1053365887688,592.9543076386467,0.1457286432160804,AREA_3370
Sold,3470,River Highlands,1990000.0,1850000.0,3,3,0.0,1395.0,Single Family,1971.0,0.0,True,True,15789.0,3.0,55.0,1426.5232974910393,1326.1648745519713,0.07035175879396985,AREA_3470
Sold,3480,River Oaks,1990000.0,1800000.0,5,5,0.0,3000.0,Single Family,2024.0,2.0,True,False,6650.0,5.0,2.0,663.3333333333334,600.0,0.09547738693467336,River Oaks
Sold,3280,Las Olas,1985000.0,1985000.0,3,3,1.0,2635.0,Condo,2005.0,2.0,False,True,,3.5,21.0,753.3206831119545,753.3206831119545,0.0,Las Olas
Sold,3160,Palms,1950000.0,1875000.0,3,2,1.0,2623.0,Condo,1999.0,1.0,False,True,,2.5,27.0,743.4235608082348,714.830346930995,0.038461538461538464,AREA_3160
Sold,3170,Harbor Beach,1950000.0,1862000.0,6,3,0.0,2706.0,Single Family,1950.0,0.0,True,False,9456.0,3.0,76.0,720.6208425720621,688.1005173688101,0.04512820512820513,Harbor Beach
Sold,3270,Victoria Park,1950000.0,1725000.0,3,2,2.0,3074.0,Townhouse,2023.0,2.0,False,False,,3.0,3.0,634.3526350032531,561.1581001951854,0.11538461538461539,Victoria Park
Sold,3370,Contemporary Middle River,1950000.0,1750000.0,3,2,1.0,3583.0,Villa,2025.0,2.0,False,True,,2.5,1.0,544.2366731789003,488.41752721183366,0.10256410256410256,AREA_3370
Sold,3380,Poinsettia Heights,1950000.0,1850000.0,5,4,1.0,3391.0,Single Family,2023.0,2.0,True,False,6754.0,4.5,3.0,575.0516071955176,545.561781185491,0.05128205128205128,Poinsettia Heights
Sold,3480,South New River Isles,1950000.0,2225000.0,5,6,1.0,4177.0,Single Family,2007.0,3.0,True,True,10600.0,6.5,19.0,466.8422312664592,532.6789561886521,-0.14102564102564102,South New River Isles
Sold,3600,Lauderdale Harbors,1950000.0,1800000.0,4,3,0.0,2105.0,Single Family,2016.0,2.0,True,False,6355.0,3.0,10.0,926.3657957244656,855.1068883610451,0.07692307692307693,Lauderdale Harbors
Sold,3800,Placidena First,1950000.0,1850000.0,3,2,0.0,3681.0,Single Family,1929.0,2.0,False,True,37406.0,2.0,97.0,529.7473512632437,502.5808204292312,0.05128205128205128,AREA_3800
Sold,3160,La Cascade,1949000.0,1949000.0,3,2,1.0,2400.0,Condo,2003.0,2.0,False,True,,2.5,23.0,812.0833333333334,812.0833333333334,0.0,AREA_3160
Sold,3270,Holmberg Mc Kees,1949000.0,1725000.0,5,4,0.0,3135.0,Single Family,2003.0,2.0,True,False,6750.0,4.0,23.0,621.6905901116428,550.2392344497607,0.11493073370959467,Holmberg Mc Kees
Sold,3800,Las Olas,1949000.0,1810000.0,2,3,0.0,1867.0,Condo,2020.0,2.0,False,False,,3.0,6.0,1043.9207284413499,969.4697375468667,0.07131862493586455,Las Olas
Sold,3270,Victoria Park,1945000.0,1855000.0,4,4,0.0,3232.0,Single Family,2001.0,2.0,True,False,6571.0,4.0,25.0,601.7945544554456,573.9480198019802,0.04627249357326478,Victoria Park
Sold,3160,Lauderdale Beach Ext,1925000.0,1875000.0,4,3,1.0,2610.0,Single Family,1952.0,2.0,True,False,8800.0,3.5,74.0,737.5478927203065,718.3908045977012,0.025974025974025976,Lauderdale Beach Ext
Sold,3280,Beverly Las Olas,1900000.0,1800000.0,3,3,1.0,3033.0,Townhouse,2022.0,2.0,False,False,,3.5,4.0,626.4424662050775,593.4718100890208,0.05263157894736842,AREA_3280
Sold,3370,Highland Estates,1900000.0,1800000.0,3,2,1.0,2404.0,Single Family,2024.0,2.0,True,False,7091.0,2.5,2.0,790.3494176372712,748.7520798668885,0.05263157894736842,Highland Estates
Sold,3370,Middle River Manor,1900000.0,1825000.0,3,3,1.0,2400.0,Single Family,2021.0,2.0,True,True,7003.0,3.5,5.0,791.6666666666666,760.4166666666666,0.039473684210526314,Middle River Manor
Sold,3600,Rio Vista,1900000.0,1800000.0,4,3,0.0,2215.0,Single Family,2015.0,2.0,True,False,7305.0,3.0,11.0,857.7878103837472,812.6410835214447,0.05263157894736842,Rio Vista
Sold,3280,Las Olas,1899999.0,1850000.0,3,3,1.0,2635.0,Condo,2005.0,2.0,False,True,,3.5,21.0,721.062239089184,702.0872865275143,0.02631527700804053,Las Olas
Sold,3160,Las Olas,1899000.0,1735000.0,2,2,0.0,1905.0,Condo,2007.0,2.0,False,True,,2.0,19.0,996.8503937007874,910.7611548556431,0.08636124275934702,Las Olas
Sold,3170,Harbour Heights,1899000.0,1750000.0,2,3,0.0,2468.0,Single Family,1963.0,2.0,True,False,9375.0,3.0,63.0,769.4489465153971,709.0761750405186,0.0784623486045287,Harbour Heights
Sold,3600,Rio Vista,1899000.0,1775000.0,4,4,0.0,2523.0,Single Family,1951.0,0.0,True,False,9225.0,4.0,75.0,752.6753864447087,703.5275465715418,0.06529752501316483,Rio Vista
Sold,3160,Lauderdale Beach,1898000.0,1835000.0,3,3,0.0,2146.0,Single Family,1952.0,0.0,True,False,6012.0,3.0,74.0,884.4361602982293,855.0792171481827,0.033192834562697573,Lauderdale Beach
Sold,3280,Beverly Heights,1898000.0,1879000.0,3,3,1.0,3114.0,Townhouse,2023.0,2.0,True,False,1825.0,3.5,3.0,609.5054592164419,603.4039820166988,0.010010537407797681,AREA_3280
Sold,3170,Las Olas,1895000.0,1606250.0,3,3,0.0,2380.0,Condo,2007.0,1.0,False,False,0.0,3.0,19.0,796.218487394958,674.8949579831933,0.15237467018469658,Las Olas
Sold,3260,Aquarius,1895000.0,1800000.0,3,3,1.0,1992.0,Condo,2016.0,2.0,False,True,0.0,3.5,10.0,951.3052208835342,903.6144578313254,0.05013192612137203,AREA_3260
Sold,3270,Victoria Park,1895000.0,1850000.0,6,6,0.0,4451.0,Single Family,1955.0,2.0,True,False,13300.0,6.0,71.0,425.7470231408672,415.63693552010784,0.023746701846965697,Victoria Park
Sold,3280,Idlewyld,1895000.0,1800000.0,3,2,1.0,1936.0,Single Family,1952.0,1.0,True,False,,2.5,74.0,978.8223140495868,929.7520661157025,0.05013192612137203,Idlewyld
Sold,3280,Place Des Arts,1895000.0,1750000.0,3,3,1.0,3064.0,Condo,2005.0,2.0,False,True,,3.5,21.0,618.4725848563969,571.1488250652742,0.07651715039577836,AREA_3280
Sold,3370,Coral Shores,1895000.0,1850000.0,5,4,1.0,2400.0,Single Family,1956.0,0.0,True,True,8625.0,4.5,70.0,789.5833333333334,770.8333333333334,0.023746701846965697,Coral Shores
Sold,3470,Croissant Park,1895000.0,1650000.0,4,4,0.0,2815.0,Single Family,2025.0,2.0,True,True,4743.0,4.0,1.0,673.1793960923624,586.145648312611,0.12928759894459102,Croissant Park
Sold,3470,Waverly Place,1895000.0,1790000.0,3,2,0.0,1616.0,Single Family,1959.0,0.0,True,True,13709.0,2.0,67.0,1172.648514851485,1107.6732673267327,0.055408970976253295,AREA_3470
Sold,3260,Sunrise,1890143.0,1799143.0,3,3,0.0,2275.0,Single Family,1954.0,2.0,True,False,9900.0,3.0,72.0,830.8320879120879,790.8320879120879,0.04814450546863386,AREA_3260
Sold,3160,Lauderdale Beach Ext,1890000.0,1750000.0,3,3,0.0,2119.0,Single Family,1952.0,1.0,True,False,8914.0,3.0,74.0,891.9301557338367,825.8612553091081,0.07407407407407407,Lauderdale Beach Ext
Sold,3170,Harbour Heights,1890000.0,1500000.0,3,2,0.0,2496.0,Single Family,1968.0,2.0,True,False,8189.0,2.0,58.0,757.2115384615385,600.9615384615385,0.20634920634920634,Harbour Heights
Sold,3280,Watergarden,1890000.0,1800000.0,3,2,1.0,1880.0,Condo,2004.0,3.0,False,True,,2.5,22.0,1005.3191489361702,957.4468085106383,0.047619047619047616,Watergarden
Sold,3280,Cole Hammock,1890000.0,1700000.0,3,3,1.0,2758.0,Townhouse,2021.0,2.0,False,False,,3.5,5.0,685.2791878172588,616.3886874546773,0.10052910052910052,AREA_3280
Sold,3280,Cole Hammock,1890000.0,1700000.0,3,3,1.0,2758.0,Single Family,2021.0,2.0,True,False,2414.0,3.5,5.0,685.2791878172588,616.3886874546773,0.10052910052910052,AREA_3280
Sold,3380,River Ridge,1890000.0,1650000.0,3,2,0.0,2066.0,Single Family,1958.0,2.0,True,True,11027.0,2.0,68.0,914.811229428848,798.6447241045498,0.12698412698412698,AREA_3380
Sold,3600,Rio Vista,1885000.0,1748375.0,3,2,0.0,1958.0,Single Family,1956.0,2.0,True,True,9991.0,2.0,70.0,962.7170582226762,892.9392236976506,0.07248010610079575,Rio Vista
Sold,3620,Livermore Estates Ne Th St,1885000.0,1800000.0,4,4,1.0,2557.0,Townhouse,2025.0,2.0,False,False,,4.5,1.0,737.1920219006648,703.9499413375049,0.04509283819628647,AREA_3620
Sold,3260,Coral Ridge,1875000.0,1875000.0,4,3,0.0,2561.0,Single Family,2014.0,2.0,True,False,10001.0,3.0,12.0,732.1358844201484,732.1358844201484,0.0,Coral Ridge
Sold,3270,Stranahans,1875000.0,1875000.0,4,4,0.0,2221.0,Single Family,1937.0,2.0,True,False,10150.0,4.0,89.0,844.2143178748312,844.2143178748312,0.0,AREA_3270
Sold,3370,Sunset Manors,1875000.0,1800000.0,4,3,1.0,2566.0,Single Family,2013.0,3.0,True,False,10701.0,3.5,13.0,730.709275136399,701.4809041309431,0.04,Sunset Manors
Sold,3480,South New River Isles,1875000.0,1807000.0,5,4,0.0,2858.0,Single Family,2007.0,2.0,True,True,6360.0,4.0,19.0,656.0531840447866,632.2603219034289,0.03626666666666667,South New River Isles
Sold,3600,Rio Vista,1875000.0,1875000.0,4,3,0.0,2243.0,Single Family,1938.0,1.0,False,False,6250.0,3.0,88.0,835.934016941596,835.934016941596,0.0,Rio Vista
Sold,3280,Beverly,1874950.0,1874950.0,3,3,1.0,2910.0,Townhouse,2023.0,2.0,False,False,,3.5,3.0,644.3127147766323,644.3127147766323,0.0,AREA_3280
Sold,3370,Letarte,1869900.0,1635000.0,3,3,1.0,2573.0,Single Family,2006.0,2.0,True,False,8841.0,3.5,20.0,726.739214924213,635.4450058297707,0.1256216909995187,AREA_3370
Sold,3160,Atlantic Hotel,1850000.0,1525000.0,2,2,1.0,2050.0,Condo,2004.0,1.0,False,True,,2.5,22.0,902.439024390244,743.9024390243902,0.17567567567567569,AREA_3160
Sold,3250,Coral Ridge Galt,1850000.0,1930000.0,4,3,0.0,2785.0,Single Family,1956.0,2.0,True,False,12096.0,3.0,70.0,664.2728904847397,692.9982046678635,-0.043243243243243246,Coral Ridge Galt
Sold,3260,Coral Ridge Galt,1850000.0,1515000.0,3,3,0.0,2281.0,Single Family,1954.0,2.0,True,False,10000.0,3.0,72.0,811.0477860587462,664.182376150811,0.1810810810810811,Coral Ridge Galt
Sold,3260,Coral Ridge,1850000.0,1800000.0,4,3,1.0,2459.0,Single Family,1953.0,1.0,True,False,10000.0,3.5,73.0,752.3383489223262,732.0048800325336,0.02702702702702703,Coral Ridge
Sold,3270,Victoria Park,1850000.0,1755000.0,3,2,1.0,2961.0,Single Family,1954.0,1.0,True,False,6500.0,2.5,72.0,624.7889226612631,592.7051671732523,0.051351351351351354,Victoria Park
Sold,3370,Placido Place,1850000.0,1700000.0,4,4,1.0,2254.0,Single Family,2026.0,2.0,True,False,7669.0,4.5,0.0,820.7630878438332,754.2147293700089,0.08108108108108109,AREA_3370
Sold,3380,Poinsettia Heights,1850000.0,1765000.0,4,3,1.0,2526.0,Single Family,2024.0,2.0,True,False,6754.0,3.5,2.0,732.3832145684877,698.7331749802058,0.04594594594594595,Poinsettia Heights
Sold,3470,Croissant Park,1850000.0,1700000.0,4,4,0.0,2815.0,Single Family,2024.0,2.0,True,True,4823.0,4.0,2.0,657.1936056838366,603.9076376554174,0.08108108108108109,Croissant Park
Sold,3470,Riverside Amen,1850000.0,1700000.0,4,4,0.0,2730.0,Single Family,2022.0,1.0,True,False,6190.0,4.0,4.0,677.6556776556777,622.7106227106227,0.08108108108108109,AREA_3470
Sold,3600,Lauderdale Harbors Sectio,1850000.0,1800000.0,3,2,0.0,1196.0,Single Family,1958.0,0.0,False,True,7700.0,2.0,68.0,1546.8227424749164,1505.0167224080267,0.02702702702702703,AREA_3600
Sold,3160,Wave On Bayshore,1845000.0,1725000.0,3,2,1.0,2104.0,Condo,2020.0,2.0,False,False,,2.5,6.0,876.9011406844106,819.8669201520912,0.06504065040650407,AREA_3160
Sold,3170,Paramount,1845000.0,1700000.0,3,4,0.0,2195.0,Townhouse,2017.0,2.0,False,False,,4.0,9.0,840.5466970387243,774.4874715261959,0.07859078590785908,Paramount
Sold,3800,Las Olas,1825000.0,1710000.0,2,3,0.0,1867.0,Condo,2020.0,2.0,False,True,,3.0,6.0,977.5040171397965,915.9078735940011,0.06301369863013699,Las Olas
Sold,3170,Harbor Beach,1800000.0,1635000.0,4,4,0.0,2605.0,Single Family,1974.0,4.0,True,False,12815.0,4.0,52.0,690.978886756238,627.6391554702495,0.09166666666666666,Harbor Beach
Sold,3250,Coral Ridge Galt,1800000.0,1750000.0,4,3,0.0,2750.0,Single Family,1956.0,2.0,True,False,12096.0,3.0,70.0,654.5454545454545,636.3636363636364,0.027777777777777776,Coral Ridge Galt
Sold,3260,Coral Ridge Galt,1800000.0,1640000.0,4,3,0.0,2720.0,Single Family,1959.0,0.0,True,False,10901.0,3.0,67.0,661.7647058823529,602.9411764705883,0.08888888888888889,Coral Ridge Galt
Sold,3270,Victoria Park,1800000.0,1750000.0,3,3,1.0,1608.0,Townhouse,2025.0,1.0,False,False,,3.5,1.0,1119.402985074627,1088.3084577114428,0.027777777777777776,Victoria Park
Sold,3270,Victoria Park,1800000.0,1725000.0,3,3,1.0,2645.0,Townhouse,2026.0,2.0,False,False,,3.5,0.0,680.5293005671077,652.1739130434783,0.041666666666666664,Victoria Park
Sold,3370,Wilton Manors,1800000.0,1740000.0,3,3,1.0,2407.0,Single Family,2018.0,2.0,True,False,7181.0,3.5,8.0,747.8188616535106,722.8915662650602,0.03333333333333333,Wilton Manors
Sold,3600,Rio Vista,1800000.0,1750000.0,3,3,0.0,2213.0,Single Family,1947.0,0.0,False,False,12366.0,3.0,79.0,813.3755083596927,790.7817442385901,0.027777777777777776,Rio Vista
Sold,3600,Portside Yacht Club,1800000.0,1800000.0,3,4,0.0,2813.0,Condo,1981.0,2.0,False,True,,4.0,45.0,639.8862424457874,639.8862424457874,0.0,AREA_3600
Sold,3170,Point Americas Ii,1799999.0,1600000.0,2,2,0.0,2011.0,Condo,1971.0,2.0,False,True,,2.0,55.0,895.0765788165093,795.6240676280457,0.11111061728367627,AREA_3170
Sold,3470,Riverside Amen,1799999.0,1750000.0,5,4,0.0,2714.0,Single Family,2022.0,1.0,True,False,6190.0,4.0,4.0,663.2273397199705,644.8047162859249,0.02777723765402092,AREA_3470
Sold,3160,Lauderdale Beach,1799990.0,1760000.0,3,3,0.0,2318.0,Single Family,1950.0,1.0,False,False,8282.0,3.0,76.0,776.5271786022433,759.2752372735116,0.022216790093278295,Lauderdale Beach
Sold,3160,Selene,1799000.0,1625000.0,2,2,1.0,1416.0,Condo,2025.0,1.0,False,True,,2.5,1.0,1270.4802259887006,1147.5988700564972,0.09672040022234575,AREA_3160
Sold,3250,Coral Ridge,1799000.0,1720000.0,5,4,0.0,3842.0,Townhouse,2008.0,2.0,False,False,,4.0,18.0,468.2457053617907,447.68349817803227,0.04391328515842134,Coral Ridge
Sold,3260,Coral Ridge Galt,1799000.0,1650000.0,3,3,1.0,2298.0,Single Family,1964.0,2.0,True,True,10930.0,3.5,62.0,782.8546562228024,718.0156657963446,0.08282379099499722,Coral Ridge Galt
Sold,3260,Coral Ridge Galt,1799000.0,1799000.0,3,3,0.0,2332.0,Single Family,1954.0,2.0,True,False,10000.0,3.0,72.0,771.4408233276158,771.4408233276158,0.0,Coral Ridge Galt
Sold,3270,Isles Enclave,1799000.0,1656000.0,4,4,0.0,3262.0,Townhouse,2006.0,2.0,False,False,,4.0,20.0,551.5021459227468,507.66400980993257,0.07948860478043357,AREA_3270
Sold,3280,Colee Hammock,1799000.0,1700000.0,4,3,0.0,2196.0,Single Family,1997.0,2.0,True,False,6250.0,3.0,29.0,819.2167577413479,774.1347905282331,0.055030572540300166,Colee Hammock
Sold,3270,Progresso,1796000.0,1670000.0,4,4,0.0,1997.0,Single Family,1952.0,0.0,True,False,10125.0,4.0,74.0,899.349023535303,836.2543815723585,0.07015590200445435,Progresso
Sold,3160,Birch Pointe,1795000.0,1670000.0,3,3,1.0,3300.0,Condo,1997.0,2.0,False,True,,3.5,29.0,543.939393939394,506.06060606060606,0.06963788300835655,AREA_3160
Sold,3160,Las Olas,1795000.0,1725000.0,2,2,0.0,1905.0,Condo,2007.0,1.0,False,True,,2.0,19.0,942.2572178477691,905.511811023622,0.03899721448467967,Las Olas
Sold,3170,Las Olas,1795000.0,1584000.0,3,3,0.0,2380.0,Condo,2006.0,1.0,False,True,,3.0,20.0,754.2016806722689,665.546218487395,0.11754874651810585,Las Olas
Sold,3260,Parc View Townhomes,1795000.0,1675000.0,3,3,0.0,2604.0,Townhouse,1989.0,2.0,False,True,,3.0,37.0,689.3241167434716,643.2411674347159,0.06685236768802229,AREA_3260
Sold,3260,Coral Ridge,1795000.0,1635000.0,4,3,0.0,2399.0,Single Family,1954.0,2.0,True,False,11473.0,3.0,72.0,748.22842851188,681.5339724885368,0.08913649025069638,Coral Ridge
Sold,3270,Victoria Highlands,1795000.0,1712500.0,4,3,1.0,3011.0,Single Family,2008.0,2.0,True,False,5840.0,3.5,18.0,596.147459315842,568.7479242776486,0.04596100278551532,AREA_3270
Sold,3270,Victoria Park,1795000.0,1700000.0,3,3,1.0,2759.0,Single Family,1959.0,1.0,True,False,6500.0,3.5,67.0,650.5980427691193,616.1652772743748,0.052924791086350974,Victoria Park
Sold,3380,Progresso,1795000.0,1720000.0,4,3,0.0,2533.0,Single Family,2021.0,1.0,True,False,7692.0,3.0,5.0,708.6458744571654,679.0367153572838,0.04178272980501393,Progresso
Sold,3380,Poinsettia Heights,1795000.0,1880475.0,3,2,1.0,2286.0,Single Family,2024.0,2.0,True,False,8099.0,2.5,2.0,785.2143482064741,822.6049868766404,-0.047618384401114204,Poinsettia Heights
Sold,3600,Rio Vista,1795000.0,1659725.0,2,2,0.0,1590.0,Single Family,1953.0,2.0,False,True,8304.0,2.0,73.0,1128.9308176100628,1043.8522012578617,0.07536211699164345,Rio Vista
Sold,3600,Vela Vista,1795000.0,1700000.0,3,3,1.0,2067.0,Condo,2016.0,2.0,False,True,,3.5,10.0,868.4083212385099,822.447992259313,0.052924791086350974,AREA_3600
Sold,3170,Las Olas,1790000.0,1740000.0,2,2,0.0,1905.0,Condo,2007.0,1.0,False,True,,2.0,19.0,939.6325459317585,913.3858267716536,0.027932960893854747,Las Olas
Sold,3270,Victoria Highlands Pl,1790000.0,1775000.0,4,2,1.0,2010.0,Single Family,1952.0,0.0,True,False,9240.0,2.5,74.0,890.5472636815921,883.0845771144278,0.008379888268156424,AREA_3270
Sold,3370,Coral Gardens,1790000.0,1700000.0,3,3,0.0,2009.0,Single Family,1955.0,0.0,True,True,7501.0,3.0,71.0,890.9905425584868,846.1921353907417,0.05027932960893855,Coral Gardens
Sold,3470,Citrus Isles,1790000.0,1700000.0,4,3,0.0,2208.0,Single Family,1960.0,1.0,True,True,9675.0,3.0,66.0,810.6884057971015,769.927536231884,0.05027932960893855,AREA_3470
Sold,3480,South New River Isles,1788000.0,1700000.0,3,2,,1944.0,Single Family,2025.0,2.0,True,True,7950.0,2.0,1.0,919.7530864197531,874.4855967078189,0.049217002237136466,South New River Isles
Sold,3620,Livermore Estates Middle River Dr,1785000.0,1700000.0,3,3,2.0,2526.0,Townhouse,2024.0,2.0,False,False,,4.0,2.0,706.6508313539192,673.0007917656374,0.047619047619047616,AREA_3620
Sold,3260,Grandeur,1780000.0,1725000.0,3,3,1.0,2825.0,Townhouse,2007.0,2.0,False,True,,3.5,19.0,630.0884955752213,610.6194690265487,0.03089887640449438,AREA_3260
Sold,3160,La Cascade,1778000.0,1700000.0,3,3,1.0,2710.0,Condo,2003.0,2.0,False,True,,3.5,23.0,656.0885608856089,627.3062730627306,0.043869516310461196,AREA_3160
Sold,3260,Aquablu,1775000.0,1650000.0,2,2,0.0,2136.0,Condo,2018.0,2.0,False,True,,2.0,8.0,830.9925093632959,772.4719101123595,0.07042253521126761,AREA_3260
Sold,3280,Victoria Isles Casa Las Olas,1775000.0,1600000.0,3,2,1.0,2162.0,Townhouse,1999.0,2.0,False,True,,2.5,27.0,820.9990749306198,740.0555041628122,0.09859154929577464,AREA_3280
Sold,3470,Croissant Park,1765000.0,1700000.0,4,4,,2815.0,Single Family,2024.0,2.0,True,True,5208.0,4.0,2.0,626.9982238010657,603.9076376554174,0.036827195467422094,Croissant Park
Sold,3170,Las Olas,1755000.0,1600000.0,2,2,0.0,1905.0,Condo,2006.0,1.0,False,True,,2.0,20.0,921.2598425196851,839.8950131233596,0.08831908831908832,Las Olas
Sold,3170,Point Americas Ii,1750000.0,1695000.0,2,2,1.0,2071.0,Condo,1971.0,1.0,False,True,,2.5,55.0,845.0024142926122,818.4451955577016,0.03142857142857143,AREA_3170
