status,area,neighborhood,list_price,sale_price,beds,fbaths,hbaths,sqft,ptype,year_built,garage,pool,waterfront,lot_sqft,baths,age,ask_ppsf,sale_ppsf,discount,geo
Cancelled,3490,Lakeway Addition,639000.0,,4,3,0.0,1377.0,Single Family,1953.0,5.0,False,False,7150.0,3.0,73.0,464.0522875816994,,,AREA_3490
Cancelled,3600,Port Residences,639000.0,,2,2,0.0,1375.0,Condo,2005.0,2.0,False,True,,2.0,21.0,464.72727272727275,,,AREA_3600
Cancelled,3800,Villa Tuscany,638000.0,,3,3,1.0,1994.0,Townhouse,2004.0,2.0,False,False,,3.5,22.0,319.95987963891673,,,AREA_3800
Cancelled,3160,Embassy Tower Ii,635000.0,,2,2,0.0,1200.0,Condo,1973.0,1.0,False,False,,2.0,53.0,529.1666666666666,,,AREA_3160
Cancelled,3370,Lauderdale Park,635000.0,,3,2,,1424.0,Single Family,1957.0,0.0,False,False,4723.0,2.0,69.0,445.9269662921348,,,Lauderdale Park
Cancelled,3390,Jenada Villas,635000.0,,3,2,0.0,1032.0,Single Family,1957.0,0.0,True,False,7135.0,2.0,69.0,615.3100775193799,,,Jenada Villas
Cancelled,3280,Marine Tower,634999.0,,2,2,1.0,1706.0,Condo,1969.0,1.0,False,True,,2.5,57.0,372.215123094959,,,Marine Tower
Cancelled,3370,Middle River Terrace,630000.0,,4,2,,1168.0,Single Family,1952.0,0.0,False,False,6472.0,2.0,74.0,539.3835616438356,,,Middle River Terrace
Cancelled,3370,Gardenia Park,630000.0,,3,2,1.0,1844.0,Townhouse,2022.0,1.0,False,False,,2.5,4.0,341.648590021692,,,AREA_3370
Cancelled,3700,Strada,630000.0,,2,2,1.0,1294.0,Condo,2007.0,2.0,False,False,,2.5,19.0,486.8624420401855,,,Strada
Cancelled,3160,Sunrise East,629999.0,,2,2,0.0,1575.0,Condo,1970.0,0.0,False,True,,2.0,56.0,399.9993650793651,,,AREA_3160
Cancelled,3380,Galleria Lofts,629999.0,,3,2,1.0,1825.0,Townhouse,2017.0,1.0,True,False,,2.5,9.0,345.20493150684933,,,AREA_3380
Cancelled,3370,Isles City Lofts,629250.0,,1,2,0.0,1386.0,Condo,2008.0,2.0,False,False,,2.0,18.0,454.004329004329,,,AREA_3370
Cancelled,3020,Las Olas,629000.0,,2,2,0.0,1200.0,Condo,2005.0,1.0,False,False,,2.0,21.0,524.1666666666666,,,Las Olas
Cancelled,3160,Embassy Tower,629000.0,,2,2,0.0,1200.0,Condo,1972.0,1.0,False,False,,2.0,54.0,524.1666666666666,,,AREA_3160
Cancelled,3160,Tides Bridgeside Squar Tides,629000.0,,2,2,0.0,1200.0,Condo,2002.0,1.0,False,False,,2.0,24.0,524.1666666666666,,,AREA_3160
Cancelled,3160,Atlantic Hotel,629000.0,,1,1,0.0,600.0,Condo,2004.0,1.0,False,True,,1.0,22.0,1048.3333333333333,,,AREA_3160
Cancelled,3370,Lauderdale Park,629000.0,,3,2,,1424.0,Single Family,1957.0,0.0,False,False,4723.0,2.0,69.0,441.7134831460674,,,Lauderdale Park
Cancelled,3470,Riverside Park,629000.0,,4,3,0.0,1584.0,Single Family,1931.0,0.0,False,False,5500.0,3.0,95.0,397.0959595959596,,,Riverside Park
Cancelled,3470,Riverside Park,628000.0,,4,3,0.0,1821.0,Single Family,1931.0,0.0,False,False,5500.0,3.0,95.0,344.8654585392641,,,Riverside Park
Cancelled,3160,Flb Condominium Resid Conrad,625000.0,,1,1,1.0,641.0,Condo,2009.0,1.0,False,True,,1.5,17.0,975.0390015600624,,,AREA_3160
Cancelled,3160,Embassy Tower Ii Inc Cond Embassy Tower,625000.0,,2,2,0.0,1200.0,Condo,1973.0,1.0,False,False,,2.0,53.0,520.8333333333334,,,AREA_3160
Cancelled,3160,Fountains On Ocean Blvd,625000.0,,2,2,0.0,1290.0,Condo,2008.0,2.0,False,False,,2.0,18.0,484.49612403100775,,,AREA_3160
Cancelled,3280,Las Olas,625000.0,,2,2,0.0,1297.0,Condo,2005.0,1.0,False,False,,2.0,21.0,481.8812644564379,,,Las Olas
Cancelled,3280,Essex Tower,625000.0,,2,2,0.0,1218.0,Condo,1971.0,0.0,False,False,,2.0,55.0,513.1362889983579,,,Essex Tower
Cancelled,3370,Progresso,625000.0,,3,2,0.0,1099.0,Single Family,1949.0,0.0,True,False,6010.0,2.0,77.0,568.6988171064604,,,Progresso
Cancelled,3370,Progresso,625000.0,,3,2,0.0,1414.0,Single Family,1949.0,0.0,False,False,6760.0,2.0,77.0,442.008486562942,,,Progresso
Cancelled,3370,Progresso,625000.0,,3,2,0.0,1099.0,Single Family,1949.0,0.0,True,False,6010.0,2.0,77.0,568.6988171064604,,,Progresso
Cancelled,3370,Petite,625000.0,,3,2,0.0,1365.0,Single Family,2016.0,1.0,False,False,3122.0,2.0,10.0,457.87545787545787,,,AREA_3370
Cancelled,3370,River Ranches,625000.0,,3,2,0.0,1644.0,Single Family,1955.0,0.0,False,False,6827.0,2.0,71.0,380.17031630170317,,,AREA_3370
Cancelled,3390,Jenada Villas,625000.0,,4,2,0.0,1560.0,Single Family,1958.0,2.0,False,False,7413.0,2.0,68.0,400.64102564102564,,,Jenada Villas
Cancelled,3470,Lauderdale,625000.0,,2,1,0.0,866.0,Single Family,1946.0,0.0,False,False,6250.0,1.0,80.0,721.7090069284064,,,Lauderdale
Cancelled,3480,Shady Banks,625000.0,,3,2,0.0,1516.0,Single Family,1952.0,0.0,False,False,6300.0,2.0,74.0,412.26912928759896,,,Shady Banks
Cancelled,3480,Shady Banks On New River,625000.0,,3,2,0.0,1226.0,Single Family,1956.0,1.0,False,False,7475.0,2.0,70.0,509.7879282218597,,,AREA_3480
Cancelled,3500,Symphony North Symphony,625000.0,,2,2,0.0,1298.0,Condo,2005.0,1.0,False,True,,2.0,21.0,481.5100154083205,,,AREA_3500
Cancelled,3600,Everglade Land Sales Co,625000.0,,3,2,0.0,2104.0,Single Family,1952.0,0.0,True,False,8580.0,2.0,74.0,297.0532319391635,,,AREA_3600
Cancelled,3800,Lauderdale Poinciana Court,625000.0,,2,2,1.0,1500.0,Townhouse,2004.0,1.0,False,False,,2.5,22.0,416.6666666666667,,,AREA_3800
Cancelled,3800,Natiivo Fort Lauderdale,625000.0,,1,1,0.0,515.0,Condo,2027.0,2.0,False,False,,1.0,,1213.5922330097087,,,AREA_3800
Cancelled,3800,Natiivo Fort Lauderdale,624000.0,,0,1,0.0,515.0,Condo,2027.0,1.0,False,False,,1.0,,1211.6504854368932,,,AREA_3800
Cancelled,3160,Flb Condominium Hotel,620900.0,,1,1,0.0,655.0,Condo,2009.0,1.0,False,True,,1.0,17.0,947.9389312977099,,,AREA_3160
Cancelled,3160,Flb Condominium Hote,620900.0,,1,1,1.0,767.0,Condo,2009.0,1.0,False,True,,1.5,17.0,809.5176010430248,,,AREA_3160
Cancelled,3160,Flb Condominium Hotel,620900.0,,1,1,1.0,767.0,Condo,2009.0,1.0,False,True,,1.5,17.0,809.5176010430248,,,AREA_3160
Cancelled,3480,Yellowstone Park Amen Pla,620000.0,,2,1,0.0,862.0,Single Family,1951.0,0.0,False,False,6369.0,1.0,75.0,719.2575406032482,,,AREA_3480
Cancelled,3160,Vantage View,619000.0,,2,2,0.0,1100.0,Condo,1976.0,1.0,False,False,,2.0,50.0,562.7272727272727,,,Vantage View
Cancelled,3370,Highland Estates,619000.0,,3,2,0.0,1200.0,Single Family,1946.0,0.0,False,False,4746.0,2.0,80.0,515.8333333333334,,,Highland Estates
Cancelled,3270,Progresso,618000.0,,2,2,1.0,1680.0,Townhouse,1995.0,1.0,False,False,,2.5,31.0,367.85714285714283,,,Progresso
Cancelled,3270,Cressid Commons,615000.0,,3,2,0.0,1800.0,Townhouse,1978.0,0.0,False,False,,2.0,48.0,341.6666666666667,,,AREA_3270
Cancelled,3380,Poinsettia Heights,615000.0,,3,1,0.0,1108.0,Single Family,1951.0,0.0,True,False,8111.0,1.0,75.0,555.0541516245487,,,Poinsettia Heights
Cancelled,3490,Barretts,615000.0,,3,2,0.0,1242.0,Single Family,1962.0,0.0,True,False,6598.0,2.0,64.0,495.1690821256039,,,AREA_3490
Cancelled,3500,Symphony North,614999.0,,2,2,0.0,1298.0,Condo,2005.0,1.0,False,True,,2.0,21.0,473.8050847457627,,,AREA_3500
Cancelled,3370,Middle River Terrace,614900.0,,4,2,0.0,1406.0,Single Family,1953.0,0.0,False,False,6472.0,2.0,73.0,437.33997155049786,,,Middle River Terrace
Cancelled,3390,Progresso,614900.0,,4,3,,1583.0,Single Family,2025.0,4.0,False,False,5067.0,3.0,1.0,388.43967150979154,,,Progresso
Cancelled,3390,Progresso,614900.0,,4,3,,1583.0,Single Family,2025.0,4.0,False,False,5067.0,3.0,1.0,388.43967150979154,,,Progresso
Cancelled,3390,Progresso,614900.0,,4,3,,1583.0,Single Family,2025.0,4.0,False,False,5068.0,3.0,1.0,388.43967150979154,,,Progresso
Cancelled,3270,Cressid Commons,610000.0,,3,2,0.0,1800.0,Townhouse,1978.0,0.0,False,False,,2.0,48.0,338.8888888888889,,,AREA_3270
Cancelled,3370,Lauderdale Park,610000.0,,3,2,0.0,1370.0,Single Family,1954.0,,False,False,5768.0,2.0,72.0,445.2554744525547,,,Lauderdale Park
Cancelled,3390,Progresso,610000.0,,3,2,0.0,1102.0,Single Family,1953.0,0.0,False,False,10124.0,2.0,73.0,553.5390199637023,,,Progresso
Cancelled,3480,River Oaks,610000.0,,3,2,0.0,1439.0,Single Family,1952.0,1.0,True,False,7498.0,2.0,74.0,423.90548992355804,,,River Oaks
Cancelled,3470,Riverside,609990.0,,3,2,0.0,840.0,Single Family,1948.0,0.0,False,False,6819.0,2.0,78.0,726.1785714285714,,,Riverside
Cancelled,3370,Middle River Terrace,600000.0,,4,2,,1168.0,Single Family,1952.0,0.0,False,False,6472.0,2.0,74.0,513.6986301369863,,,Middle River Terrace
Cancelled,3370,Gardenia Park,600000.0,,3,2,1.0,1844.0,Single Family,2022.0,1.0,False,False,2222.0,2.5,4.0,325.37960954446856,,,AREA_3370
Cancelled,3380,Poinsettia Heights,600000.0,,3,1,0.0,1108.0,Single Family,1951.0,0.0,True,False,8111.0,1.0,75.0,541.5162454873646,,,Poinsettia Heights
Cancelled,3390,Progresso,600000.0,,3,2,0.0,1689.0,Single Family,1958.0,2.0,False,False,6754.0,2.0,68.0,355.23978685612786,,,Progresso
Cancelled,3460,River Bend,600000.0,,5,3,0.0,2223.0,Single Family,1972.0,0.0,False,False,5750.0,3.0,54.0,269.9055330634278,,,AREA_3460
Cancelled,3480,Lauderdale,600000.0,,3,2,0.0,1356.0,Single Family,1950.0,0.0,False,False,6750.0,2.0,76.0,442.4778761061947,,,Lauderdale
Cancelled,3480,Croissant Park,600000.0,,3,2,0.0,1250.0,Single Family,1951.0,1.0,False,False,,2.0,75.0,480.0,,,Croissant Park
Cancelled,3560,Lauderdale Manors,600000.0,,4,3,0.0,1851.0,Single Family,1955.0,0.0,False,False,7749.0,3.0,71.0,324.14910858995137,,,Lauderdale Manors
Cancelled,3370,Progresso,599999.0,,3,2,1.0,2439.0,Single Family,2014.0,1.0,False,False,3376.0,2.5,12.0,246.0020500205002,,,Progresso
Cancelled,3500,Symphony North,599999.0,,2,2,0.0,1298.0,Condo,2005.0,1.0,False,False,,2.0,21.0,462.248844375963,,,AREA_3500
Cancelled,3800,Croissant Park,599999.0,,2,1,0.0,768.0,Single Family,1951.0,0.0,False,False,6776.0,1.0,75.0,781.2486979166666,,,Croissant Park
Cancelled,3480,Shady Banks,599900.0,,3,2,0.0,1235.0,Single Family,1952.0,0.0,False,False,6300.0,2.0,74.0,485.748987854251,,,Shady Banks
Cancelled,3390,Progresso,599111.0,,3,2,0.0,1435.0,Single Family,1955.0,0.0,False,False,6755.0,2.0,71.0,417.49895470383274,,,Progresso
Cancelled,3160,Fountains On Ocean Blvd,599000.0,,2,2,0.0,1290.0,Condo,2008.0,2.0,False,False,,2.0,18.0,464.3410852713178,,,AREA_3160
Cancelled,3160,Ocean Resort,599000.0,,1,1,0.0,451.0,Condo,2009.0,1.0,False,True,,1.0,17.0,1328.159645232816,,,AREA_3160
Cancelled,3160,Flb Condominium Resid Ocean Resort,599000.0,,1,1,1.0,731.0,Condo,2009.0,1.0,False,True,,1.5,17.0,819.4254445964432,,,AREA_3160
Cancelled,3160,Fll Yacht Beach Club,599000.0,,1,1,0.0,685.0,Condo,1993.0,,False,True,0.0,1.0,33.0,874.4525547445255,,,AREA_3160
Cancelled,3260,Rivers Bend,599000.0,,2,2,0.0,1196.0,Single Family,1972.0,1.0,True,True,14502.0,2.0,54.0,500.8361204013378,,,AREA_3260
Cancelled,3270,Waverly,599000.0,,3,2,0.0,1518.0,Condo,2005.0,3.0,False,False,,2.0,21.0,394.5981554677207,,,AREA_3270
Cancelled,3370,Progresso,599000.0,,3,2,1.0,2118.0,Townhouse,2007.0,2.0,False,False,,2.5,19.0,282.8139754485364,,,Progresso
Cancelled,3370,Progresso,599000.0,,5,3,0.0,2120.0,Single Family,1931.0,0.0,True,False,10129.0,3.0,95.0,282.54716981132077,,,Progresso
Cancelled,3370,Lauderdale Park,599000.0,,3,2,0.0,1255.0,Single Family,1961.0,0.0,False,False,5106.0,2.0,65.0,477.29083665338646,,,Lauderdale Park
Cancelled,3370,Progresso,599000.0,,3,2,0.0,1099.0,Single Family,1949.0,0.0,True,False,6010.0,2.0,77.0,545.0409463148317,,,Progresso
Cancelled,3380,Galleria Lofts,599000.0,,3,2,1.0,1534.0,Townhouse,2018.0,1.0,False,False,,2.5,8.0,390.4823989569752,,,AREA_3380
Cancelled,3390,Lauderdale Villas,599000.0,,5,4,0.0,1538.0,Single Family,1953.0,0.0,False,False,10175.0,4.0,73.0,389.4668400520156,,,Lauderdale Villas
Cancelled,3460,Tuskegee Park,599000.0,,3,2,1.0,1940.0,Townhouse,2018.0,2.0,False,False,,2.5,8.0,308.7628865979381,,,AREA_3460
Cancelled,3470,Vinik,599000.0,,2,1,0.0,927.0,Single Family,1949.0,,False,False,6249.0,1.0,77.0,646.1704422869472,,,AREA_3470
Cancelled,3470,Tarpon River,599000.0,,3,2,1.0,1912.0,Townhouse,1994.0,1.0,False,False,,2.5,32.0,313.2845188284519,,,Tarpon River
Cancelled,3470,Waverly Place,599000.0,,3,3,0.0,1587.0,Single Family,1924.0,0.0,False,False,3111.0,3.0,102.0,377.4417139256459,,,AREA_3470
Cancelled,3470,Esplanade On New Rive,599000.0,,2,2,0.0,1227.0,Condo,2004.0,1.0,False,True,,2.0,22.0,488.18255908720454,,,AREA_3470
Cancelled,3480,Isles View,599000.0,,2,2,0.0,1386.0,Single Family,1955.0,0.0,False,False,6934.0,2.0,71.0,432.1789321789322,,,AREA_3480
Cancelled,3600,Everglade Land Sales Co,599000.0,,3,2,0.0,976.0,Single Family,1951.0,0.0,False,False,3375.0,2.0,75.0,613.7295081967213,,,AREA_3600
Cancelled,3280,Four Seasons,598000.0,,2,1,,1402.0,Condo,1959.0,1.0,False,True,,1.0,67.0,426.53352353780315,,,Four Seasons
Cancelled,3270,Casa Victoria,597000.0,,2,2,1.0,1418.0,Townhouse,1989.0,0.0,False,False,,2.5,37.0,421.01551480959097,,,AREA_3270
Cancelled,3160,Embassy Tower,595000.0,,2,2,0.0,1200.0,Condo,1972.0,1.0,False,False,,2.0,54.0,495.8333333333333,,,AREA_3160
Cancelled,3160,Tides Bridgeside Squar Tides Bridgeside,595000.0,,2,2,0.0,1200.0,Condo,2002.0,1.0,False,False,,2.0,24.0,495.8333333333333,,,AREA_3160
Cancelled,3160,Bayshore Towers,595000.0,,2,2,0.0,1330.0,Condo,1971.0,1.0,False,True,,2.0,55.0,447.36842105263156,,,Bayshore Towers
Cancelled,3160,Embassy Tower Inc Embassy Tower,595000.0,,2,2,0.0,1200.0,Condo,1972.0,1.0,False,True,,2.0,54.0,495.8333333333333,,,AREA_3160
Cancelled,3270,Windsor Square,595000.0,,3,2,1.0,1470.0,Condo,1990.0,0.0,False,False,,2.5,36.0,404.76190476190476,,,AREA_3270
Cancelled,3370,Middle River Heights,595000.0,,6,2,0.0,1808.0,Single Family,1967.0,0.0,False,False,8005.0,2.0,59.0,329.0929203539823,,,AREA_3370
Cancelled,3370,Wilton Station,595000.0,,2,2,1.0,1650.0,Condo,2006.0,1.0,False,False,,2.5,20.0,360.6060606060606,,,Wilton Station
Cancelled,3380,Galleria Lofts,595000.0,,2,2,1.0,2085.0,Condo,2017.0,1.0,False,False,,2.5,9.0,285.3717026378897,,,AREA_3380
Cancelled,3390,Jenada Villas,595000.0,,4,3,0.0,1761.0,Single Family,1967.0,2.0,False,False,7344.0,3.0,59.0,337.87620670073824,,,Jenada Villas
Cancelled,3470,Esplanade On New Rive,595000.0,,2,2,0.0,1227.0,Condo,2004.0,2.0,False,True,,2.0,22.0,484.92257538712306,,,AREA_3470
Cancelled,3500,Ft Lauderdale Land Dev,595000.0,,3,2,1.0,1650.0,Townhouse,2000.0,1.0,False,False,1625.0,2.5,26.0,360.6060606060606,,,AREA_3500
Cancelled,3560,March Estates Amen,595000.0,,2,1,0.0,936.0,Single Family,1956.0,1.0,False,False,6500.0,1.0,70.0,635.6837606837607,,,AREA_3560
Cancelled,3160,Flb Condominium Hotel,594900.0,,1,1,0.0,648.0,Condo,2009.0,1.0,False,True,,1.0,17.0,918.0555555555555,,,AREA_3160
Cancelled,3390,Gardenia Park,594000.0,,3,2,1.0,1844.0,Townhouse,2022.0,1.0,False,False,2222.0,2.5,4.0,322.12581344902384,,,AREA_3390
Cancelled,3470,Reserve Edgewood Edge On,590000.0,,4,2,1.0,1921.0,Townhouse,2021.0,1.0,False,False,,2.5,5.0,307.1317022384175,,,AREA_3470
Cancelled,3480,Yellowstone Park Amen Pla,590000.0,,2,1,0.0,862.0,Single Family,1951.0,0.0,False,False,6369.0,1.0,75.0,684.4547563805104,,,AREA_3480
Cancelled,3480,Yellowstone Park Amen Pla,590000.0,,2,1,0.0,862.0,Single Family,1951.0,0.0,False,False,6369.0,1.0,75.0,684.4547563805104,,,AREA_3480
Cancelled,3480,Shady Banks,589900.0,,3,1,0.0,1219.0,Single Family,1952.0,0.0,False,False,6300.0,1.0,74.0,483.92124692370794,,,Shady Banks
Cancelled,3160,Everglades Club,589500.0,,2,2,1.0,1369.0,Condo,1986.0,1.0,False,False,,2.5,40.0,430.6062819576333,,,AREA_3160
Cancelled,3260,East Point Towers,589000.0,,2,2,0.0,1920.0,Single Family,1973.0,1.0,True,True,,2.0,53.0,306.7708333333333,,,East Point Towers
Cancelled,3480,Lauderdale,589000.0,,2,1,0.0,1042.0,Single Family,1950.0,0.0,False,False,6490.0,1.0,76.0,565.2591170825336,,,Lauderdale
Cancelled,3570,Riverside,589000.0,,2,1,0.0,1026.0,Single Family,1946.0,0.0,True,False,9000.0,1.0,80.0,574.074074074074,,,Riverside
Cancelled,3270,Waverly Las Olas,588000.0,,2,2,0.0,1259.0,Condo,2005.0,1.0,False,False,210.0,2.0,21.0,467.0373312152502,,,Waverly Las Olas
Cancelled,3370,Townhouse Isles,585000.0,,2,1,1.0,1300.0,Single Family,1962.0,1.0,True,True,,1.5,64.0,450.0,,,AREA_3370
Cancelled,3470,Villages Sailboat Bend,585000.0,,4,3,1.0,2643.0,Townhouse,2005.0,2.0,False,False,,3.5,21.0,221.3393870601589,,,AREA_3470
Cancelled,3580,Reserve Edgewood,585000.0,,3,2,1.0,1646.0,Single Family,2020.0,1.0,False,False,1669.0,2.5,6.0,355.4070473876063,,,AREA_3580
Cancelled,3160,Flb Condominium Hotel,584900.0,,1,1,0.0,648.0,Condo,2009.0,1.0,False,True,,1.0,17.0,902.6234567901234,,,AREA_3160
Cancelled,3380,Verena Park,584000.0,,3,2,0.0,1196.0,Single Family,1960.0,0.0,False,False,6000.0,2.0,66.0,488.2943143812709,,,AREA_3380
Cancelled,3020,Las Olas,580000.0,,2,2,0.0,1200.0,Condo,2005.0,1.0,False,False,,2.0,21.0,483.3333333333333,,,Las Olas
Cancelled,3280,Essex Tower,580000.0,,2,2,0.0,1218.0,Condo,1971.0,1.0,False,False,,2.0,55.0,476.1904761904762,,,Essex Tower
Cancelled,3280,Oasis,580000.0,,2,2,0.0,1140.0,Condo,1959.0,0.0,False,True,,2.0,67.0,508.7719298245614,,,AREA_3280
Cancelled,3370,Progresso,580000.0,,4,2,0.0,1281.0,Single Family,1958.0,0.0,False,False,6952.0,2.0,68.0,452.7712724434036,,,Progresso
Cancelled,3380,Allenwood,580000.0,,2,1,,736.0,Single Family,1959.0,2.0,False,False,7499.0,1.0,67.0,788.0434782608696,,,AREA_3380
Cancelled,3390,Progresso,580000.0,,3,2,0.0,1128.0,Single Family,1954.0,1.0,True,False,6751.0,2.0,72.0,514.1843971631206,,,Progresso
Cancelled,3470,Sherwood Forest,579999.0,,4,2,0.0,1120.0,Single Family,1953.0,0.0,False,False,6987.0,2.0,73.0,517.85625,,,AREA_3470
Cancelled,3160,Flb Condominium Hotel,579900.0,,1,1,1.0,767.0,Condo,2009.0,1.0,False,True,,1.5,17.0,756.0625814863103,,,AREA_3160
Cancelled,3160,Flb Condominium Hote,579900.0,,1,1,0.0,648.0,Condo,2009.0,1.0,False,True,,1.0,17.0,894.9074074074074,,,AREA_3160
Cancelled,3370,Wilton Station,579900.0,,2,2,1.0,1738.0,Townhouse,2006.0,1.0,False,False,,2.5,20.0,333.65937859608744,,,Wilton Station
Cancelled,3380,Progresso,579900.0,,3,2,0.0,1369.0,Single Family,1951.0,0.0,True,False,6002.0,2.0,75.0,423.59386413440467,,,Progresso
Cancelled,3260,Ba Part Bay Club,579000.0,,2,2,0.0,810.0,Condo,1956.0,0.0,False,True,,2.0,70.0,714.8148148148148,,,AREA_3260
Cancelled,3380,Galleria Lofts,579000.0,,3,2,1.0,1806.0,Townhouse,2018.0,1.0,False,False,,2.5,8.0,320.59800664451825,,,AREA_3380
Cancelled,3390,Progresso,579000.0,,4,3,0.0,1870.0,Single Family,1951.0,0.0,False,False,,3.0,75.0,309.62566844919786,,,Progresso
Cancelled,3480,Riverside Estates,579000.0,,3,2,0.0,1047.0,Single Family,1956.0,0.0,False,False,6195.0,2.0,70.0,553.0085959885387,,,AREA_3480
Cancelled,3480,Hendricks Heights,579000.0,,2,1,0.0,828.0,Single Family,1948.0,0.0,False,False,6382.0,1.0,78.0,699.2753623188406,,,AREA_3480
Cancelled,3600,Everglade Land Sales Co,579000.0,,2,1,,900.0,Single Family,1955.0,0.0,False,False,3000.0,1.0,71.0,643.3333333333334,,,AREA_3600
Cancelled,3480,Lauderdale,577000.0,,2,1,0.0,1042.0,Single Family,1950.0,0.0,False,False,6490.0,1.0,76.0,553.7428023032629,,,Lauderdale
Cancelled,3160,Carlton Tower,575000.0,,2,2,0.0,1202.0,Condo,1969.0,,False,True,0.0,2.0,57.0,478.369384359401,,,AREA_3160
Cancelled,3370,Cypress Cove,575000.0,,2,2,1.0,1350.0,Townhouse,1976.0,2.0,False,False,,2.5,50.0,425.9259259259259,,,AREA_3370
Cancelled,3370,Lauderdale Park,575000.0,,2,1,0.0,962.0,Single Family,1953.0,0.0,False,False,6539.0,1.0,73.0,597.7130977130977,,,Lauderdale Park
Cancelled,3380,Galleria Lofts,575000.0,,3,2,1.0,1806.0,Townhouse,2018.0,1.0,False,False,,2.5,8.0,318.38316722037655,,,AREA_3380
Cancelled,3390,Progresso,575000.0,,2,2,0.0,875.0,Single Family,1953.0,0.0,False,False,6755.0,2.0,73.0,657.1428571428571,,,Progresso
Cancelled,3390,Progresso,575000.0,,3,2,1.0,2062.0,Townhouse,2007.0,2.0,False,False,,2.5,19.0,278.85548011639185,,,Progresso
Cancelled,3390,Boniello Villas,575000.0,,3,2,0.0,1598.0,Single Family,1965.0,2.0,False,True,8243.0,2.0,61.0,359.82478097622027,,,AREA_3390
Cancelled,3470,Reserve Edgewood,575000.0,,4,2,1.0,1921.0,Townhouse,2020.0,1.0,False,False,,2.5,6.0,299.3232691306611,,,AREA_3470
Cancelled,3600,Port,575000.0,,2,2,1.0,1440.0,Condo,2006.0,1.0,False,True,0.0,2.5,20.0,399.30555555555554,,,AREA_3600
Cancelled,3840,Lauderdale,575000.0,,3,1,0.0,880.0,Single Family,1948.0,3.0,False,False,8190.0,1.0,78.0,653.4090909090909,,,Lauderdale
Cancelled,3800,Nuriver Landing,574950.0,,2,2,0.0,1246.0,Condo,2006.0,1.0,False,True,,2.0,20.0,461.4365971107544,,,Nuriver Landing
Cancelled,3490,Reserve Edgewood,572000.0,,3,2,1.0,1646.0,Single Family,2020.0,1.0,False,False,1701.0,2.5,6.0,347.50911300121504,,,AREA_3490
Cancelled,3160,Flb Condominium Hotel,570900.0,,1,1,1.0,767.0,Condo,2009.0,1.0,False,True,,1.5,17.0,744.3285528031291,,,AREA_3160
Cancelled,3160,Vantage View,570000.0,,2,2,0.0,1100.0,Condo,1976.0,1.0,False,True,,2.0,50.0,518.1818181818181,,,Vantage View
Cancelled,3170,Everglades House,570000.0,,2,1,1.0,1205.0,Condo,1965.0,1.0,False,True,,1.5,61.0,473.02904564315355,,,AREA_3170
Cancelled,3500,Croissant Park,570000.0,,3,3,0.0,1095.0,Single Family,1953.0,1.0,False,False,5600.0,3.0,73.0,520.5479452054794,,,Croissant Park
Cancelled,3500,Croissant Park,569900.0,,3,3,0.0,1095.0,Single Family,1953.0,1.0,False,False,5600.0,3.0,73.0,520.4566210045662,,,Croissant Park
Cancelled,3160,Leisure Beach,569000.0,,1,1,0.0,647.0,Condo,1970.0,0.0,False,True,,1.0,56.0,879.4435857805255,,,AREA_3160
Cancelled,3370,Lauderdale Park,569000.0,,2,1,0.0,962.0,Single Family,1953.0,0.0,False,False,6539.0,1.0,73.0,591.4760914760915,,,Lauderdale Park
Cancelled,3470,Vinik,569000.0,,2,2,0.0,1124.0,Single Family,1949.0,0.0,False,True,6571.0,2.0,77.0,506.2277580071174,,,AREA_3470
Cancelled,3480,Riverside Estates,569000.0,,2,2,0.0,1302.0,Single Family,1955.0,0.0,False,False,7916.0,2.0,71.0,437.0199692780338,,,AREA_3480
Cancelled,3160,Atlantic Hotel,565000.0,,1,1,0.0,600.0,Condo,2004.0,1.0,False,True,,1.0,22.0,941.6666666666666,,,AREA_3160
Cancelled,3160,Tradewinds By Sea,565000.0,,2,2,0.0,1100.0,Condo,1980.0,1.0,False,False,,2.0,46.0,513.6363636363636,,,AREA_3160
Cancelled,3280,Rivercrest,565000.0,,2,2,0.0,1300.0,Condo,1963.0,0.0,False,True,,2.0,63.0,434.61538461538464,,,AREA_3280
Cancelled,3280,Rivercrest,565000.0,,2,2,0.0,1300.0,Condo,1963.0,0.0,False,True,,2.0,63.0,434.61538461538464,,,AREA_3280
Cancelled,3280,East Condominium,565000.0,,2,2,1.0,1204.0,Townhouse,1981.0,0.0,False,False,,2.5,45.0,469.2691029900332,,,AREA_3280
Cancelled,3331,Lauderdale,565000.0,,3,2,0.0,1194.0,Single Family,1950.0,0.0,False,False,6750.0,2.0,76.0,473.1993299832496,,,Lauderdale
Cancelled,3390,Progresso,565000.0,,4,2,0.0,1444.0,Single Family,1950.0,2.0,True,False,10123.0,2.0,76.0,391.27423822714684,,,Progresso
Cancelled,3500,Lauderdale,564900.0,,3,1,0.0,880.0,Single Family,1948.0,3.0,False,False,8190.0,1.0,78.0,641.9318181818181,,,Lauderdale
Cancelled,3370,Lauderdale Park Middle River Terrace,562500.0,,3,3,1.0,1775.0,Townhouse,2006.0,1.0,False,False,,3.5,20.0,316.90140845070425,,,AREA_3370
Cancelled,3160,Ft Lauderdale Yacht,561600.0,,1,1,0.0,601.0,Condo,1993.0,0.0,False,True,,1.0,33.0,934.4425956738769,,,AREA_3160
