"","MLS # Link","St","Area","Address","","Current Price","ZN","Year Built","Prop Type","Style of Property","Prop Type/Type of Building","Type of Property","Property SqFt","Waterfront Property (Y/N)","Sale Price","#Bays"
"1","F10484169","R","3370","1160 NE 24th Court","","$4,950","TOC SOUTH","","COM/Lease","","Warehouse Space","Mixed Use","6,821","","$4,950","3"
"1","F10497367","R","3370","124 NE 32nd Court","","$4,500","I-1","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Warehouse Space","Industrial","4,750","","$4,500",""
"1","F10436885","R","3260","2500 N Federal Highway","","$3,770","B-1","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","35,403","","$3,770",""
"1","F10497691","R","3170","1053 SE 17th Street","","$3,225","B-1","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","2,880","","$3,225",""
"1","F10495750","R","3370","1167 NE 24th Street Unit#West Unit","","$4,000","TOC S","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","14,612","","$4,000","1"
"1","F10496260","R","3270","808 NE 20th Avenue","","$3,950","ROA","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","$3,950","0"
"1","F10495557","R","3370","2550 NE 15th Avenue Unit#2550","","$3,700","","","COM/Lease","","Mall Enclosed, Shopping Center, Strip Store","Office","","","$3,700","0"
"1","F10440727","R","3380","1200 NE 7th Avenue Unit#3","","$3,900","B-3","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Mixed Use","1,258","","$3,900","1"
"1","F10501655","R","3500","900 S Andrews Avenue","","$3,850","RAC-RPO","","COM/Lease","","","Commercial","5,613","","$3,850",""
"1","F10446447","R","3470","503 SW 5th Avenue","","$3,750","RAC-SMU","","COM/Lease","","Warehouse Space","Retail","33,249","","$3,750",""
"1","F10463702","R","3460","802 NW 10th Terrace Unit#Bay # 2","","$3,500","B-3","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Retail Space, School, Warehouse Space","Commercial","10,125","","$3,500","1"
"1","F10542917","R","3550","306 E Oakland Park Boulevard","","$3,500","","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","","","$3,500",""
"1","F10451046","R","3370","400 E Oakland Park Boulevard Unit#404","","$3,700","","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","","","$3,700",""
"1","F10431163","R","3370","1732 NE 26th Street Unit#202","","$3,300","B-2","","COM/Lease","","Office/Warehouse Combination, Office Space","Commercial","22,363","","$3,300",""
"1","F10497425","R","3470","201 -207 SW  207 5th Street","","$3,300","RAC-SMU","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Industrial","14,450","","$3,300",""
"1","F10428905","R","3470","201 -207 SW  207 5th Street","","$3,000","RAC-SMU","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Mixed Use","14,450","","$3,000",""
"1","F10541766","R","3260","3020 N Federal Highway Unit#12","","$3,200","B-1","","COM/Lease","","Warehouse Space","Commercial","2,000","","$3,200",""
"1","F10454949","R","3370","1400 E Oakland Park Boulevard Unit#111","","$3,200","B-1","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","","","$3,200","0"
"1","F10463619","R","3460","802 NW 10th Terrace Unit#Bay # 1","","$3,000","B-3","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Retail Space, School, Warehouse Space","Commercial","10,125","","$3,000","1"
"1","F10472082","R","3020","914 W State Road 84","","$2,950","B-1","","COM/Lease","","Warehouse Space","Commercial","24,797","","$2,950",""
"1","F10471459","R","3170","2100 Miami Road","","$3,600","RMM-25","","COM/Lease","","Warehouse Space","Commercial","21,315","","$3,600","0"
"1","F10450892","R","3380","3045 N Federal Highway Unit#D","","$2,500","B-1","","COM/Lease","","Mall Enclosed, Medical Office, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","15,109","","$2,500","1"
"1","F10338284","R","3370","884-B E Oakland Park Boulevard Unit#884-B","","$2,400","","","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store","Retail","16,545","","$2,400","1"
"1","F10529706","R","3160","3015 N Ocean Boulevard Unit#C116","","$1,800","12","","COM/Lease","","Warehouse Space","Commercial","0","","$1,800",""
"1","F10539051","R","3250","2831 E Oakland Park Boulevard Unit#6","","$2,650","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Office","14,742","","$2,650",""
"1","F10454930","R","3370","1400 E Oakland Park Boulevard Unit#101B","","$2,508","B-1","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","","","$2,508","0"
"1","F10446515","R","3700","450 NE 5th Avenue Unit#1","","$2,450","RAC-CC","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","","","$2,450","0"
"1","F10433463","R","3260","2900 E Oakland Park Boulevard Unit#200","","$2,400","","","COM/Lease","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","12,669","","$2,400",""
"1","F10494040","R","3370","2420 N Dixie Highway","","$2,300","TOC South","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","6,110","","$2,300","1"
"1","F10446614","R","3700","440 NE 4th Avenue Unit#3","","$2,100","RAC-CC","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","133,110","","$2,100","0"
"1","F10467967","R","3250","2701 E Oakland Park Boulevard Unit#D","","$1,750","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","15,005","","$1,750",""
"1","F10487369","R","3370","3045 N Federal Highway Unit#96","","$1,900","B-1","","COM/Lease","","Mall Enclosed, Shopping Center, Strip Store, Warehouse Space","Retail","1,700","","$1,900","1"
"1","F10514747","R","3800","701 SE 32nd Court Unit#204","","$1,800","M-1","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","80,970","","$1,800",""
"1","F10475335","R","3250","2701 E Oakland Park Boulevard Unit#C","","$1,750","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","15,005","","$1,750",""
"1","F10480590","R","3370","287 E Oakland Park Boulevard","","$1,750","B-1","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Mixed Use","5,738","","$1,750",""
"1","F10454945","R","3370","1400 E Oakland Park Boulevard Unit#109B","","$1,744","B-1","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","","","$1,744","0"
"1","F10514282","R","3250","2665 E Oakland Park Boulevard","","$1,700","CB","","COM/Lease","","Warehouse Space","Retail","15,003","","$1,700",""
"1","F10527227","R","3280","3000 N Federal Highway Unit#6-7","","$1,700","B-1","","COM/Lease","","Mall Enclosed, Shopping Center, Strip Store, Warehouse Space","Commercial","1,994","","$1,700",""
"1","F10514377","R","3500","599 SW 2nd Avenue","","$1,600","RAC-SMU","","COM/Lease","","","Commercial","4,750","","$1,600",""
"1","F10515784","R","3370","2450 NE 13th Avenue","","$1,300","B-2","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","12,059","","$1,300",""
"1","F10472786","R","3700","441 NE 3 Unit#208","","$1,000","RAC-CC","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","$1,000","0"
"1","F10505782","R","3250","2665 E Oakland Park Boulevard","","$1,600","","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","","","$1,600","1"
"1","F10516626","R","3370","2448 NE 13th Avenue","","$1,200","B-2","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School","Commercial","12,059","","$1,200",""
"1","B26045139","R","3700","441 NE 3rd Avenue Unit#202","","$1,100","RAC-CC","1947","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Office","","","$1,100","0"
"1","F10501834","R","3260","2500 N Federal Highway Unit#200","","$731","B-1","","COM/Lease","","Office/Warehouse Combination, Office Space","Commercial","35,403","","$731",""
"1","F10498739","R","3260","2542 N Federal Highway","","$700","B-1","","COM/Lease","","","Office","19,500","","$700",""
"1","F10494001","R","3260","1930 E Sunrise Boulevard Unit#4","","$60","B-1","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","17,695","","$60",""
"1","F10493998","R","3260","1930 E Sunrise Boulevard Unit#9","","$60","B-1","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","2,101","","$60",""
"1","F10503334","R","3380","545 NE 13th Street","","$50","CB","","COM/Lease","","Warehouse Space","Retail","7,246","","$50",""
"1","F10523092","R","3260","907-911 NE 20th","","$35","","","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","10,000","","$35",""
"1","F10493994","R","3260","919 NE 20th","","$45","","","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","10,000","","$45",""
"1","F10436905","R","3470","307 SW 5th Street","","$50","RAC-SMU","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","14,368","","$50",""
"1","F10498150","R","3360","603 NE 13th Street Unit#C","","$40","CB","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","14,491","","$40",""
"1","F10322336","R","3800","416 SW 1st Avenue","","$40","","","COM/Lease","","Warehouse Space","Commercial","22,799","","$40",""
"1","F10541322","R","3160","905 Sunrise Lane","","$39","SLA","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","1,010","","$39",""
"1","F10495690","R","3810","801 NE 2nd Avenue Unit#120","","$36","NW-RAC M","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","11,458","","$36","6"
"1","F10518243","R","3370","1412 NE 4th Avenue","","$35","CB","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","6,248","","$35",""
"1","B26006664","R","3700","408 N Andrews Avenue","","$28","RAC-UV","1958","COM/Lease","","","Retail","","","$28",""
"1","F10537813","R","3280","1800 E Las Olas Boulevard Unit#2nd Floor","","$30","RMM-25","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","15,418","","$30",""
"1","F10454938","R","3370","1400 E Oakland Park Boulevard Unit#103","","$30","B-1","","COM/Lease","","Mall Enclosed, Medical Office, Office/Warehouse Combination, Office Space, Residential-Single Family, Shopping Center, Strip Store, Warehouse Space","Commercial","","","$30","0"
"1","F10494025","R","3460","501 NW 7th Avenue","","$30","NWRAC-MUw","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","161,456","","$30",""
"1","F10491644","R","3280","500 SE 15th Street Unit#106","","$29","RO","","COM/Lease","","Mall Enclosed, Medical Office, Office/Warehouse Combination, Office Space, Shopping Center, Strip Store","Commercial","28,600","","$29",""
"1","F10334215","R","3370","1142 NE 4th Avenue","","$29","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","12,499","","$29",""
"1","B26019616","R","3370","1900 E Oakland Park Boulevard","","$28","CB","1980","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","","","$28",""
"1","F10453180","R","3160","3015 N Ocean Boulevard Unit#C-126","","$25","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","1,938","","$25",""
"1","F10498993","R","3370","1800 NE 26th Street","","$10,000","RS-5","","COM/Lease","","Warehouse Space","Commercial","18,187","","$10,000",""
"1","F10409244","R","3460","612 NW 9th Avenue Unit#A-E","","$25","CB","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","20,250","","$25",""
"1","F10523394","R","3800","200 S Andrews Avenue Unit#603","","$46","RAC-CC","","COM/Lease","","Warehouse Space","Commercial","","","$46",""
"1","F10499339","R","3800","200 S Andrews Avenue Unit#201","","$25","RAC-CC,MEDICAL","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","","","$25",""
"1","F10396947","R","3450","522 NE 33rd Street Unit#541B","","$23","I-1","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Commercial","47,826","","$23",""
"1","F10494033","R","3380","1100 NE 5th Terrace","","$23","RMM-25","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","9,538","","$23",""
"1","F10453622","R","3370","1164 E Oakland Park Boulevard","","$20","B-1","","COM/Lease","","Medical Office, Warehouse Space","Commercial","33,050","","$20",""
"1","F10487613","R","3380","825 A/B NW A/b 8th Avenue","","$20","I","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Commercial","10,125","","$20",""
"1","F10461277","R","3560","851-863 NE 30th Court","","$18","MR","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Industrial","13,688","","$18",""
"1","F10452752","R","3450","3200A NE 33rd Street Unit#3200A","","$17","I-1","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","47,826","","$17",""
"1","F10494021","R","3380","540-550 W Sunrise Boulevard Unit#550","","$16","B-1","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Mixed Use","38,454","","$16",""
"1","F10452759","R","3450","3200B NE 32nd Street","","$15","I-1","","COM/Lease","","Warehouse Space","Commercial","47,826","","$15",""
"1","F10472654","R","3450","161 NE 32 Street","","$2","I-1","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Industrial","9,500","","$2","4"
