"","MLS # Link","St","Area","Address","","Current Price","ZN","Year Built","Prop Type","Style of Property","Prop Type/Type of Building","Type of Property","Property SqFt","Waterfront Property (Y/N)","Sale Price","#Bays"
"1","A11998773","A","3280","2856 E Oakland Park Blvd"," ","$36","¤CB","1966","COM/Lease","","Office Space, Professional","Office","7,505","","",""
"1","F10530751","A","3390","2101 N Andrews Avenue","","$36","B-2","","COM/Lease","","Warehouse Space","Commercial","84,738","","",""
"1","B26048696","A","3370","2208 NE 26th Avenue Unit#A","","$35","B-1","1958","COM/Lease","","Retail Space, School","Retail","","","",""
"1","B26014944","A","3370","2301 NE 26th Street Unit#A-b-c","","$35","B-1","1956","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store","Retail","","","",""
"1","B26044281","A","3470","602 SW 12th Avenue","","$35","RS-8","1960","COM/Lease","","Consumer Service, Office/Warehouse Combination, Office Space, Professional","Office","","","",""
"1","F10522748","A","3700","642 NE 3rd Avenue","","$35","RAC-UV","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","7,813","","",""
"1","B26042077","A","3810","643 N Andrews Avenue","","$34","RAC-UV","1961","COM/Lease","","Office/Warehouse Combination, Office Space","Office","","","",""
"1","F10549143","A","3370","1400 E Oakland Park Boulevard Unit#103","","$30","B-1","","COM/Lease","","Mall Enclosed, Medical Office, Office/Warehouse Combination, Office Space, Residential-Single Family, Shopping Center, Strip Store, Warehouse Space","Commercial","","","","0"
"1","F10523069","A","3380","1330 SE 4th Avenue Unit#F","","$30","RO","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10487620","A","3380","707 NE 3rd Avenue","","$30","","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10550186","A","3800","2150 S Andrews Avenue","","$30","SRAC-SAe","","COM/Lease","","Warehouse Space","Commercial","45,949","","",""
"1","B26038881","A","3810","429 NW 1st Avenue","","$30","RAC-UV","1958","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Office","","","",""
"1","F10472004","A","3380","3045 N Federal Highway Unit#60H"," ","$28","B-1","","COM/Lease","","Mall Enclosed, Medical Office, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","15,109","","",""
"1","A12019845","A","3400","1395 W Sunrise Blvd","","$28","¤B-1","2002","COM/Lease","","Retail Space, Shopping Center","Retail","35,604","","",""
"1","A11874384","A","3370","1512 NE 4th Ave"," ","$26","","1981","COM/Lease","","Free Standing, Retail Space","Mixed Use","6,245","No","","1"
"1","A12017741","A","3150","2429 Davie Blvd Unit#Unit 1"," ","$25","¤CB","1965","COM/Lease","","Office Space, Retail Space","Retail","5,947","","",""
"1","F10498745","A","3170","910 SE 17th Street","","$25","B-1","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","90,168","","",""
"1","F10493993","A","3260","915 NE 20th Unit#1","","$25","","","COM/Lease","","Warehouse Space","Retail","10,000","","",""
"1","B26013594","A","3450","777 E Oakland Park Boulevard","","$25","B-1","1978","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","","","",""
"1","A12048526","A","3800","200 S Andrews Ave Unit#503","","$25","¤RAC-CC","1986","COM/Lease","","Office Space","Office","2,400","","",""
"1","A12027577","A","3800","200 S Andrews Ave Unit#302-303","","$25","¤RAC-CC","1986","COM/Lease","","Office Space, Other Type","Office","0","","",""
"1","A12027389","A","3800","200 S Andrews Ave Unit#300-301","","$25","¤RAC-CC","1986","COM/Lease","","Office Space, Other Type","Office","0","","",""
"1","A11965243","A","3800","200 S Andrews Ave Unit#300","","$25","¤RAC-CC","2007","COM/Lease","","Office Space, Other Type","Office","0","","",""
"1","A12032885","A","3800","200 S Andrews Ave Unit#500","","$24","¤RAC-CC","1986","COM/Lease","Commercial Lease","Free Standing, Office Space","Office","182,000","No","",""
"1","A11974673","A","3370","89-99 E Oakland Park Blvd Unit#89-99","","$23","¤B-1","1981","COM/Lease","Commercial Lease","Retail Space, Shopping Center","Retail","51,631","No","",""
"1","F10550164","A","3380","1100 NE 5th Terrace","","$23","RMM-25","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","9,538","","",""
"1","A11420510","A","3260","1975 E SUNRISE BLVD Unit#various"," ","$22","OFFICE","1980","COM/Lease","Commercial Office","Office Space, Professional","Office","83","Yes","","0"
"1","B26046253","A","3380","1600 NE 12th Terrace","","$18","B-3","1974","COM/Lease","","Mini Warehouse, Store/Warehouse Combination, Warehouse Space","Industrial","","","","3"
"1","A12009452","A","3280","806 NW 8th Ave"," ","$17","¤I","1983","COM/Lease","","Warehouse Space","Industrial","13,500","","",""
"1","A12031126","A","3800","1207 SW 1st Ave"," ","$14","¤SRAC-SAw","1956","COM/Lease","","Light Manufacturing, Office/Warehouse Combination","Mixed Use","6,750","","",""
"1","A11915657","A","3590","1226 NW 23rd Ave"," ","$12","¤I","1962","COM/Lease","","Industrial, Office/Warehouse Combination","Industrial","29,889","No","","3"
"1","F10541001","AC","3600","1400 S Federal Highway","","$10,500,000","B-1","1991","COM/Sale","","","Commercial","47,950","","",""
"1","B26017874","AC","3460","936 NW 1st Street","","$3,495,000","B-3","1969","COM/Sale","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Industrial","","","","2"
"1","F10546000","AC","3480","1100 NW 4th Street","","$2,900,000","RMM-25","1967","COM/Sale","","Warehouse Space","Commercial","21,450","","",""
"1","F10455534","AC","3270","901 Sunrise Lane","","$2,400,000","S-L-A","1957","COM/Sale","","","Commercial","1,108","","",""
"1","F10447470","AC","3800","1225 SE 2nd Avenue","","$1,995,000","ROC","1974","COM/Sale","","Consumer Service, Medical Office, Office/Warehouse Combination, Office Space, Professional, Retail Space, School","Office","21,789","","","0"
"1","A11979422","AC","3380","1143 NE 7th Ave","","$1,900,000","¤B-3","1954","COM/Sale","Special Purpose","Office Space, Warehouse Space","Mixed Use","6,385","No","","2"
"1","A11831403","AC","3810","842 NW 1st Ave","","$1,900,000","¤RMM-25","1973","COM/Sale","","Apartments","Income/MultiFamily","10,126","No","",""
"1","B26021365","AC","3370","1100 NE 18th Court Unit#1-8","","$1,250,000","RML-25","1958","COM/Sale","","Hotel/Motel","Multifamily","","","",""
"1","F10382163","AC","3470","1021 NW 1st Street","","$975,000","","1957","COM/Sale","","","Commercial","7,000","","",""
"1","A11841391","AC","3810","848 NW 2nd Ave","","$975,000","¤RMM-25","1972","COM/Sale","","Apartments","Income/MultiFamily","6,750","No","",""
"1","A11941918","AC","3560","2001-2007 NW 21st Ave","","$799,900","¤B-2","","COM/Sale","Mixed Use","Commercial/Residential Income, Retail Space","Mixed Use","11,136","No","","0"
