"","MLS # Link","St","Area","Address","","Current Price","ZN","Year Built","Prop Type","Style of Property","Prop Type/Type of Building","Type of Property","Property SqFt","Waterfront Property (Y/N)","Sale Price","#Bays"
"1","F10482184","X","3160","3015 N Ocean Boulevard Unit#C126","","$450,000","","1974","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","104,310","","",""
"1","F10489081","X","3450","415-417 E Oakland Park Boulevard","","$445,000","","","COM/Sale","","","Multifamily","","","",""
"1","F10447813","X","3160","3015 N Ocean Boulevard Unit#C-115","","$425,000","CB","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","1,938","","",""
"1","F10449571","X","3260","2455 E Sunrise Boulevard Unit#209","","$423,040","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","1,322","","",""
"1","F10541302","X","3360","1400 E Oakland Park Boulevard Unit#100","","$420,000","","1972","COM/Sale","","","Commercial","47,521","","",""
"1","F10450305","X","3260","2455 E Sunrise Boulevard Unit#512","","$416,975","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","1,283","","",""
"1","F10540431","X","3600","1801 SE 17th Street Unit#112","","$370,000","","2005","COM/Sale","","Warehouse Space","Commercial","","","",""
"1","F10450312","X","3260","2455 E Sunrise Boulevard Unit#815","","$369,495","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","1,071","","",""
"1","F10449575","X","3260","2455 E Sunrise Boulevard Unit#502","","$359,775","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","1,107","","",""
"1","F10450279","X","3160","3015 N Ocean Boulevard Unit#C-115","","$350,000","CB","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","1,938","","",""
"1","F10424980","X","3160","3015 N Ocean Boulevard Unit#C-126","","$315,000","CB","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","1,938","","",""
"1","F10552870","X","3280","1103 E Las Olas Boulevard","","$299,000","B-1","","COM/Sale","","Warehouse Space","Commercial","10,082","","",""
"1","F10528747","X","3160","3015 N Ocean Boulevard Unit#C106","","$220,000","","1974","COM/Sale","","Mall Enclosed, Office/Warehouse Combination, Office Space, Shopping Center, Strip Store","Mixed Use","0","","","0"
"1","F10502365","X","3160","3015 N Ocean Boulevard","","$215,000","","","COM/Lease","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","104,310","","",""
"1","F10482180","X","3160","3015 N Ocean Boulevard Unit#C117","","$200,000","","1974","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","104,310","","",""
"1","F10458842","X","3370","2031 Wilton Drive","","$200,000","","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","","","",""
"1","A11708099","X","3070","3045 N Federal Hwy Unit#6","","$170,000","¤B-1","1968","COM/Sale","","Office Space, Other Type","Office","401","","",""
"1","A11845437","X","3150","3045 N Federal Hwy Unit#6","","$170,000","¤B-1","1968","COM/Sale","","Office Space, Professional","Office","0","","",""
"1","A11629439","X","3560","925 W Broward Blvd","","$65,000","¤B-1","1979","COM/Lease","","Automotive","Mixed Use","26,576","","",""
"1","A11854739","X","3560","925 W Broward Blvd","","$45,000","¤B-1","1979","COM/Lease","","Automotive","Mixed Use","26,576","","",""
"1","F10474545","X","3400","1001 W Sunrise Boulevard","","$22,500","B-1","","COM/Lease","","Warehouse Space","Commercial","23,711","","",""
"1","A11769815","X","3380","2010 Wilton Dr","","$15,000","¤A & E DI","1962","COM/Lease","Commercial Retail","Restaurant/Bar, Retail Space","Retail","7,960","","",""
"1","A11575411","X","3380","2010 Wilton Dr","","$15,000","¤A & E DI","2022","COM/Lease","Commercial Retail","Restaurant/Bar, Retail Space","Restaurant/Entertainment","7,960","","",""
"1","F10443466","X","3500","2901 SW 3rd Avenue Unit#1B","","$13,000","I","","COM/Lease","","Warehouse Space","Commercial","5,170","","",""
"1","A11879199","X","3370","929 NE 17th Way","","$11,500","¤RMM-25","","COM/Lease","","Automotive, Industrial","Special Purpose","20,250","No","",""
"1","F10538206","X","3280","1103 E Las Olas Boulevard","","$10,603","B-1","","COM/Lease","","Warehouse Space","Commercial","10,082","","",""
"1","A11363745","X","3480","330 SW 12th St","","$10,000","¤ROC","2001","COM/Lease","","Free Standing, Office Space","Office","14,291","","",""
"1","F10499877","X","3360","3101 N Federal Highway Unit#200","","$9,625","PRZD","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Shopping Center, Strip Store, Warehouse Space","Commercial","","","",""
"1","B26026572","X","3260","2455 E Sunrise Boulevard Unit#Cu-4g-4h-4i","","$9,250","B-1","1973","COM/Lease","","","Commercial","","","",""
"1","F10523355","X","3250","2739 Oakland Park Boulevard","","$8,600","CB","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","","","",""
"1","A11432606","X","3370","1301 N Dixie Hwy","","$7,500","¤CB","1960","COM/Lease","Commercial Lease","Free Standing, Retail Space","Retail","10,349","No","",""
"1","A11591447","X","3720","3291 N Andrews Ave","","$6,800","¤B-1","1997","COM/Lease","","Convenience Store, Medical Office","Flex Space","16,375","","",""
"1","F10535152","X","3600","614 S Federal Highway","","$6,000","","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10447318","X","3260","3000 N Federal Highway Unit#1A","","$5,880","B-1","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10447815","X","3160","3015 N Ocean Boulevard Unit#C-115","","$5,475","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","1,938","","",""
"1","F10469748","X","3700","401 NE 8th Street","","$5,275","RAC-UV","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","5,715","","",""
"1","A11569314","X","3200","900 N Federal Hwy","","$5,000","¤B-1","1957","COM/Lease","","Anchored Center, Restaurant/Bar","Restaurant/Entertainment","140,523","","",""
"1","A11557055","X","3360","3225 N Andrews Ave","","$5,000","","1976","COM/Lease","Commercial Retail","Office Space, Retail Space","Mixed Use","42,820","No","","1"
"1","F10455810","X","3800","304 SE 20th Street","","$4,995","RO","","COM/Lease","","Office/Warehouse Combination, Office Space","Commercial","","","",""
"1","F10432468","X","3260","2455 E Sunrise Boulevard Unit#cu-ph-c/d","","$4,818","commercial","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10412130","X","3460","904 NW 9th Avenue","","$4,800","B-3","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","10,125","","","3"
"1","F10429925","X","3250","2727 E Oakland Park Boulevard Unit#100","","$4,488","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","15,005","","",""
"1","F10542918","X","3550","404 E Oakland Park Boulevard","","$4,400","B-2","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","","","",""
"1","F10542067","X","3810","711 6 Avenue","","$4,200","","","COM/Lease","","Warehouse Space","Commercial","","","",""
"1","F10489057","X","3800","100 SE 20th Street","","$4,145","RO","","COM/Lease","","Office/Warehouse Combination, Office Space","Commercial","6,776","","","0"
"1","F10511233","X","3370","308 E Oakland Park Unit#308","","$4,100","","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Mixed Use","","","",""
"1","A11631399","X","3390","600 W Oakland Park Blvd","","$4,000","¤B-1","1968","COM/Lease","","Free Standing, Retail Space","Retail","10,213","","",""
"1","F10479623","X","3370","404 E Oakland Park Boulevard Unit#404","","$3,958","","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","","","",""
"1","F10455923","X","3270","808 NE 20th Avenue","","$3,950","ROA","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","11,666","","","0"
"1","F10476954","X","3370","1167 NE 24th Street Unit#1167","","$3,950","LI","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","14,612","","","1"
"1","F10424848","X","3470","413 SW 3rd Avenue","","$3,950","RAC-SMU","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","51,074","","",""
"1","F10505986","X","3260","3020 N Federal Highway Unit#6","","$3,900","B-1","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","1,000","","",""
"1","R11037027","X","3480","2215 S Federal Highway","","$3,900"," ","1961","COM/Lease","","","","","No","",""
"1","F10443132","X","3400","2500 NE 15 Unit#2500","","$3,800","","","COM/Lease","","Warehouse Space","Commercial","","","","0"
"1","F10469010","X","3360","3101 N Federal Highway Unit#303","","$3,750","PRZD","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Shopping Center, Strip Store, Warehouse Space","Commercial","","","",""
"1","F10412684","X","3800","8 SE 8th Street","","$3,750","RAC-CC","","COM/Lease","","","Office","7,000","","","0"
"1","R11056666","X","3800","2223 S Federal Highway","","$3,700"," ","","COM/Sale","","Office/Warehouse Combination, Office Space","Retail","","","",""
"1","A11673464","X","3280","2500 SW 3rd Ave","","$3,400","¤I","1952","COM/Lease","","Industrial","Industrial","5,424","","",""
"1","A11870797","X","3160","905 Sunrise Ln","","$3,200","¤SLA","1952","COM/Lease","Commercial Office","Apartments, Other Type","Retail","1,010","No","",""
"1","F10483270","X","3810","550 S Andrews Avenue","","$3,200","","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","A11864518","X","3380","1968 E Sunrise Blvd","","$3,000","¤B-1","1951","COM/Lease","","Consumer Service, Shopping Center","Retail","10,000","","",""
"1","F10343857","X","3600","2301 S Andrews Avenue","","$3,000","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","3,921","","",""
"1","F10507065","X","3250","2831 E Oakland Park Boulevard Unit#7","","$2,895","CB","","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","14,742","","",""
"1","F10498514","X","3260","2800 N Federal Highway","","$2,800","B-1","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","14,358","","",""
"1","F10446547","X","3600","1128 SE 3rd Avenue","","$2,595","","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","A11764586","X","3130","3020 NE 32nd Ave Unit#OU40","","$2,500","¤CB","2002","COM/Lease","","Commercial/Residential Income, Condominium","Office","0","","",""
"1","F10506005","X","3260","3020 N Federal Highway Unit#6 - 2nd FLOOR","","$2,500","B-1","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","1,000","","",""
"1","F10472080","X","3370","1231 NE 8th Avenue Unit#2nd Floor","","$2,500","B-3","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","16,888","","",""
"1","F10424414","X","3390","1337 NE 4 Avenue","","$2,500","","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","","","",""
"1","A11855316","X","3424","1026-1030 NW 9th Ave","","$2,500","¤B-1","1961","COM/Lease","","Retail Space, Shopping Center","Retail","6,751","","",""
"1","F10424593","X","3450","702 NW 6th Avenue","","$2,500","I","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Mixed Use","6,750","","","1"
"1","F10494810","X","3600","620 NE 3rd Street Unit#Upper","","$2,500","RAC-EMU","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","6,440","","",""
"1","A11941150","X","3800","800 SE 3rd Ave Unit#4-SW Corner","","$2,500","¤RAC-CC","1987","COM/Lease","","Office Space, Professional","Office","5,050","","",""
"1","A11940200","X","3800","800 SE 3rd Ave Unit#4-NW Corner","","$2,500","¤RAC-CC","1987","COM/Lease","","Office Space, Professional","Office","5,050","","",""
"1","A11646613","X","3470","1851 SW 2nd Ave Unit#8","","$2,400","¤B-3","1999","COM/Lease","Commercial Lease","Office/Warehouse Combination, Warehouse Space","Industrial","1,499","No","","1"
"1","A11589488","X","3260","2455 E Sunrise Blvd Unit#CU917-I","","$2,350","¤B-1","1973","COM/Lease","Commercial Office","Commercial/Residential Income","Office","0","","",""
"1","A11685454","X","3250","2691 E Oakland Park Blvd Unit#304","","$2,290","","","COM/Lease","","Medical Office, Office Space","Office","15,000","","",""
"1","A11917909","X","3520","2429 Davie Blvd","","$2,200","¤CB","1965","COM/Lease","","Free Standing, Office Space","Retail","5,947","","",""
"1","A11950319","X","3600","888 SE 3 ave","","$2,200","","","COM/Lease","","Office Space, Professional","Office","3,220","","",""
"1","A11793134","X","3800","1224 SW 1st Ave","","$2,200","¤SRAC-SAw","1926","COM/Lease","","Office Space","Office","6,250","","",""
"1","A11712240","X","3390","2315 N Andrews Ave Unit#2315","","$2,000","B-2","1966","COM/Lease","Commercial Lease","Office Space, Professional","Office","0","","",""
"1","R11080509","X","3111","1036 NW 9th Avenue","","$1,999","commercial","1984","COM/Sale","","Industrial, Office/Warehouse Combination, Office Space","Retail","","","",""
"1","A11883919","X","3470","1224 SW 1st Ave","","$1,950","¤SRAC-SAw","1926","COM/Lease","Commercial Office","Free Standing, Office Space","Office","6,250","No","","0"
"1","A11837892","X","3160","3104 NE 9th St","","$1,800","¤SLA","1978","COM/Lease","","Office Space","Office","6,584","No","",""
"1","A11694169","X","3260","2455 E Sunrise Blvd Unit#CU9J","","$1,800","¤B-1","1973","COM/Lease","Commercial Office","Medical Office, Office Space","Office","13,263","No","",""
"1","A11767758","X","3370","120 E Oakland Park Blvd","","$1,800","¤B-2","1974","COM/Lease","Commercial Lease","Office Space, Professional","Office","19,998","","",""
"1","A11661871","X","3370","287 NE Oakland park Blvd","","$1,800","¤B-1","1973","COM/Lease","","Building Trades, Professional","Office","5,738","","",""
"1","F10484979","X","3800","701 SE 32 Court Unit#204","","$1,800","B3","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Office","","","",""
"1","F10542132","X","3700","720 NE 3rd Avenue","","$1,750","RAC-CC","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","6,250","","","0"
"1","A11655618","X","3010","3015 N Ocean Blvd Unit#C104","","$1,700","¤CB","1974","COM/Lease","","Office Space, Professional","Office","0","","",""
"1","F10447940","X","3370","2450 NE 13th Avenue","","$1,700","TOC EAST","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","12,059","","",""
"1","F10435230","X","3390","101 W Sunrise Boulevard Unit#125","","$1,700","B-1","","COM/Lease","","","Retail","22,945","","",""
"1","A11921105","X","3370","120 East Oakland Park Boulevard Unit#208","","$1,650","B-2","1974","COM/Lease","Commercial Office","Office Space, Professional","Mixed Use","19,998","No","",""
"1","A11483268","X","3150","3025 N Ocean Blvd Unit## 6","","$1,600","¤CB","1951","COM/Lease","","Strip Store","Retail","9,047","","",""
"1","F10460442","X","3280","1500 E Las Olas","","$1,600","","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10402666","X","3370","1316 NE 4th Avenue Unit#Suite C","","$1,600","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","20,310","","",""
"1","A11655613","X","3010","3015 N Ocean Blvd Unit#C104","","$1,500","¤CB","1974","COM/Lease","","Office Space, Other Type","Mixed Use","0","","",""
"1","A11598158","X","3330","313 Hendricks Isle Unit#SLIP 2","","$1,500","¤RMM-25","1951","COM/Lease","Special Purpose","Marina, Special Purpose","Special Purpose","9,375","Yes","",""
"1","F10484024","X","3370","2450 NE 13th Avenue","","$1,500","TOC EAST","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","12,059","","",""
"1","A11941173","X","3800","800 SE 3rd Ave Unit#4-N","","$1,500","¤RAC-CC","1987","COM/Lease","","Office Space, Professional","Office","5,050","","",""
"1","A11941159","X","3800","800 SE 3rd Ave Unit#4-S","","$1,500","¤RAC-CC","1987","COM/Lease","","Office Space, Professional","Office","5,050","","",""
"1","F10433292","X","3250","2831 E Oakland Park Boulevard Unit#10","","$1,495","CB","","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","14,742","","",""
"1","F10432981","X","3260","2455 CU-PH-E E Cu-Ph-E Sunrise Boulevard","","$1,393","COMMERCIAL","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","R11118522","X","3130","2631 E Oakland Park Boulevard Unit#105b","","$1,300","CB","1964","COM/Lease","","","","","No","",""
"1","R11051184","X","3130","2631 E Oakland Park Boulevard Unit#203","","$1,270","CB","1964","COM/Lease","","","","","","",""
"1","F10504271","X","3260","3038 N Federal Highway Unit#E - 2nd FL Office","","$1,250","B-1","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","1,000","","",""
"1","F10453747","X","3260","3038 N Federal Highway Unit#2nd Floor Office","","$1,250","B-1","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Commercial","1,000","","",""
"1","A11864516","X","3380","1968 E Sunrise Blvd","","$1,200","¤B-1","1951","COM/Lease","","Consumer Service, Shopping Center","Retail","10,000","","",""
"1","F10543944","X","3600","608 SE 6th Street Unit#6","","$1,195","CB","","COM/Lease","","Warehouse Space","Commercial","11,886","","","0"
"1","F10495222","X","3370","2435 N Dixie Highway Unit#3A","","$1,100","B-3","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","11,662","","",""
"1","A11979981","X","3460","900 NW 6th St Unit#B","","$1,050","¤NWRAC-MU","1955","COM/Lease","","Office Space","Office","12,518","","",""
"1","F10311486","X","3500","600 SW 4th Avenue","","$950","RAC-SMU","","COM/Lease","","Warehouse Space","Office","12,363","","",""
"1","A11255914","X","3260","2400 E Oakland Park Blvd Unit#202","","$930","","1956","COM/Lease","","Office Space, Retail Space","Office","2,000","","",""
"1","A11807878","X","3500","150 SE 12th St Unit#101-3","","$840","¤RO","1975","COM/Lease","","Office Space","Office","13,664","","",""
"1","F10422494","X","3212","1215 NE 17th Court","","$750","B-3","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","45,568","","",""
"1","A11885128","X","3250","2691 E Oakland Park Blvd Unit#203B","","$700","","","COM/Lease","","Medical Office, Office Space","Office","15,000","","",""
"1","A11655620","X","3010","3015 N Ocean Blvd Unit#C104","","$600","¤CB","1974","COM/Lease","","Other Type, Professional","Office","0","","",""
"1","R11046982","X","3160","801 Seabreeze Boulevard","","$77","SBMHA","1976","COM/Lease","","","","","Yes","",""
"1","F10500883","X","3700","801 N Federal Highway","","$60","RAC-UV","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","3,435","","",""
"1","F10499862","X","3270","501 NE 5th Terrace Unit#700","","$55","RAC-CC","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","229,140","","",""
"1","F10511719","X","3450","2262 Wilton Drive","","$55","","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","77,828","","",""
"1","F10322328","X","3700","801 N Federal Highway","","$55","","","COM/Lease","","Warehouse Space","Commercial","3,435","","",""
"1","F10511728","X","3450","2211 Wilton Drive","","$50","A & E DISTRICT","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","48,969","","",""
"1","F10531646","X","3700","727 3rd Avenue","","$45","","","COM/Lease","","Warehouse Space","Commercial","","","",""
"1","F10440728","X","3500","888 SE 3rd Avenue","","$43","","","COM/Lease","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","","","",""
"1","F10480187","X","3360","2216 E Oakland Park Boulevard","","$40","","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","","","",""
"1","F10436037","X","3370","603 NE 13th Street","","$40","CB","","COM/Lease","","Warehouse Space","Retail","14,491","","",""
"1","F10498148","X","3380","535 NE 13th Street Unit#2","","$40","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","14,491","","",""
"1","F10464702","X","3460","200 NE 3rd Avenue","","$40","","","COM/Lease","","Warehouse Space","Commercial","18,349","","",""
"1","F10512095","X","3560","920 NE 13th Street","","$40","B-3","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","35,008","","",""
"1","F10480162","X","3260","2455 E Sunrise Boulevard Unit#Penthouse","","$38","B-1","","COM/Lease","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","12,398","","",""
"1","F10511622","X","3380","900 NE 26th Avenue","","$38","RO","","COM/Lease","","Medical Office, Warehouse Space","Commercial","11,743","","",""
"1","A11567376","X","3250","2852 E Oakland Park Blvd","","$35","¤CB","1963","COM/Lease","Commercial Lease","Other Type","Retail","7,505","No","",""
"1","F10440891","X","3260","906 NE 26th Avenue","","$35","R-O","","COM/Lease","","Medical Office, Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","10,250","","",""
"1","A11350356","X","3280","1811 Cordova Rd Unit#1811","","$35","¤PEDD","2005","COM/Lease","","Office Space, Shopping Center","Office","245,865","","",""
"1","A11350353","X","3280","1865 Cordova Rd Unit#B215","","$35","¤PEDD","2005","COM/Lease","","Office Space, Shopping Center","Office","245,865","","",""
"1","A11350330","X","3280","1865 Cordova Rd Unit#B217","","$35","¤PEDD","2005","COM/Lease","","Office Space, Shopping Center","Office","245,865","","",""
"1","F10421703","X","3700","700 N Andrews Avenue","","$35","NWRAC-MUe","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","13,720","","",""
"1","F10396985","X","3270","1217 E Broward Boulevard","","$32","RO","","COM/Lease","","Warehouse Space","Commercial","6,750","","",""
"1","F10441698","X","3240","727 NE 3rd Avenue","","$32","","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","F10512373","X","3560","716-718 NE 2nd Avenue","","$32","RAC-UV","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","6,738","","",""
"1","A11552079","X","3010","519 SE 32nd Ct","","$30","¤B-3","1987","COM/Lease","","Industrial","Industrial","38,524","","",""
"1","A11971615","X","3130","993 W State Road 84 Unit#993","","$30","¤B-1","1975","COM/Lease","","Anchored Center, Shopping Center","Retail","250,328","","",""
"1","R11008132","X","3130","2631 E Oakland Park Boulevard Unit#203","","$30","CB","1964","COM/Lease","","","","","","",""
"1","R11008129","X","3130","2631 E Oakland Park Boulevard Unit#205","","$30","CB","1964","COM/Lease","","","","","","",""
"1","R11008125","X","3130","2631 E Oakland Park Boulevard Unit#106","","$30","CB","1964","COM/Lease","","","","","No","",""
"1","F10502363","X","3160","3015 N Ocean Boulevard","","$30","","","COM/Lease","","Residential-Single Family, Warehouse Space","Commercial","104,310","","",""
"1","F10453939","X","3370","1881 NE 26th Street","","$30","B-2","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School","Commercial","50,854","","",""
"1","A11543408","X","3370","1408 NE 4th Ave","","$30","¤RM-15","1961","COM/Lease","Mixed Use","Office Space, Retail Space","Mixed Use","12,996","","",""
"501","F10445871","X","3380","3001 N Federal Highway","","$30","","","COM/Lease","","Retail Space, School, Warehouse Space","Retail","","","",""
"501","F10485519","X","3460","612 NW 9th Avenue Unit#A-E","","$30","CB","","COM/Lease","","Mall Enclosed, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Retail","20,250","","",""
"501","F10430135","X","3260","2876 E Oakland Park Boulevard","","$29","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","","","",""
"501","F10455355","X","3280","500 SE 15th Street Unit#106","","$29","RO","","COM/Lease","","Mall Enclosed, Office/Warehouse Combination, Office Space, Shopping Center, Strip Store, Warehouse Space","Commercial","28,600","","",""
"501","F10403204","X","3500","200 Davie Boulevard","","$29","","","COM/Lease","","Retail Space, School, Warehouse Space","Commercial","9,698","","",""
"501","A11521140","X","3400","1395 W Sunrise Blvd","","$28","¤B-1","2002","COM/Lease","","Retail Space, Shopping Center","Retail","35,604","","",""
"501","F10425780","X","3370","900 NE 13th Street","","$28","B-3","","COM/Lease","","Retail Space, School, Warehouse Space","Mixed Use","22,915","","",""
"501","A11939037","X","3470","15 NW 9th Ave","","$27","¤B-3","","COM/Lease","Commercial Lease","Office/Warehouse Combination, Warehouse Space","Industrial","7,000","No","","6"
"501","A11852410","X","3470","15 NW 9th Ave","","$27","¤B-3","","COM/Lease","Commercial Lease","Office/Warehouse Combination, Warehouse Space","Industrial","7,000","No","","6"
"501","A11927961","X","3150","2429 Davie Blvd","","$25","¤CB","1966","COM/Lease","","Free Standing, Retail Space","Retail","5,947","","",""
"501","F10430433","X","3260","2455 E Sunrise Boulevard Unit#CUPHA","","$25","COMMERCIAL","","COM/Lease","","Residential-Single Family, Warehouse Space","Commercial","","","",""
"501","A11716499","X","3300","2455 E Sunrise Blvd Unit#CU9K-CU9M-CU9L","","$25","¤B-1","1973","COM/Lease","Commercial Lease","Medical Office, Professional","Office","6,624","No","",""
"501","A11625990","X","3350","2455 E Sunrise Blvd Unit#CU9K-CU9M-CU9L","","$25","¤B-1","1973","COM/Lease","","Medical Office, Office Space","Office","6,624","No","",""
"501","A11703844","X","3360","3038 N Federal Hwy Unit#C","","$25","¤B-1","1960","COM/Lease","Commercial Office","Medical Office, Retail Space","Retail","1,982","No","",""
"501","A11592666","X","3360","3038 N Federal Hwy Unit#C","","$25","¤B-1","1960","COM/Lease","Commercial Office","Medical Office, Retail Space","Retail","1,982","No","",""
"501","A11811173","X","3370","129-135 E Oakland Park Blvd Unit#129","","$25","¤B-1","1981","COM/Lease","Commercial Retail","Retail Space","Retail","51,631","No","",""
"501","F10425925","X","3370","1212 NE 26th Street","","$25","LI","","COM/Lease","","Warehouse Space","Multifamily","22,859","","",""
"501","F10516746","X","3700","634 NE 3rd Avenue","","$25","RAC-UV","","COM/Lease","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","45,250","","",""
"501","A11677775","X","3800","200 S Andrews Ave Unit#201","","$25","¤RAC-CC","1986","COM/Lease","Commercial Office","Office Space, Professional","Office","0","No","",""
"501","A11677668","X","3800","200 S Andrews Ave Unit#300 to 303","","$25","¤RAC-CC","1986","COM/Lease","Commercial Office","Office Space, Professional","Office","0","No","",""
"501","F10515307","X","3450","511 NE 32nd Street Unit#541A","","$22","I-1","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","47,826","","",""
"501","F10428945","X","3260","2740 E Oakland Park Boulevard","","$21","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","21,745","","",""
"501","F10470696","X","3370","1160 NE 24th Court","","$21","TOC SOUTH","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","6,821","","","3"
