"","MLS # Link","St","Area","Address","","Current Price","ZN","Year Built","Prop Type","Style of Property","Prop Type/Type of Building","Type of Property","Property SqFt","Waterfront Property (Y/N)","Sale Price","#Bays"
"1","B26017727","X","3160","125 N Birch Road","","$23,000,000","IOA","1947","COM/Sale","","","Multifamily","","","",""
"1","F10513010","X","3170","125 N Birch Road","","$23,000,000","","1947","COM/Sale","","","Commercial","28,321","","",""
"1","F10483250","X","3170","1147 Seabreeze Boulevard","","$14,750,000","RMH-25","1950","COM/Sale","","","Hotel","12,976","","",""
"1","F10492704","X","3350","1827 Middle River Drive","","$13,900,000","RM-15","1962","COM/Sale","","","Commercial","24,715","","","0"
"1","F10436822","X","3170","701 Bayshore Drive","","$12,500,000","","1957","COM/Sale","","Hotel/Motel","Hotel","","","",""
"1","A11690066","X","3130","3020 + 3024 Seville St","","$12,000,000","¤ABA","1959","COM/Sale","","Commercial/Residential Income, Hotel/Motel","Hotel","6,250","No","",""
"1","F10426156","X","3800","3100 SE 6th Avenue","","$11,900,000","B-3","1972","COM/Sale","","Warehouse Space","Commercial","90,193","","","5"
"1","F10494003","X","3560","850 NE 13th Street Unit#A-D","","$11,250,000","B-3","1970","COM/Sale","","Mall Enclosed, Office/Warehouse Combination, Office Space, Retail Space, School, Shopping Center, Strip Store, Warehouse Space","Mixed Use","17,220","","",""
"1","F10530893","X","3370","2209 NE 26th Street","","$9,600,000","RM-12","1957","COM/Sale","","Warehouse Space","Hotel","27,696","","",""
"1","A11624877","X","3560","925 W Broward Blvd","","$8,900,000","¤B-1","1979","COM/Sale","","Automotive, Showroom","Mixed Use","26,576","","",""
"1","F10409873","X","3490","3030 SW 4th Avenue","","$8,700,000","I","1974","COM/Sale","","Heavy Manufacturing, Light Manufacturing","Industrial","48,992","","","14"
"1","A11640494","X","3130","3001 N Ocean Blvd","","$8,000,000","¤CB","","COM/Sale","","Commercial/Residential Income, Hotel/Motel","Hotel","18,110","","",""
"1","A11664525","X","3470","616-626 SW 14th Ave","","$7,950,000","¤RD-15","1966","COM/Sale","","Commercial/Residential Income, Residential-Multi-Family","Income/MultiFamily","39,000","No","",""
"1","A11854783","X","3560","925 W Broward Blvd","","$7,600,000","¤B-1","1979","COM/Sale","","Automotive, Showroom","Mixed Use","26,576","","",""
"1","F10432503","X","3160","347 N Birch Road","","$6,895,000","IOA","","COM/Sale","","","Multifamily","10,000","","",""
"1","F10322411","X","3260","0000 N Main Street","","$6,500,000","","1991","COM/Sale","","","Commercial","25,000","","",""
"1","F10518967","X","3250","2640+2648+2667 NE 32nd Street","","$6,000,000","RMM-25","1956","COM/Sale","","Hotel/Motel, Warehouse Space","Hotel","29,865","","",""
"1","F10468635","X","3810","114 NW 5th Street","","$6,000,000","RAC-UV","","COM/Sale","","Warehouse Space","Commercial","8,126","","",""
"1","A11572456","X","3360","1995 E Oakland Park Blvd","","$5,999,999","¤B-1","1975","COM/Sale","","Medical Office, Office Space","Office","33,482","","",""
"1","A11587494","X","3990","1916 SW 11th St","","$5,999,999","¤RD-15","1967","COM/Sale","","Apartments, Residential-Multi-Family","Income/MultiFamily","26,399","","",""
"1","F10513789","X","3990","1916 SW 11th Street","","$5,800,888","RD-15","1967","COM/Sale","","","Multifamily","26,399","","",""
"1","F10502149","X","3260","1354 Bayview Drive","","$5,450,000","RMM-25","1959","COM/Sale","","","Multifamily","19,298","","",""
"1","F10458308","X","3600","1545 Miami Road","","$5,295,000","RMM-25","1973","COM/Sale","","","Multifamily","20,020","","",""
"1","A11857454","X","3460","202 NW 14th Ave Unit#202","","$5,200,000","¤RMM-25","2007","COM/Sale","Income Non-Waterfront","Commercial/Residential Income, Residential-Multi-Family","Income/MultiFamily","2,691","No","",""
"1","A11185753","X","3270","425 NE 8th St","","$5,000,000","RAC-UV - REGIONAL AC","1964","COM/Sale","","Other Type, Residential-Multi-Family","Flex Space","5,715","No","",""
"1","A10547525","X","3800","511 SE 5th Ave Unit#101/102","","$5,000,000","","2023","COM/Sale","Commercial Retail","Restaurant/Bar, Retail Space","Restaurant/Entertainment","8,664","Yes","","0"
"1","F10468630","X","3810","431 NW 1st Avenue","","$5,000,000","RAC-UV","","COM/Sale","","Warehouse Space","Commercial","15,937","","",""
"1","R11029990","X","3250","2648 NE 32 Street","","$4,999,000","RMM-25","1959","COM/Sale","","Hotel/Motel","Hotel","","","",""
"1","F10429656","X","3260","2724 NE 14th Street","","$4,795,000","RMM-25","1976","COM/Sale","","Hotel/Motel","Multifamily","10,000","","",""
"1","F10425362","X","3800","1843 S Federal Highway","","$4,600,000","B-1","1985","COM/Sale","","","Commercial","12,715","","",""
"1","F10541974","X","3160","1215 NE 17th Court","","$4,500,000","B-3","1955","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","45,568","","",""
"1","F10495959","X","3250","2817 E Oakland Park Boulevard","","$4,500,000","CB","","COM/Sale","","Warehouse Space","Commercial","14,860","","",""
"1","F10483251","X","3250","2648 NE 32nd Street","","$4,500,000","RMM-25","1959","COM/Sale","","Hotel/Motel, Warehouse Space","Hotel","20,004","","",""
"1","F10497468","X","3700","645 NE 4th Avenue","","$4,500,000","RAC-UV","2019","COM/Sale","","Warehouse Space","Multifamily","10,126","","",""
"1","A11724942","X","3260","2724 NE 14th St","","$4,490,000","¤RMM-25","1976","COM/Sale","Income Waterfront","Hotel/Motel, Residential-Multi-Family","Income/MultiFamily","10,000","Yes","",""
"1","R11126749","X","3170","1545 Miami Road","","$4,200,000","RMM-25","1973","COM/Sale","","","Multifamily","","","",""
"1","F10539676","X","3250","2648 NE 32nd Street","","$4,200,000","RMM-25","1959","COM/Sale","","Hotel/Motel, Warehouse Space","Hotel","20,004","","",""
"1","F10496405","X","3270","817 NE 4th Avenue","","$4,000,000","RAC-UV","1959","COM/Sale","","Office/Warehouse Combination, Office Space, Warehouse Space","Mixed Use","19,125","","","1"
"1","F10467546","X","3460","2150 NW 9th Avenue","","$3,995,000","CB","1982","COM/Sale","","","Commercial","22,630","","",""
"1","F10421930","X","3370","3001 NE 12 Terrace","","$3,900,000","","","COM/Sale","","","Industrial","13,000","","",""
"1","F10479873","X","3560","1730 W Sunrise Boulevard","","$3,900,000","B-3","1967","COM/Sale","","Warehouse Space","Retail","26,836","","",""
"1","F10467099","X","3250","2666 E Oakland Park Boulevard","","$3,800,000","CB","1961","COM/Sale","","Mall Enclosed, Shopping Center, Strip Store","Commercial","15,000","","",""
"1","A11649334","X","3370","1040 E Oakland Park Blvd","","$3,650,000","¤MR","1961","COM/Sale","","Industrial, Retail Space","Retail","24,725","No","","12"
"1","F10495101","X","3250","2666 E Oakland Park Boulevard","","$3,600,000","CB","1961","COM/Sale","","Mall Enclosed, Shopping Center, Strip Store","Commercial","15,000","","",""
"1","F10421721","X","3260","2455 E Sunrise Boulevard Unit#cu-phA-G","","$3,600,000","COMM","1973","COM/Sale","","Residential-Single Family","Commercial","","","",""
"1","F10463900","X","3370","2905 NE 6th Avenue","","$3,600,000","LI","1973","COM/Sale","","Warehouse Space","Commercial","30,093","","",""
"1","A11771851","X","3600","2120 S Federal Hwy","","$3,595,000","¤B-1","2011","COM/Sale","Commercial Retail","Free Standing","Retail","12,150","","",""
"1","F10466998","X","3260","2455 E Sunrise Boulevard Unit#Penthouse","","$3,520,180","B-1","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","12,398","","",""
"1","A11510533","X","3720","991 E Oakland Park Blvd","","$3,500,000","¤B-1","1981","COM/Sale","Commercial Office","Retail Space, Shopping Center","Office","17,740","No","",""
"1","A11677038","X","3800","200 S Andrews Ave Unit#300 to 303","","$3,500,000","¤RAC-CC","1986","COM/Sale","Commercial Office","Office Space, Professional","Office","0","No","",""
"1","F10544997","X","3460","1730 W Sunrise Boulevard","","$3,400,000","B-3","1967","COM/Sale","","","Commercial","26,836","","",""
"1","F10358396","X","3500","600 SW 4th Avenue","","$3,395,000","RAC-SMU","1982","COM/Sale","","","Commercial","12,363","","",""
"1","F10530037","X","3270","746 NE 3rd Ave & 8th Street","","$3,368,750","RAC-UV","1959","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School","Commercial","19,250","","",""
"1","A11769839","X","3260","2625 NE 13th Ct","","$3,349,000","¤RMM-25","1959","COM/Sale","","Apartments","Income/MultiFamily","13,650","","",""
"1","A11766749","X","3470","729 SW 2nd Ct","","$3,000,000","¤RML-25","1961","COM/Sale","","Apartments","Income/MultiFamily","11,500","No","",""
"1","A11932016","X","3250","2826 E Oakland Park Blvd","","$2,850,000","¤CB","1980","COM/Sale","","Medical Office, Office Space","Office","7,505","","",""
"1","A11889793","X","3260","2625 NE 13th Ct","","$2,850,000","¤RMM-25","1959","COM/Sale","","Apartments","Income/MultiFamily","13,650","","",""
"1","F10498147","X","3380","533 NE 13th Street","","$2,850,000","CB","1978","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","14,491","","",""
"1","A11308343","X","3380","2010 Wilton Dr","","$2,750,000","","2022","COM/Sale","","Restaurant/Bar","Restaurant/Entertainment","7,960","","",""
"1","F10446472","X","3390","114 NW 25th Street","","$2,750,000","RM-16","1941","COM/Sale","","","Multifamily","40,196","","",""
"1","A11563857","X","3470","15 NW 9th Ave","","$2,750,000","¤B-3","1954","COM/Sale","Industrial","Office/Warehouse Combination, Warehouse Space","Industrial","7,000","No","","6"
"1","F10530033","X","3270","724-730 3rd Avenue","","$2,734,375","","1960","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School","Multifamily","15,625","","",""
"1","F10283367","X","3470","1122 W Broward Boulevard","","$2,650,000","B-1","1954","COM/Sale","Commercial Retail","Retail Space, School","Commercial","7,875","","",""
"1","F10417742","X","3370","2502 NE 6th Avenue","","$2,649,000","RS-5","2019","COM/Sale","","","Commercial","6,256","","",""
"1","F10469634","X","3170","900 Sunrise Lane","","$2,500,000","SLA","1968","COM/Sale","","Retail Space, School","Commercial","1,849","","",""
"1","F10531419","X","3280","1650 NE 26th Street","","$2,500,000","B-2","1974","COM/Sale","","Medical Office, Office/Warehouse Combination, Office Space","Commercial","15,003","","","0"
"1","A11812151","X","3370","2500 Wilton Dr","","$2,500,000","A & E DISTRICT","2011","COM/Sale","Mixed Use","Restaurant/Bar, Special Purpose","Special Purpose","5,664","","",""
"1","F10503686","X","3260","2617 NE 13th Court","","$2,475,000","RMM-25","1948","COM/Sale","","Hotel/Motel","Commercial","10,400","","",""
"1","F10447881","X","3460","735 NW 7th Terrace","","$2,400,000","I","1959","COM/Sale","","","Industrial","10,125","","",""
"1","F10523632","X","3270","1700 NE 5 Street","","$2,295,000","RC-15","1958","COM/Sale","","Adult Congregate, Assisted Living Facility, Medical Office, Special Purpose","Commercial","13,107","","",""
"1","A11803692","X","3460","844 NW 10th Ter","","$2,225,000","¤B-3","1965","COM/Sale","Industrial","Industrial, Warehouse Space","Mixed Use","16,875","","","8"
"1","R11040900","X","3460","1315 NW 2nd Street Unit#Mix","","$2,200,000","RMM-25","2009","COM/Sale","","","Multifamily","","No","",""
"1","A11564907","X","3460","844 NW 10th Ter","","$2,200,000","¤B-3","1965","COM/Sale","Industrial","Industrial, Warehouse Space","Mixed Use","16,875","No","",""
"1","F10428676","X","3390","325 NW 25 Street","","$2,179,449","RM12","1961","COM/Sale","","","Multifamily","13,220","","",""
"1","A11948494","X","3470","709 SW 4th Ct Unit#1-7","","$2,100,000","¤RML-25","1959","COM/Sale","","Apartments","Income/MultiFamily","14,000","","",""
"1","F10426987","X","3810","842 NW 1st Avenue Unit#1-8","","$2,079,000","RMM-25","1973","COM/Sale","","","Multifamily","10,126","","",""
"1","F10496195","X","3370","1900 E Oakland Park Boulevard","","$2,050,000","CB, RMM25","1960","COM/Sale","","Retail Space, School","Retail","16,728","","","6"
"1","A11739246","X","3810","842 NW 1st Ave","","$2,049,000","¤RMM-25","1974","COM/Sale","","Residential-Multi-Family","Income/MultiFamily","10,126","No","",""
"1","A11444550","X","3800","511 SE 5th Ave Unit#11","","$2,043,000","¤RAC-CC","2005","COM/Sale","","Office Space","Office","4,540","","",""
"1","A11657946","X","3370","821 NE 18th Ct Unit#1-5","","$2,000,000","¤RML-25","1975","COM/Sale","","Apartments","Income/MultiFamily","8,540","","",""
"1","A11727291","X","3040","2010 NW 6th St","","$1,998,500","¤NWRAC-MU","","COM/Sale","","Restaurant/Bar","Restaurant/Entertainment","5,200","","",""
"1","F10504783","X","3260","2700 E Oakland Park Boulevard","","$1,990,000","CB","1960","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","15,000","","",""
"1","F10423861","X","3390","1091 NE 4th Avenue","","$1,990,000","CB","","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","18,100","","",""
"1","A11363737","X","3380","320 Davie Blvd","","$1,950,000","¤ROC","1990","COM/Sale","","Free Standing, Office Space","Office","9,652","","",""
"1","A11690572","X","3331","901 NE 30th Ct","","$1,900,000","¤MR","1968","COM/Sale","Industrial","Industrial, Warehouse Space","Industrial","16,500","","",""
"1","F10460691","X","3380","3047 N Federal Highway","","$1,900,000","B-1","1959","COM/Sale","","Mall Enclosed, Medical Office, Shopping Center, Strip Store","Commercial","3,130","","",""
"1","F10507604","X","3600","1848 SE 1st Avenue","","$1,899,000","RO","1959","COM/Sale","","Medical Office","Commercial","","","","0"
"1","A11753988","X","3470","1415 SW 1 ST Unit#1-8","","$1,895,000","¤RML-25","1974","COM/Sale","","Commercial/Residential Income, Residential-Multi-Family","Income/MultiFamily","13,802","No","",""
"1","F10457923","X","3450","530-536 & 548 & 548 32nd Street","","$1,890,000","B-3","1959","COM/Sale","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","17,111","","","5"
"1","F10396003","X","3800","100 SE 21st Street Unit#1-8","","$1,850,000","RMM-25","1977","COM/Sale","","","Commercial","14,299","","",""
"1","F10435565","X","3360","1620 NE 12th Terrace","","$1,800,000","B-3","1953","COM/Sale","","Heavy Manufacturing, Light Manufacturing, Office/Warehouse Combination, Office Space, Warehouse Space","Industrial","11,736","","","5"
"1","F10395763","X","3370","1100 NE 18th Court","","$1,800,000","RML-25","1958","COM/Sale","","Hotel/Motel","Multifamily","9,167","","",""
"1","A11677774","X","3800","200 S Andrews Ave Unit#201","","$1,800,000","¤RAC-CC","1986","COM/Sale","Commercial Office","Office Space, Professional","Office","0","No","",""
"1","A11615342","X","3600","505 SE 20th St Unit#1-5","","$1,799,000","¤RO","1958","COM/Sale","Income Non-Waterfront","Residential-Multi-Family","Income/MultiFamily","6,977","No","",""
"1","F10455010","X","3450","250 NE 44th Street","","$1,790,000","B2","","COM/Sale","","Heavy Manufacturing, Light Manufacturing","Industrial","","","",""
"1","F10486705","X","3370","1124 NE 5th Avenue","","$1,750,000","RMM-25","1951","COM/Sale","","","Multifamily","20,256","","",""
"1","R11122108","X","3700","200 S Andrews Avenue Unit#100","","$1,750,000","RAC-CC","1986","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Office","","","",""
"1","R11160298","X","3470","925 W Las Olas Boulevard Unit#1-2","","$1,749,000","RML-25","1956","COM/Sale","","","Multifamily","","","",""
"1","F10491189","X","3580","2001 W State Road 84 #410","","$1,725,000","","2024","COM/Sale","","Warehouse Space","Industrial","","","",""
"1","F10432650","X","3370","2133 N Dixie Highway","","$1,700,000","B-3","1962","COM/Sale","","Warehouse Space","Commercial","7,497","","",""
"1","F10352347","X","3370","1130 NE 6th Avenue","","$1,700,000","B-3","1981","COM/Sale","","","Commercial","12,769","","","5"
"1","A11889386","X","3800","511 SE 5th Ave Unit#11","","$1,700,000","¤RAC-CC","2005","COM/Sale","","Office Space, Professional","Office","4,340","Yes","",""
"1","A11814830","X","3470","1415 SW 1st Street Unit#1-8","","$1,699,000","¤RML-25","1974","COM/Sale","","Apartments, Residential-Multi-Family","Income/MultiFamily","13,802","No","",""
"1","F10481743","X","3260","2455 E Sunrise Boulevard Unit#Retail Portfolio Sale","","$1,600,000","B-1","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","12,398","","",""
"1","A11892190","X","3460","834 NW 10th Ter","","$1,600,000","¤B-3","1969","COM/Sale","Industrial","Heavy Manufacturing, Industrial","Industrial","16,875","No","","2"
"1","A11616873","X","3160","520 Orton Ave Unit#201, 204, 403","","$1,575,000","¤NBRA","1985","COM/Sale","","Condominium","Income/MultiFamily","3,801","","",""
"1","R11054574","X","3560","2513 NW 19 Street","","$1,510,000","B-3","1990","COM/Sale","","","Mixed Use","","","",""
"1","F10516675","X","3270","618 NE 14th Avenue","","$1,500,000","","1951","COM/Sale","","Warehouse Space","Multifamily","9,563","","",""
"1","F10465676","X","3270","618 NE 14th Avenue","","$1,500,000","","1951","COM/Sale","","Warehouse Space","Multifamily","9,563","","",""
"1","F10516187","X","3370","1100 NE 18th Court Unit#1-8","","$1,500,000","RML-25","1958","COM/Sale","","Hotel/Motel","Multifamily","9,167","","",""
"1","A11642161","X","3700","824 NE 4th St Unit#1-6","","$1,500,000","¤RMM-25","1960","COM/Sale","Income Non-Waterfront","Residential-Multi-Family","Income/MultiFamily","6,440","No","",""
"1","A11934425","X","3460","426 NW 14th Ave Unit#1-8","","$1,425,000","¤RS-8","1964","COM/Sale","Income Non-Waterfront","Apartments, Residential-Multi-Family","Income/MultiFamily","11,865","","",""
"1","F10410358","X","3700","921 NE 3rd Avenue","","$1,400,000","NWRAC-MUne","1980","COM/Sale","","","Mixed Use","3,375","","","1"
"1","F10526788","X","3460","105 S Avenue Of The Arts","","$1,399,000","RAC-AS","1958","COM/Sale","","Warehouse Space","Commercial","6,225","","",""
"1","F10526976","X","3500","301 SW 7th Street","","$1,395,000","RAC-SMU (TMU)","1968","COM/Sale","","Office/Warehouse Combination, Office Space","Commercial","7,250","","",""
"1","F10482300","X","3370","1124 NE 5th Avenue Unit#1-6","","$1,350,000","RMM-25","1951","COM/Sale","","","Multifamily","13,504","","",""
"1","A11781126","X","3800","1317 SE 4th Ave","","$1,350,000","¤ROA","1958","COM/Sale","","Office Space, Professional","Office","10,500","","",""
"1","A11685059","X","3370","1106 NE 5th Ave Unit#1-5","","$1,349,999","¤RMM-25","1980","COM/Sale","","Residential-Multi-Family","Income/MultiFamily","10,127","","",""
"1","F10491389","X","3460","526 NW 15th Way","","$1,300,000","RS-8","1957","COM/Sale","","","Multifamily","11,300","","",""
"1","F10447221","X","3500","888 SE 3rd Avenue Unit#502A","","$1,300,000","RAC-CC","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","","","",""
"1","F10491090","X","3580","2001 W State Road 84 Unit#232/234","","$1,300,000","PUD","2024","COM/Sale","","Warehouse Space","Industrial","11,800","","",""
"1","F10497894","X","3370","808 NW 19 Street","","$1,299,000","RDS-15","1970","COM/Sale","","","Multifamily","9,466","","",""
"1","B26011928","X","3470","105 S Ave Of The Arts ","","$1,290,000","RAC-AS","1958","COM/Sale","","Office/Warehouse Combination, Office Space","Commercial","","","",""
"1","F10529942","X","3800","1230 SE 4th Avenue","","$1,250,000","RO","1959","COM/Sale","","","Mixed Use","7,393","","",""
"1","A11657759","X","3370","2600 N Andrews Ave","","$1,200,000","¤B-2","1971","COM/Sale","Commercial Office","Free Standing, Medical Office","Mixed Use","8,798","No","",""
"1","A11534878","X","3370","2600 N Andrews Ave","","$1,200,000","¤B-2","1971","COM/Sale","Commercial Office","Free Standing, Medical Office","Mixed Use","8,798","No","",""
"1","A11750386","X","3390","600 W Oakland Park Blvd","","$1,200,000","TOC-W","1968","COM/Sale","","Free Standing, Retail Space","Retail","10,213","No","",""
"1","F10405105","X","3560","2001 NW 21st Avenue","","$1,200,000","B-2","1984","COM/Sale","","","Commercial","8,333","","",""
"1","F10491429","X","3580","2001 W State Road 84 #418","","$1,200,000","PUD","2024","COM/Sale","","Warehouse Space","Industrial","11,800","","",""
"1","F10466346","X","3260","3000 N Federal Highway","","$1,199,000","B-1","","COM/Sale","","Office/Warehouse Combination, Office Space, Warehouse Space","Commercial","","","",""
"1","A11773250","X","3600","412 SE 23rd St","","$1,195,000","¤RO","1959","COM/Sale","","Office Space","Office","6,749","","",""
"1","A11640503","X","3580","2011 W State Road 84 Unit#306-3","","$1,185,000","¤PUD","2009","COM/Sale","","Automotive","Industrial","200,000","","",""
"1","F10453529","X","3490","2801 SW 3rd Avenue","","$1,180,000","I","2002","COM/Sale","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Commercial","2,268","","","1"
"1","A11637888","X","3460","848 NW 2nd Ave","","$1,175,000","¤RMM-25","1972","COM/Sale","","Residential-Multi-Family","Income/MultiFamily","6,750","No","",""
"1","A11740659","X","3580","2011 W State Road 84 Unit#244-2","","$1,125,000","¤PUD","2024","COM/Sale","","Office/Warehouse Combination, Warehouse Space","Industrial","200,000","","",""
"1","R11044347","X","3400","1100 NE 4th Avenue Unit#1-2","","$1,099,000","CB","1956","COM/Sale","","","","","No","",""
"1","B26010079","X","3470","600 SW 9th Street Unit#1-5","","$1,098,990","RD-15","1918","COM/Sale","","","Mixed Use","","","",""
"1","F10450330","X","3260","2455 E Sunrise Boulevard Unit#CU-1A","","$1,098,960","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","8,381","","",""
"1","A11706192","X","3460","848 NW 2nd Ave","","$1,095,000","¤RMM-25","1973","COM/Sale","","Apartments, Residential-Multi-Family","Income/MultiFamily","6,750","No","",""
"1","A11582220","X","3500","1227 South Andrews Ave","","$1,090,000","CB","","COM/Sale","","Commercial/Residential Income, Retail Space","Mixed Use","6,250","","",""
"1","F10450315","X","3260","2455 E Sunrise Boulevard Unit#1108","","$1,079,325","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","3,321","","",""
"1","A11891960","X","3424","1026 NW 9th Ave","","$1,050,000","¤B-1","1961","COM/Sale","Commercial Retail","Retail Space, Strip Store","Retail","6,751","","",""
"1","F10405535","X","3800","412 SE 13th Street","","$1,049,000","RO","1939","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","1,412","","",""
"1","A11748832","X","3460","848 NW 2nd Ave","","$1,039,000","¤RMM-25","1972","COM/Sale","","Apartments, Residential-Multi-Family","Income/MultiFamily","6,750","No","",""
"1","F10512115","X","3480","624 SW 24th Street","","$990,000","CF","1952","COM/Sale","","Office/Warehouse Combination, Office Space, Retail Space, School","Commercial","6,325","","",""
"1","A11718368","X","3560","2001-2007 NW 21st Ave","","$949,900","¤B-2","","COM/Sale","Mixed Use","Commercial/Residential Income, Retail Space","Mixed Use","11,136","No","","0"
"1","F10462346","X","3370","824 NE 16th Street","","$930,000","RS-8","1970","COM/Sale","","","Multifamily","9,759","","",""
"1","B26010074","X","3270","908 NE 17th Terrace Unit#1-6","","$918,990","RMM-25","1956","COM/Sale","","","Multifamily","","","",""
"1","A11899504","X","3800","423 SE 19th St","","$899,999","¤RO","1967","COM/Sale","","Free Standing, Professional","Office","6,840","No","",""
"1","A11475571","X","3010","739 NW 7th Ter","","$875,000","¤I","1957","COM/Sale","","Industrial, Warehouse Space","Industrial","6,750","","",""
"1","F10453661","X","3460","916 NW 9th Avenue","","$850,000","B-3","1958","COM/Sale","","Warehouse Space","Industrial","6,750","","",""
"1","A11225517","X","3480","2011 W State Road 84 Unit#232-2","","$850,000","","2022","COM/Sale","","Warehouse Space","Industrial","2,000","","",""
"1","A11721197","X","3480","223 SW 17th St","","$849,000","¤B-3","1952","COM/Sale","","Free Standing","Mixed Use","7,380","","",""
"1","F10450332","X","3260","2455 E Sunrise Boulevard Unit#CU-1B","","$830,625","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","8,381","","",""
"1","F10453687","X","3270","1210 NE 15th Street Unit#22","","$824,250","B3","2020","COM/Sale","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Commercial","1,568","","","1"
"1","F10517078","X","3370","2301 Wilton Drive","","$800,000","","2007","COM/Sale","","Warehouse Space","Commercial","49,399","","",""
"1","R10984954","X","3460","626 NW 10th Terrace Unit#1-5","","$789,900","RMM-25","1940","COM/Sale","","","Multifamily","","No","",""
"1","A11716543","X","3300","2455 E Sunrise Blvd Unit#CU9K-CU9M-CU9L","","$750,000","¤B-1","1973","COM/Sale","","Medical Office, Office Space","Office","6,624","No","",""
"1","A11626291","X","3350","2455 E Sunrise Blvd Unit#CU9K-CU9M-CU9L","","$750,000","¤B-1","1973","COM/Sale","","Medical Office, Office Space","Office","6,624","","",""
"1","A11842002","X","3390","648 W Oakland Park Blvd","","$750,000","TOC-W","1961","COM/Sale","","Commercial/Residential Income, Office Space","Mixed Use","9,351","","",""
"1","R11118069","X","3850","748 NW 22nd Road","","","CB","1964","COM/Sale","","Restaurant/Bar, Retail Space, School, Tavern/Bar","Commercial","","","",""
"1","F10491116","X","3580","2001 W St. Road","","$625,000","","2024","COM/Sale","","Warehouse Space","Industrial","","","",""
"1","F10481913","X","3160","3015 N Ocean Boulevard Unit#C-115","","$620,000","","1974","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","104,310","","",""
"1","F10490790","X","3800","200 SE 19th Street","","$599,000","ROA","1968","COM/Sale","","Office/Warehouse Combination, Office Space","Commercial","6,950","","",""
"1","A11614123","X","3160","3015 N Ocean Blvd Unit#C120","","$595,000","¤CB","1974","COM/Sale","","Office Space","Office","0","","",""
"1","A11819489","X","3390","1403 NW 8th Ave","","$575,000","¤RDS-15","1968","COM/Sale","","Residential-Multi-Family","Income/MultiFamily","6,749","No","",""
"1","A11572781","X","3400","649 NW 22nd Rd","","$549,900","¤CB","1982","COM/Sale","","Commercial/Residential Income, Office Space","Commercial","9,134","No","",""
"1","A11804621","X","3450","401 E Oakland Park Blvd","","$540,000","¤B-1","1948","COM/Sale","Mixed Use","Medical Office, Professional","Mixed Use","5,268","No","",""
"1","A11441902","X","3580","2011 W State Road 84 Unit#232-2","","$540,000","¤PUD","2023","COM/Sale","","Condominium, Warehouse Space","Industrial","200,000","No","",""
"1","F10491103","X","3580","2001 W St. Road","","$535,000","PUD","2009","COM/Sale","","Warehouse Space","Industrial","11,800","","",""
"1","F10498122","X","3260","2455 E Sunrise Boulevard Unit#1201","","$525,000","","2008","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Warehouse Space","Commercial","84,506","","",""
"1","F10421306","X","3370","1432 NE 10th Avenue","","$525,000","RMM-25","1956","COM/Sale","","Warehouse Space","Commercial","5,992","","",""
"1","F10520496","X","3160","3015 N Ocean Boulevard Unit#C-115","","$500,000","","","COM/Sale","","Office/Warehouse Combination, Office Space, Residential-Single Family, Retail Space, School, Warehouse Space","Commercial","104,310","","",""
"1","F10450333","X","3260","2455 E Sunrise Boulevard Unit#CU-1C","","$491,250","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","8,381","","",""
"1","F10541309","X","3360","1400 E Oakland Park Boulevard Unit#102","","$483,000","","1972","COM/Sale","","Office/Warehouse Combination, Office Space","Commercial","47,521","","",""
"1","F10450336","X","3260","2455 E Sunrise Boulevard Unit#CU-1D","","$482,625","B-1","","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","8,381","","",""
"1","A11773645","X","3580","2011 W State Road 84 Unit#214-1","","$475,000","¤PUD","2009","COM/Sale","","Automotive, Mini Warehouse","Industrial","200,000","","",""
"1","F10445819","X","3260","2455 E Sunrise Boulevard Unit#1112","","$459,900","","1973","COM/Sale","","Residential-Single Family, Warehouse Space","Commercial","","","",""
